year,county_fips,dem_vote_pct,rep_vote_pct,incumbent_party,incumbent_vote_pct
2016,2035,0.4146206591462066,0.4539924795399248,DEMOCRAT,0.4146206591462066
2020,2035,0.49604038804197187,0.4720847356959018,REPUBLICAN,0.4720847356959018
2024,2035,0.5019523222359227,0.45160295930949446,DEMOCRAT,0.5019523222359227
2000,2036,0.3487538102922718,0.5391787699480007,DEMOCRAT,0.3487538102922718
2004,2036,0.3511524726761173,0.61086462504058,REPUBLICAN,0.61086462504058
2008,2036,0.33927768619811177,0.6295519256706129,REPUBLICAN,0.6295519256706129
2012,2036,0.6719629927594529,0.27876106194690264,DEMOCRAT,0.6719629927594529
2016,2036,0.32587124878993223,0.5396902226524686,DEMOCRAT,0.32587124878993223
2020,2036,0.40852346104175635,0.550365906155833,REPUBLICAN,0.550365906155833
2024,2036,0.36861846217962074,0.5868931027297354,DEMOCRAT,0.36861846217962074
2000,2037,0.36217183770883055,0.5419649960222752,DEMOCRAT,0.36217183770883055
2004,2037,0.3782642089093702,0.5848694316436251,REPUBLICAN,0.5848694316436251
2008,2037,0.4004287245444802,0.5704180064308682,REPUBLICAN,0.5704180064308682
2012,2037,0.6069204152249135,0.34994232987312573,DEMOCRAT,0.6069204152249135
2016,2037,0.4782694587119716,0.3828526274199921,DEMOCRAT,0.4782694587119716
2020,2037,0.4978607545702061,0.45857642940490084,REPUBLICAN,0.45857642940490084
2024,2037,0.44160919540229887,0.5075862068965518,DEMOCRAT,0.44160919540229887
2000,2038,0.404943729903537,0.4957797427652733,DEMOCRAT,0.404943729903537
2004,2038,0.46620689655172415,0.4845320197044335,REPUBLICAN,0.4845320197044335
2008,2038,0.5288381742738589,0.42655601659751036,REPUBLICAN,0.42655601659751036
2012,2038,0.6018491341356031,0.33152333431171116,DEMOCRAT,0.6018491341356031
2016,2038,0.5413150147203141,0.22433758586849853,DEMOCRAT,0.5413150147203141
2020,2038,0.6042649556520098,0.32779769767880734,REPUBLICAN,0.32779769767880734
2024,2038,0.5077616424636956,0.3900851276915373,DEMOCRAT,0.5077616424636956
2000,2039,0.43986121819583657,0.447378565921357,DEMOCRAT,0.43986121819583657
2004,2039,0.42474856321839083,0.5174209770114943,REPUBLICAN,0.5174209770114943
2008,2039,0.5198688271604939,0.4481095679012346,REPUBLICAN,0.4481095679012346
2012,2039,0.555640243902439,0.39115853658536587,DEMOCRAT,0.555640243902439
2016,2039,0.5571909913105161,0.24915765206596915,DEMOCRAT,0.5571909913105161
2020,2039,0.6077066711933458,0.3291461551519267,REPUBLICAN,0.3291461551519267
2024,2039,0.5183071802187351,0.4018069424631479,DEMOCRAT,0.5183071802187351
2000,2040,0.3174209547427154,0.5675759454432734,DEMOCRAT,0.3174209547427154
2004,2040,0.40221147201105734,0.5558051140290255,REPUBLICAN,0.5558051140290255
2008,2040,0.4274,0.5372,REPUBLICAN,0.5372
2012,2040,0.64155844155844155,0.31806375442739077,DEMOCRAT,0.64155844155844155
2016,2040,0.5071583514099783,0.2986984815618221,DEMOCRAT,0.5071583514099783
2020,2040,0.5035846187269172,0.43319574190745164,REPUBLICAN,0.43319574190745164
2024,2040,0.41360461585180686,0.51260249013058,DEMOCRAT,0.41360461585180686
2000,2099,NA,NA,DEMOCRAT,NA
2004,2099,NA,NA,REPUBLICAN,NA
2008,2099,NA,NA,REPUBLICAN,NA
2012,2099,NA,NA,DEMOCRAT,NA
2016,2099,0.8011695906432749,0.11695906432748537,DEMOCRAT,0.8011695906432749
2020,2099,0.8614318706697459,0.13625866050808313,REPUBLICAN,0.13625866050808313
2024,2099,0.8379052369077307,0.12718204488778054,DEMOCRAT,0.8379052369077307
2000,4001,0.6694592927631579,0.3056640625,DEMOCRAT,0.6694592927631579
2004,4001,0.647078270931482,0.3464749152822547,REPUBLICAN,0.3464749152822547
2008,4001,0.6343252823345149,0.35244415134778667,REPUBLICAN,0.35244415134778667
2012,4001,0.6633782110801609,0.3191736304549675,DEMOCRAT,0.6633782110801609
2016,4001,0.6175843245001988,0.2978923393948158,DEMOCRAT,0.6175843245001988
2020,4001,0.2207532506918382,0.1084385306493802,REPUBLICAN,0.1084385306493802
2024,4001,0.1469736145291424,0.09964642846017258,DEMOCRAT,0.1469736145291424
2000,4003,0.40191329984055835,0.5469149544237538,DEMOCRAT,0.40191329984055835
2004,4003,0.39372344491153927,0.5969921093451431,REPUBLICAN,0.5969921093451431
2008,4003,0.38801720606308887,0.5945514133551824,REPUBLICAN,0.5945514133551824
2012,4003,0.378466624492378,0.601942738199702,DEMOCRAT,0.378466624492378
2016,4003,0.3488953314005798,0.5616714985504349,DEMOCRAT,0.3488953314005798
2020,4003,0.13088029295302384,0.19609432734412052,REPUBLICAN,0.19609432734412052
2024,4003,0.09425889912911135,0.15192356472478227,DEMOCRAT,0.09425889912911135
2000,4005,0.4960497028104591,0.4295673018124893,DEMOCRAT,0.4960497028104591
2004,4005,0.559492605276752,0.4309793942640672,REPUBLICAN,0.4309793942640672
2008,4005,0.5784079199175622,0.408251140880318,REPUBLICAN,0.408251140880318
2012,4005,0.5655603023332237,0.4101989136107943,DEMOCRAT,0.5655603023332237
2016,4005,0.5420179312190553,0.35307105580088316,DEMOCRAT,0.5420179312190553
2020,4005,0.20334279579284492,0.12306656476325654,REPUBLICAN,0.12306656476325654
2024,4005,0.14818135067895316,0.09721469374140015,DEMOCRAT,0.14818135067895316
2000,4007,0.4341452413170952,0.5163509246729815,DEMOCRAT,0.4341452413170952
2004,4007,0.3988869164707576,0.5921892241999712,REPUBLICAN,0.5921892241999712
2008,4007,0.3530201943312587,0.631128822818251,REPUBLICAN,0.631128822818251
2012,4007,0.35753437383872166,0.625,DEMOCRAT,0.35753437383872166
2016,4007,0.3138669774112585,0.6356220867694514,DEMOCRAT,0.3138669774112585
2020,4007,0.1077651652085894,0.2214469910587328,REPUBLICAN,0.2214469910587328
2024,4007,0.07675644450862878,0.17059896021373383,DEMOCRAT,0.07675644450862878
2000,4009,0.34716473509933776,0.6215852649006622,DEMOCRAT,0.34716473509933776
2004,4009,0.2971082089552239,0.6965485074626866,REPUBLICAN,0.6965485074626866
2008,4009,0.290413925210294,0.6975930707087532,REPUBLICAN,0.6975930707087532
2012,4009,0.3044285111767187,0.681231547870097,DEMOCRAT,0.3044285111767187
2016,4009,0.27204549200593375,0.6613647601780122,DEMOCRAT,0.27204549200593375
2020,4009,0.08967433588974102,0.2389463154384795,REPUBLICAN,0.2389463154384795
2024,4009,0.06387348705118669,0.18338799107444723,DEMOCRAT,0.06387348705118669
2000,4011,0.41081081081081083,0.5469594594594595,DEMOCRAT,0.41081081081081083
2004,4011,0.3736550374959244,0.6191718291490056,REPUBLICAN,0.6191718291490056
2008,4011,0.3999313422588397,0.5877102643323034,REPUBLICAN,0.5877102643323034
2012,4011,0.44048419636852726,0.535305985205111,DEMOCRAT,0.44048419636852726
2016,4011,0.3339449541284404,0.5785932721712538,DEMOCRAT,0.3339449541284404
2020,4011,0.10691994572591587,0.22008141112618723,REPUBLICAN,0.22008141112618723
2024,4011,0.05753920386007238,0.13920386007237637,DEMOCRAT,0.05753920386007238
2000,4012,0.3946018291322775,0.567254070934642,DEMOCRAT,0.3946018291322775
2004,4012,0.36577645895153316,0.6247279920870425,REPUBLICAN,0.6247279920870425
2008,4012,0.3474423631123919,0.6320244956772334,REPUBLICAN,0.6320244956772334
2012,4012,0.3288437991953822,0.6496414203253454,DEMOCRAT,0.3288437991953822
2016,4012,0.2646614014451353,0.6726600571332549,DEMOCRAT,0.2646614014451353
2020,4012,0.0999374273710557,0.22923929561097703,REPUBLICAN,0.22923929561097703
2000,4013,0.42883822650352277,0.5322918180013508,DEMOCRAT,0.42883822650352277
2004,4013,0.4232643695121614,0.5696536829564595,REPUBLICAN,0.5696536829564595
2008,4013,0.4411595341115723,0.5468635756892866,REPUBLICAN,0.5468635756892866
2012,4013,0.4375318729759298,0.5447536536782323,DEMOCRAT,0.4375318729759298
2016,4013,0.44832998901669435,0.4766837560609095,DEMOCRAT,0.44832998901669435
2020,4013,0.16774686224299018,0.16047641427934095,REPUBLICAN,0.16047641427934095
2024,4013,0.06872301452309303,0.17892188931048017,DEMOCRAT,0.06872301452309303
2000,4015,0.39577716861874446,0.5524568994812079,DEMOCRAT,0.39577716861874446
2004,4015,0.3546802290380058,0.6364973100143582,REPUBLICAN,0.6364973100143582
2008,4015,0.32678056356778346,0.6557651061312033,REPUBLICAN,0.6557651061312033
2012,4015,0.2790029995714898,0.7022996714755035,DEMOCRAT,0.2790029995714898
2016,4015,0.21834306943697385,0.7290444441664686,DEMOCRAT,0.21834306943697385
2020,4015,0.07907861046356097,0.25010827887542836,REPUBLICAN,0.25010827887542836
2024,4015,0.47537270066463777,0.5100622145991364,DEMOCRAT,0.47537270066463777
2000,4017,0.4690022666719688,0.49254384220781805,DEMOCRAT,0.4690022666719688
2004,4017,0.4580589308351112,0.5341805027362954,REPUBLICAN,0.5341805027362954
2008,4017,0.4351675977653631,0.5519832402234637,REPUBLICAN,0.5519832402234637
2012,4017,0.45386366680058926,0.5325833668139816,DEMOCRAT,0.45386366680058926
2016,4017,0.4084727254678116,0.5106715640045665,DEMOCRAT,0.4084727254678116
2020,4017,0.15056567568785778,0.17808642571522398,REPUBLICAN,0.17808642571522398
2024,4017,0.05438690793455774,0.19351494674459993,DEMOCRAT,0.05438690793455774
2000,4019,0.5134473647615074,0.4331073564177444,DEMOCRAT,0.5134473647615074
2004,4019,0.5263677171599342,0.46635523443270366,REPUBLICAN,0.46635523443270366
2008,4019,0.5242484012322458,0.4636324816739022,REPUBLICAN,0.4636324816739022
2012,4019,0.5264905166775671,0.45723741007194246,DEMOCRAT,0.5264905166775671
2016,4019,0.5328265819182241,0.3970875628498245,DEMOCRAT,0.5328265819182241
2020,4019,0.1953514976706886,0.1330766062576584,REPUBLICAN,0.1330766062576584
2024,4019,0.08171026988720251,0.11606527687552905,DEMOCRAT,0.08171026988720251
2000,4021,0.47590215548558973,0.4873334947929281,DEMOCRAT,0.47590215548558973
2004,4021,0.4217139673795302,0.5726532759741264,REPUBLICAN,0.5726532759741264
2008,4021,0.4219368248429202,0.5665455793598582,REPUBLICAN,0.5665455793598582
2012,4021,0.40904768499284494,0.5731339149702257,DEMOCRAT,0.40904768499284494
2016,4021,0.3696910749849474,0.5621092121717383,DEMOCRAT,0.3696910749849474
2020,4021,0.13534514760633026,0.19295865004451077,REPUBLICAN,0.19295865004451077
2024,4021,0.14188694843844304,0.10415021143556892,DEMOCRAT,0.14188694843844304
2000,4023,0.5884403463398178,0.3760260879343304,DEMOCRAT,0.5884403463398178
2004,4023,0.5921323277339733,0.40006856359273224,REPUBLICAN,0.40006856359273224
2008,4023,0.6527099150567541,0.33962264150943394,REPUBLICAN,0.33962264150943394
2012,4023,0.6827407514034836,0.30480783071829565,DEMOCRAT,0.6827407514034836
2016,4023,0.7113734558510315,0.2371447696707844,DEMOCRAT,0.7113734558510315
2020,4023,0.22393809231608372,0.10557714597395514,REPUBLICAN,0.10557714597395514
2024,4023,0.09594001132400451,0.15097800383493598,DEMOCRAT,0.09594001132400451
2000,4025,0.3526851146157003,0.5883801371870786,DEMOCRAT,0.3526851146157003
2004,4025,0.3790751696437767,0.61183901864079,REPUBLICAN,0.61183901864079
2008,4025,0.370193079640334,0.6140815671162492,REPUBLICAN,0.6140815671162492
2012,4025,0.33822282939281834,0.642860704207094,DEMOCRAT,0.33822282939281834
2016,4025,0.3109654871122761,0.6232415902140673,DEMOCRAT,0.3109654871122761
2020,4025,0.11544396422312371,0.21302043694709574,REPUBLICAN,0.21302043694709574
2024,4025,0.14693222726561278,0.1004199926957792,DEMOCRAT,0.14693222726561278
2000,4027,0.4207385173809856,0.548233980175904,DEMOCRAT,0.4207385173809856
2004,4027,0.41679448849603534,0.5767320941115299,REPUBLICAN,0.5767320941115299
2008,4027,0.4255187435515304,0.5634987962856816,REPUBLICAN,0.5634987962856816
2012,4027,0.4304578933568517,0.5566228875169833,DEMOCRAT,0.4304578933568517
2016,4027,0.46415770609318996,0.47472175061309185,DEMOCRAT,0.46415770609318996
2020,4027,0.15364214402579623,0.1742676836336057,REPUBLICAN,0.1742676836336057
2024,4027,0.08150580881762454,0.16621048264046898,DEMOCRAT,0.08150580881762454
2024,4029,0.07850442672129948,0.11925074998170776,DEMOCRAT,0.07850442672129948
2000,5001,0.4515065913370998,0.5262084118016321,DEMOCRAT,0.4515065913370998
2004,5001,0.4477397063057875,0.5454938093866973,REPUBLICAN,0.5454938093866973
2008,5001,0.3753224419604471,0.5997420464316423,REPUBLICAN,0.5997420464316423
2012,5001,0.37804126886356637,0.6000923929781337,DEMOCRAT,0.37804126886356637
2016,5001,0.312137797810689,0.6159047005795235,DEMOCRAT,0.312137797810689
2020,5001,0.07223458359821996,0.17101080737444374,REPUBLICAN,0.17101080737444374
2024,5001,0.054191454840454296,0.14245538128718227,DEMOCRAT,0.054191454840454296
2000,5003,0.5142062628460887,0.4686253173739572,DEMOCRAT,0.5142062628460887
2004,5003,0.45594454887218044,0.5365366541353384,REPUBLICAN,0.5365366541353384
2008,5003,0.34436473038648463,0.6255496412867392,REPUBLICAN,0.6255496412867392
2012,5003,0.3609392753440222,0.6144426208812018,DEMOCRAT,0.3609392753440222
2016,5003,0.2979091921316343,0.6603983669429667,DEMOCRAT,0.2979091921316343
2020,5003,0.0670262427453949,0.17499369164774162,REPUBLICAN,0.17499369164774162
2024,5003,0.05046941678520626,0.14637268847795162,DEMOCRAT,0.05046941678520626
2000,5005,0.38999281781182665,0.570864256643524,DEMOCRAT,0.38999281781182665
2004,5005,0.3847274689692391,0.6005396654074474,REPUBLICAN,0.6005396654074474
2008,5005,0.3272608978529603,0.6432110504979731,REPUBLICAN,0.6432110504979731
2012,5005,0.2674388541289622,0.7077925435648172,DEMOCRAT,0.2674388541289622
2016,5005,0.21091773752909035,0.7427906506121623,DEMOCRAT,0.21091773752909035
2020,5005,0.05516018470033798,0.18846098919407817,REPUBLICAN,0.18846098919407817
2024,5005,0.04143361649327097,0.15513028538703827,DEMOCRAT,0.04143361649327097
2000,5007,0.3220556984677329,0.6494053610707229,DEMOCRAT,0.3220556984677329
2004,5007,0.304693119596013,0.6836511501592754,REPUBLICAN,0.6836511501592754
2008,5007,0.30669225612240875,0.6720386996700538,REPUBLICAN,0.6720386996700538
2012,5007,0.28560253353016135,0.6894785318646933,DEMOCRAT,0.28560253353016135
2016,5007,0.2892361398000496,0.628676774353466,DEMOCRAT,0.2892361398000496
2020,5007,0.08808334445259858,0.1542068350123424,REPUBLICAN,0.1542068350123424
2024,5007,0.07034643648664411,0.12427699366227303,DEMOCRAT,0.07034643648664411
2000,5009,0.3295196186285295,0.6284561789512284,DEMOCRAT,0.3295196186285295
2004,5009,0.31400148880016243,0.6627190904784462,REPUBLICAN,0.6627190904784462
2008,5009,0.28660979707897116,0.6834044203179527,REPUBLICAN,0.6834044203179527
2012,5009,0.24507829250860894,0.7250341108439997,DEMOCRAT,0.24507829250860894
2016,5009,0.18161504562100428,0.7594190304760723,DEMOCRAT,0.18161504562100428
2020,5009,0.044758677106462544,0.19942736940516537,REPUBLICAN,0.19942736940516537
2024,5009,0.03335670874240299,0.1632538569424965,DEMOCRAT,0.03335670874240299
2000,5011,0.5332998240764011,0.4506157325961297,DEMOCRAT,0.5332998240764011
2004,5011,0.519180983760885,0.4732878324311603,REPUBLICAN,0.4732878324311603
2008,5011,0.41573867854491464,0.5597624350408315,REPUBLICAN,0.5597624350408315
2012,5011,0.39676889375684554,0.5843373493975904,DEMOCRAT,0.39676889375684554
2016,5011,0.36052559540104023,0.5923898165891048,DEMOCRAT,0.36052559540104023
2020,5011,0.08305966064586755,0.15975643130815545,REPUBLICAN,0.15975643130815545
2024,5011,0.059894047990028045,0.13792458709878466,DEMOCRAT,0.059894047990028045
2000,5013,0.4654462242562929,0.5162471395881006,DEMOCRAT,0.4654462242562929
2004,5013,0.4090316977854972,0.5822839774207555,REPUBLICAN,0.5822839774207555
2008,5013,0.3116824537663509,0.6594497068110059,REPUBLICAN,0.6594497068110059
2012,5013,0.30358785648574055,0.6706531738730451,DEMOCRAT,0.30358785648574055
2016,5013,0.28162185985015425,0.6857646540326134,DEMOCRAT,0.28162185985015425
2020,5013,0.05488084326306141,0.18744271310724106,REPUBLICAN,0.18744271310724106
2024,5013,0.03623326959847036,0.16003824091778202,DEMOCRAT,0.03623326959847036
2000,5015,0.3748696558915537,0.5793534932221064,DEMOCRAT,0.3748696558915537
2004,5015,0.39700410266195973,0.5900200362560825,REPUBLICAN,0.5900200362560825
2008,5015,0.39436619718309857,0.5750070895169676,REPUBLICAN,0.5750070895169676
2012,5015,0.36295787096140625,0.6014926838849062,DEMOCRAT,0.36295787096140625
2016,5015,0.31065253764640266,0.6307863915225879,DEMOCRAT,0.31065253764640266
2020,5015,0.0852547257777401,0.15732813427142495,REPUBLICAN,0.15732813427142495
2024,5015,0.06607730975905703,0.1294851794071763,DEMOCRAT,0.06607730975905703
2000,5017,0.633423180592992,0.35130278526504943,DEMOCRAT,0.633423180592992
2004,5017,0.6291780533949969,0.3626235022072735,REPUBLICAN,0.3626235022072735
2008,5017,0.5842933947772657,0.4068740399385561,REPUBLICAN,0.4068740399385561
2012,5017,0.6074294886493924,0.382939692731025,DEMOCRAT,0.6074294886493924
2016,5017,0.5627394636015326,0.4109195402298851,DEMOCRAT,0.5627394636015326
2020,5017,0.1377041189373629,0.10675115768949549,REPUBLICAN,0.10675115768949549
2024,5017,0.10292263610315186,0.09501432664756447,DEMOCRAT,0.10292263610315186
2000,5019,0.5403431486204499,0.43774634824947833,DEMOCRAT,0.5403431486204499
2004,5019,0.5424964631624769,0.4491239525519643,REPUBLICAN,0.4491239525519643
2008,5019,0.46921046844073017,0.5067077193754124,REPUBLICAN,0.5067077193754124
2012,5019,0.45320489951242715,0.5164704483291711,DEMOCRAT,0.45320489951242715
2016,5019,0.4245836265540699,0.5165376495425756,DEMOCRAT,0.4245836265540699
2020,5019,0.10238237045860632,0.13746277546158428,REPUBLICAN,0.13746277546158428
2024,5019,0.07728875538722738,0.11821862348178137,DEMOCRAT,0.07728875538722738
2000,5021,0.5977966101694915,0.3820338983050847,DEMOCRAT,0.5977966101694915
2004,5021,0.5354330708661418,0.4525918635170604,REPUBLICAN,0.4525918635170604
2008,5021,0.40718562874251496,0.5501723825077118,REPUBLICAN,0.5501723825077118
2012,5021,0.3401174168297456,0.6311154598825832,DEMOCRAT,0.3401174168297456
2016,5021,0.23057692307692307,0.7271153846153846,DEMOCRAT,0.23057692307692307
2020,5021,0.046401697858383176,0.1970866293652325,REPUBLICAN,0.1970866293652325
2024,5021,0.03652103885645259,0.15977451177773302,DEMOCRAT,0.03652103885645259
2000,5023,0.40364455765651025,0.5613794454785931,DEMOCRAT,0.40364455765651025
2004,5023,0.3972961554710604,0.5915504858470638,REPUBLICAN,0.5915504858470638
2008,5023,0.26027518080790263,0.7022402540130535,REPUBLICAN,0.7022402540130535
2012,5023,0.22495063106379326,0.7463724564265476,DEMOCRAT,0.22495063106379326
2016,5023,0.17385188249896566,0.7826230864708316,DEMOCRAT,0.17385188249896566
2020,5023,0.039195583596214514,0.20362776025236592,REPUBLICAN,0.20362776025236592
2024,5023,0.030473349556480102,0.16633958709474841,DEMOCRAT,0.030473349556480102
2000,5025,0.44451430367808864,0.5275070732474064,DEMOCRAT,0.44451430367808864
2004,5025,0.4147597254004577,0.5746567505720824,REPUBLICAN,0.5746567505720824
2008,5025,0.2599144079885877,0.6992867332382311,REPUBLICAN,0.6992867332382311
2012,5025,0.25872627066748316,0.7082057562767912,DEMOCRAT,0.25872627066748316
2016,5025,0.21556350626118068,0.7340488968395945,DEMOCRAT,0.21556350626118068
2020,5025,0.045208333333333336,0.19909722222222223,REPUBLICAN,0.19909722222222223
2024,5025,0.03106105512744517,0.16621221102548903,DEMOCRAT,0.03106105512744517
2000,5027,0.430106371548297,0.5391640700547975,DEMOCRAT,0.430106371548297
2004,5027,0.41457261075789686,0.5781612675345645,REPUBLICAN,0.5781612675345645
2008,5027,0.3718351119481063,0.6132035990793053,REPUBLICAN,0.6132035990793053
2012,5027,0.37620306716023266,0.612374405076679,DEMOCRAT,0.37620306716023266
2016,5027,0.3533250815798357,0.6139304602227973,DEMOCRAT,0.3533250815798357
2020,5027,0.08165041782729805,0.15958681522748375,REPUBLICAN,0.15958681522748375
2024,5027,0.06211586901763224,0.1351889168765743,DEMOCRAT,0.06211586901763224
2000,5029,0.4832734310201825,0.4900470002764722,DEMOCRAT,0.4832734310201825
2004,5029,0.4924268701583998,0.4963579604578564,REPUBLICAN,0.4963579604578564
2008,5029,0.3869501105922831,0.5764315556647825,REPUBLICAN,0.5764315556647825
2012,5029,0.388745148771022,0.5839586028460544,DEMOCRAT,0.388745148771022
2016,5029,0.33505739876371893,0.6117068247760817,DEMOCRAT,0.33505739876371893
2020,5029,0.07527345998848589,0.16390328151986183,REPUBLICAN,0.16390328151986183
2024,5029,0.057346914881161455,0.13799320922608593,DEMOCRAT,0.057346914881161455
2000,5031,0.4919505505425925,0.48328497038597606,DEMOCRAT,0.4919505505425925
2004,5031,0.4585416596758498,0.5307875574645146,REPUBLICAN,0.5307875574645146
2008,5031,0.3646990441746319,0.6096938775510204,REPUBLICAN,0.6096938775510204
2012,5031,0.3320820189274448,0.6419558359621451,DEMOCRAT,0.3320820189274448
2016,5031,0.29623590925702076,0.6435217721305484,DEMOCRAT,0.29623590925702076
2020,5031,0.07738698034327854,0.16591363506530601,REPUBLICAN,0.16591363506530601
2024,5031,0.06020084850437678,0.13507330433381665,DEMOCRAT,0.06020084850437678
2000,5033,0.3567659574468085,0.6129929078014185,DEMOCRAT,0.3567659574468085
2004,5033,0.33155237488358413,0.6563893926768296,REPUBLICAN,0.6563893926768296
2008,5033,0.25511396843950906,0.7153711279953243,REPUBLICAN,0.7153711279953243
2012,5033,0.23704531105822932,0.7355155164877859,DEMOCRAT,0.23704531105822932
2016,5033,0.1999109131403118,0.7432516703786192,DEMOCRAT,0.1999109131403118
2020,5033,0.05146112656178656,0.19309078078950645,REPUBLICAN,0.19309078078950645
2024,5033,0.0398841990433834,0.15620542082738945,DEMOCRAT,0.0398841990433834
2000,5035,0.5458667069669034,0.4425721626114553,DEMOCRAT,0.5458667069669034
2004,5035,0.5409803921568628,0.45294117647058824,REPUBLICAN,0.45294117647058824
2008,5035,0.5658723637359627,0.419063270336894,REPUBLICAN,0.419063270336894
2012,5035,0.5675400813591769,0.4186408231634362,DEMOCRAT,0.5675400813591769
2016,5035,0.5272066198595787,0.43655967903711135,DEMOCRAT,0.5272066198595787
2020,5035,0.1300482678560518,0.11200892038858679,REPUBLICAN,0.11200892038858679
2024,5035,0.10029289557932021,0.09574279681220625,DEMOCRAT,0.10029289557932021
2000,5037,0.49814963797264683,0.48801287208366856,DEMOCRAT,0.49814963797264683
2004,5037,0.4431721798134012,0.546225614927905,REPUBLICAN,0.546225614927905
2008,5037,0.36185133239831696,0.6161290322580645,REPUBLICAN,0.6161290322580645
2012,5037,0.3411165993114803,0.6389762011674899,DEMOCRAT,0.3411165993114803
2016,5037,0.29080593540878674,0.6668606342740763,DEMOCRAT,0.29080593540878674
2020,5037,0.06381446269086719,0.17811869778161912,REPUBLICAN,0.17811869778161912
2024,5037,0.05026017753290481,0.14548515457606367,DEMOCRAT,0.05026017753290481
2000,5039,0.5142857142857142,0.4724812030075188,DEMOCRAT,0.5142857142857142
2004,5039,0.4927579071829737,0.5022169671888856,REPUBLICAN,0.5022169671888856
2008,5039,0.44333936106088007,0.5295358649789029,REPUBLICAN,0.5295358649789029
2012,5039,0.4335278858625162,0.5398832684824902,DEMOCRAT,0.4335278858625162
2016,5039,0.4204258390472754,0.5445687477444966,DEMOCRAT,0.4204258390472754
2020,5039,0.09088335220838052,0.14845224613061533,REPUBLICAN,0.14845224613061533
2024,5039,0.06867469879518072,0.12753872633390706,DEMOCRAT,0.06867469879518072
2000,5041,0.617575083426029,0.35661846496106786,DEMOCRAT,0.617575083426029
2004,5041,0.613514095115128,0.3720680008607704,REPUBLICAN,0.3720680008607704
2008,5041,0.5491663103890552,0.4273193672509619,REPUBLICAN,0.4273193672509619
2012,5041,0.5527149321266969,0.4289592760180995,DEMOCRAT,0.5527149321266969
2016,5041,0.5233732675593141,0.4507869391590322,DEMOCRAT,0.5233732675593141
2020,5041,0.12103746397694524,0.11533381364073007,REPUBLICAN,0.11533381364073007
2024,5041,0.09346647646219686,0.10299572039942939,DEMOCRAT,0.09346647646219686
2000,5043,0.5167173252279635,0.46538331644714626,DEMOCRAT,0.5167173252279635
2004,5043,0.4723955832933269,0.5220035205632901,REPUBLICAN,0.5220035205632901
2008,5043,0.3930408472012103,0.583963691376702,REPUBLICAN,0.583963691376702
2012,5043,0.3965023368008443,0.586009347203377,DEMOCRAT,0.3965023368008443
2016,5043,0.35860500379075055,0.6016679302501895,DEMOCRAT,0.35860500379075055
2020,5043,0.08779675738274464,0.15738998262883613,REPUBLICAN,0.15738998262883613
2024,5043,0.06441476826394343,0.13206598586017282,DEMOCRAT,0.06441476826394343
2000,5045,0.4090224534501643,0.5495276560788609,DEMOCRAT,0.4090224534501643
2004,5045,0.396281960420869,0.5864362427083901,REPUBLICAN,0.5864362427083901
2008,5045,0.36317054809490273,0.6158964520750868,REPUBLICAN,0.6158964520750868
2012,5045,0.3285335262904004,0.644524843222383,DEMOCRAT,0.3285335262904004
2016,5045,0.3078039851032045,0.617459549308814,DEMOCRAT,0.3078039851032045
2020,5045,0.08427188211949732,0.15810336591460278,REPUBLICAN,0.15810336591460278
2024,5045,0.06518681722206922,0.12983383824474434,DEMOCRAT,0.06518681722206922
2000,5047,0.43550488599348536,0.53371335504886,DEMOCRAT,0.43550488599348536
2004,5047,0.4126766360268898,0.5736040609137056,REPUBLICAN,0.5736040609137056
2008,5047,0.28864864864864864,0.6812355212355212,REPUBLICAN,0.6812355212355212
2012,5047,0.26391437308868504,0.7081039755351682,DEMOCRAT,0.26391437308868504
2016,5047,0.20324963072378138,0.7443131462333825,DEMOCRAT,0.20324963072378138
2020,5047,0.04558844157665872,0.19908121756207042,REPUBLICAN,0.19908121756207042
2024,5047,0.03534643523167408,0.16014918949935447,DEMOCRAT,0.03534643523167408
2000,5049,0.4810126582278481,0.495618305744888,DEMOCRAT,0.4810126582278481
2004,5049,0.4783047426841574,0.5089808274470232,REPUBLICAN,0.5089808274470232
2008,5049,0.3890076988879384,0.5778443113772455,REPUBLICAN,0.5778443113772455
2012,5049,0.32109685979655017,0.6521450685537373,DEMOCRAT,0.32109685979655017
2016,5049,0.2235959765297569,0.7273679798826488,DEMOCRAT,0.2235959765297569
2020,5049,0.05054698183238914,0.19344598554405157,REPUBLICAN,0.19344598554405157
2024,5049,0.035930993456276025,0.1602220900257783,DEMOCRAT,0.035930993456276025
2000,5051,0.4407958814526228,0.5314595797968554,DEMOCRAT,0.4407958814526228
2004,5051,0.44927030930915973,0.541266125417144,REPUBLICAN,0.541266125417144
2008,5051,0.36366339577757956,0.613577620714106,REPUBLICAN,0.613577620714106
2012,5051,0.3389314476527205,0.6387252013356904,DEMOCRAT,0.3389314476527205
2016,5051,0.3017032226442838,0.6393089082220316,DEMOCRAT,0.3017032226442838
2020,5051,0.07944184257562388,0.16442114074979072,REPUBLICAN,0.16442114074979072
2024,5051,0.061497389373213314,0.13399957473952795,DEMOCRAT,0.061497389373213314
2000,5053,0.4215865624480293,0.5463163146515883,DEMOCRAT,0.4215865624480293
2004,5053,0.372821270310192,0.6211225997045791,REPUBLICAN,0.6211225997045791
2008,5053,0.22994258795819225,0.7394376564110113,REPUBLICAN,0.7394376564110113
