county_fips,year,state,county_name,dem_votes,rep_votes,seat_status,total_votes,two_party_total,dem_vote_pct,rep_vote_pct,incumbent_party,incumbent_vote_pct
01039,2018,AL,COVINGTON,2168,9852,Republican Open Seat,12042,12020,0.18036605657237936,0.8196339434276206,REPUBLICAN,0.8196339434276206
01041,2002,AL,CRENSHAW,1931,2386,Democratic Incumbent,4409,4317,0.4473013666898309,0.5526986333101691,DEMOCRAT,0.4473013666898309
01041,2006,AL,CRENSHAW,1775,2511,Republican Incumbent,4300,4286,0.41413905739617357,0.5858609426038264,REPUBLICAN,0.5858609426038264
01041,2010,AL,CRENSHAW,2632,2880,Republican Open Seat,5529,5512,0.47750362844702465,0.5224963715529753,REPUBLICAN,0.5224963715529753
01041,2014,AL,CRENSHAW,1767,2956,Republican Incumbent,4729,4723,0.3741266144399746,0.6258733855600254,REPUBLICAN,0.6258733855600254
01041,2018,AL,CRENSHAW,1522,3873,Republican Open Seat,5401,5395,0.2821130676552363,0.7178869323447636,REPUBLICAN,0.7178869323447636
01043,2002,AL,CULLMAN,10974,14049,Democratic Incumbent,25859,25023,0.43855652799424527,0.5614434720057547,DEMOCRAT,0.43855652799424527
01043,2006,AL,CULLMAN,9531,15081,Republican Incumbent,25539,24612,0.3872501218917601,0.6127498781082399,REPUBLICAN,0.6127498781082399
01043,2010,AL,CULLMAN,8803,21115,Republican Open Seat,30004,29918,0.29423758272611805,0.7057624172738819,REPUBLICAN,0.7057624172738819
01043,2014,AL,CULLMAN,3698,16606,Republican Incumbent,20337,20304,0.18213159968479117,0.8178684003152088,REPUBLICAN,0.8178684003152088
01043,2018,AL,CULLMAN,4309,24361,Republican Open Seat,28713,28670,0.15029647715381933,0.8497035228461807,REPUBLICAN,0.8497035228461807
01045,2002,AL,DALE,5106,6717,Democratic Incumbent,12006,11823,0.4318700837350926,0.5681299162649074,DEMOCRAT,0.4318700837350926
01045,2006,AL,DALE,4098,8287,Republican Incumbent,12449,12385,0.33088413403310457,0.6691158659668954,REPUBLICAN,0.6691158659668954
01045,2010,AL,DALE,6093,7905,Republican Open Seat,14033,13998,0.4352764680668667,0.5647235319331333,REPUBLICAN,0.5647235319331333
01045,2014,AL,DALE,2794,8171,Republican Incumbent,10970,10965,0.2548107615139079,0.7451892384860921,REPUBLICAN,0.7451892384860921
01045,2018,AL,DALE,3731,10528,Republican Open Seat,14306,14259,0.2616593028964163,0.7383406971035837,REPUBLICAN,0.7383406971035837
01047,2002,AL,DALLAS,10285,5663,Democratic Incumbent,16082,15948,0.6449084524705292,0.35509154752947075,DEMOCRAT,0.6449084524705292
01047,2006,AL,DALLAS,8698,5409,Republican Incumbent,14148,14107,0.6165733323881761,0.3834266676118239,REPUBLICAN,0.3834266676118239
01047,2010,AL,DALLAS,11118,4567,Republican Open Seat,15710,15685,0.7088300924450112,0.29116990755498884,REPUBLICAN,0.29116990755498884
01047,2014,AL,DALLAS,8456,4116,Republican Incumbent,12590,12572,0.6726057906458798,0.3273942093541203,REPUBLICAN,0.3273942093541203
01047,2018,AL,DALLAS,10295,4917,Republican Open Seat,15220,15212,0.6767683407835919,0.3232316592164081,REPUBLICAN,0.3232316592164081
01049,2002,AL,DEKALB,8547,9502,Democratic Incumbent,18390,18049,0.4735442406781539,0.5264557593218461,DEMOCRAT,0.4735442406781539
01049,2006,AL,DEKALB,6878,10532,Republican Incumbent,17663,17410,0.39506031016657095,0.604939689833429,REPUBLICAN,0.604939689833429
01049,2010,AL,DEKALB,9125,11289,Republican Open Seat,20414,20414,0.4469971588125796,0.5530028411874204,REPUBLICAN,0.5530028411874204
01049,2014,AL,DEKALB,3682,12593,Republican Incumbent,16301,16275,0.22623655913978494,0.7737634408602151,REPUBLICAN,0.7737634408602151
01049,2018,AL,DEKALB,4087,17316,Republican Open Seat,21490,21403,0.1909545390833061,0.8090454609166939,REPUBLICAN,0.8090454609166939
01051,2002,AL,ELMORE,6830,13834,Democratic Incumbent,21220,20664,0.3305265195509098,0.6694734804490902,DEMOCRAT,0.3305265195509098
01051,2006,AL,ELMORE,6146,14594,Republican Incumbent,20877,20740,0.29633558341369337,0.7036644165863066,REPUBLICAN,0.7036644165863066
01051,2010,AL,ELMORE,8724,17439,Republican Open Seat,26327,26163,0.33344799908267403,0.666552000917326,REPUBLICAN,0.666552000917326
01051,2014,AL,ELMORE,5561,15215,Republican Incumbent,20815,20776,0.2676646130150173,0.7323353869849827,REPUBLICAN,0.7323353869849827
01051,2018,AL,ELMORE,7722,21752,Republican Open Seat,29505,29474,0.2619936214969125,0.7380063785030875,REPUBLICAN,0.7380063785030875
01053,2002,AL,ESCAMBIA,3972,4776,Democratic Incumbent,8869,8748,0.4540466392318244,0.5459533607681756,DEMOCRAT,0.4540466392318244
01053,2006,AL,ESCAMBIA,3547,5202,Republican Incumbent,8786,8749,0.4054177620299463,0.5945822379700537,REPUBLICAN,0.5945822379700537
01053,2010,AL,ESCAMBIA,4091,6487,Republican Open Seat,10654,10578,0.3867460767630932,0.6132539232369068,REPUBLICAN,0.6132539232369068
01053,2014,AL,ESCAMBIA,3032,6013,Republican Incumbent,9054,9045,0.3352128247650636,0.6647871752349365,REPUBLICAN,0.6647871752349365
01053,2018,AL,ESCAMBIA,4035,8098,Republican Open Seat,12152,12133,0.3325640814308085,0.6674359185691915,REPUBLICAN,0.6674359185691915
01055,2002,AL,ETOWAH,17942,13371,Democratic Incumbent,31954,31313,0.5729888544693897,0.4270111455306103,DEMOCRAT,0.5729888544693897
01055,2006,AL,ETOWAH,13984,14923,Republican Incumbent,29329,28907,0.4837582592451655,0.5162417407548344,REPUBLICAN,0.5162417407548344
01055,2010,AL,ETOWAH,12710,19312,Republican Open Seat,32112,32022,0.3969146211979264,0.6030853788020736,REPUBLICAN,0.6030853788020736
01055,2014,AL,ETOWAH,8909,17539,Republican Incumbent,26471,26448,0.33684966727162735,0.6631503327283726,REPUBLICAN,0.6631503327283726
01055,2018,AL,ETOWAH,10513,24041,Republican Open Seat,34646,34554,0.30424842275858077,0.6957515772414192,REPUBLICAN,0.6957515772414192
01057,2002,AL,FAYETTE,3858,3368,Democratic Incumbent,7380,7226,0.5339053418212012,0.4660946581787988,DEMOCRAT,0.5339053418212012
01057,2006,AL,FAYETTE,2812,3127,Republican Incumbent,6035,5939,0.473480383903014,0.526519616096986,REPUBLICAN,0.526519616096986
01057,2010,AL,FAYETTE,1885,4200,Republican Open Seat,6102,6085,0.30977814297452755,0.6902218570254725,REPUBLICAN,0.6902218570254725
01057,2014,AL,FAYETTE,1966,4849,Republican Incumbent,6824,6815,0.288481291269259,0.711518708730741,REPUBLICAN,0.711518708730741
01057,2018,AL,FAYETTE,2025,5455,Republican Open Seat,7489,7480,0.27072192513368987,0.7292780748663101,REPUBLICAN,0.7292780748663101
01059,2002,AL,FRANKLIN,4688,3708,Democratic Incumbent,8545,8396,0.5583611243449261,0.44163887565507387,DEMOCRAT,0.5583611243449261
01059,2006,AL,FRANKLIN,4122,3385,Republican Incumbent,7621,7507,0.5490875183162381,0.4509124816837618,REPUBLICAN,0.4509124816837618
01059,2010,AL,FRANKLIN,3947,4751,Republican Open Seat,8714,8698,0.4537824787307427,0.5462175212692573,REPUBLICAN,0.5462175212692573
01059,2014,AL,FRANKLIN,2617,4950,Republican Incumbent,7579,7567,0.3458437954275142,0.6541562045724858,REPUBLICAN,0.6541562045724858
01059,2018,AL,FRANKLIN,2336,6465,Republican Open Seat,8823,8801,0.26542438359277354,0.7345756164072265,REPUBLICAN,0.7345756164072265
01061,2002,AL,GENEVA,2958,4751,Democratic Incumbent,7857,7709,0.38370735503956416,0.6162926449604359,DEMOCRAT,0.38370735503956416
01061,2006,AL,GENEVA,2335,4911,Republican Incumbent,7274,7246,0.32224675683135523,0.6777532431686447,REPUBLICAN,0.6777532431686447
01061,2010,AL,GENEVA,4079,5605,Republican Open Seat,9708,9684,0.42121024370095,0.5787897562990499,REPUBLICAN,0.5787897562990499
01061,2014,AL,GENEVA,1219,6119,Republican Incumbent,7343,7338,0.16612155900790407,0.833878440992096,REPUBLICAN,0.833878440992096
01061,2018,AL,GENEVA,1220,7784,Republican Open Seat,9019,9004,0.135495335406486,0.8645046645935139,REPUBLICAN,0.8645046645935139
01063,2002,AL,GREENE,3576,666,Democratic Incumbent,4266,4242,0.842998585572843,0.157001414427157,DEMOCRAT,0.842998585572843
01063,2006,AL,GREENE,3260,973,Republican Incumbent,4245,4233,0.7701393810536262,0.22986061894637372,REPUBLICAN,0.22986061894637372
01063,2010,AL,GREENE,3668,665,Republican Open Seat,4334,4333,0.8465266558966075,0.15347334410339256,REPUBLICAN,0.15347334410339256
01063,2014,AL,GREENE,2857,538,Republican Incumbent,3395,3395,0.8415316642120766,0.1584683357879234,REPUBLICAN,0.1584683357879234
01063,2018,AL,GREENE,3506,661,Republican Open Seat,4168,4167,0.8413726901847852,0.15862730981521478,REPUBLICAN,0.15862730981521478
01065,2002,AL,HALE,4407,1945,Democratic Incumbent,6391,6352,0.6937972292191436,0.30620277078085645,DEMOCRAT,0.6937972292191436
01065,2006,AL,HALE,3335,1951,Republican Incumbent,5303,5286,0.6309118426031025,0.3690881573968975,REPUBLICAN,0.3690881573968975
01065,2010,AL,HALE,4116,2402,Republican Open Seat,6523,6518,0.6314820497084995,0.3685179502915005,REPUBLICAN,0.3685179502915005
01065,2014,AL,HALE,3168,2002,Republican Incumbent,5172,5170,0.6127659574468085,0.3872340425531915,REPUBLICAN,0.3872340425531915
01065,2018,AL,HALE,4206,2361,Republican Open Seat,6572,6567,0.6404751027866605,0.3595248972133394,REPUBLICAN,0.3595248972133394
01067,2002,AL,HENRY,2684,2750,Democratic Incumbent,5499,5434,0.4939271255060729,0.5060728744939271,DEMOCRAT,0.4939271255060729
01067,2006,AL,HENRY,2706,3075,Republican Incumbent,5796,5781,0.46808510638297873,0.5319148936170213,REPUBLICAN,0.5319148936170213
01067,2010,AL,HENRY,3522,3286,Republican Open Seat,6824,6808,0.5173325499412456,0.4826674500587544,REPUBLICAN,0.4826674500587544
01067,2014,AL,HENRY,1780,3333,Republican Incumbent,5116,5113,0.3481322120086055,0.6518677879913944,REPUBLICAN,0.6518677879913944
01067,2018,AL,HENRY,2045,4655,Republican Open Seat,6714,6700,0.30522388059701494,0.6947761194029851,REPUBLICAN,0.6947761194029851
01069,2002,AL,HOUSTON,9018,16183,Democratic Incumbent,25492,25201,0.35784294274036743,0.6421570572596326,DEMOCRAT,0.35784294274036743
01069,2006,AL,HOUSTON,9705,16253,Republican Incumbent,26109,25958,0.3738731797519069,0.6261268202480931,REPUBLICAN,0.6261268202480931
