year,state,gas_price
2008,IN,3.1013335485954148
2008,KS,3.1062079431708103
2008,KY,3.1707936712948017
2008,LA,3.1793238618017434
2008,MA,3.2231934129803035
2008,MD,3.1866354536648367
2008,ME,3.3182441072005164
2008,MI,3.1159567323216018
2008,MN,3.113519535033904
2008,MO,3.0318734258960283
2008,MS,3.102552147239264
2008,MT,3.2707187600904097
2008,NC,3.2353793994187927
2008,ND,3.2012586373910237
2008,NE,3.1049893445269614
2008,NH,3.2049144333225708
2008,NJ,3.120831126896997
2008,NM,3.2012586373910237
2008,NV,3.2597513722957703
2008,NY,3.264625766871166
2008,OH,3.1659192767194058
2008,OK,3.0416222150468197
2008,OR,3.365769454310623
2008,PA,3.2475653858572806
2008,RI,3.2219748143364546
2008,SC,3.119612528253149
2008,SD,3.1452030997739753
2008,TN,3.1439845011301264
2008,TX,3.1037707458831125
2008,UT,3.2146632224733613
2008,VA,3.1281427187600905
2008,VT,3.3206813044882146
2008,WA,3.4169505973522765
2008,WI,3.2451281885695833
2008,WV,3.3401788827897962
2008,WY,3.1659192767194058
2010,AK,4.089718048024787
2010,AL,3.1747203718048027
2010,AR,3.2112618125484116
2010,AZ,3.2887296669248642
2010,CA,3.6190642912470956
2010,CO,3.2141851278079008
2010,CT,3.459743609604958
2010,DC,3.4743601859024014
2010,DE,3.3033462432223084
2010,FL,3.1864136328427577
2010,GA,3.0724043377226953
2010,HI,4.089718048024787
2010,IA,3.241956622773044
2010,ID,3.4641285824941903
2010,IL,3.2989612703330757
2010,IN,3.187875290472502
2010,KS,3.2200317583268787
2010,KY,3.2960379550735865
2010,LA,3.190798605731991
2010,MA,3.336964368706429
2010,MD,3.3194244771494965
2010,ME,3.439280402788536
2010,MI,3.2214934159566226
2010,MN,3.3603508907823394
2010,MO,3.146948876839659
2010,MS,3.184951975213013
2010,MT,3.448050348567002
2010,NC,3.31065453137103
2010,ND,3.442203718048025
2010,NE,3.331117738187452
2010,NH,3.3398876839659177
2010,NJ,3.199568551510457
2010,NM,3.3135778466305195
2010,NV,3.4246638264910922
2010,NY,3.358889233152595
2010,OH,3.3135778466305195
2010,OK,3.154257164988381
2010,OR,3.512363284275755
2010,PA,3.392507358636716
2010,RI,3.4305104570100693
2010,SC,3.1147924089852825
2010,SD,3.354504260263362
2010,TN,3.199568551510457
2010,TX,3.1732587141750583
2010,UT,3.4465886909372574
2010,VA,3.2141851278079008
2010,VT,3.4568202943454684
2010,WA,3.6205259488768395
2010,WI,3.405662277304415
2010,WV,3.469975213013168
2010,WY,3.2288017041053445
2012,AK,4.3004112090680096
2012,AL,3.3260157430730475
2012,AR,3.365229219143577
2012,AZ,3.4591039042821157
2012,CA,3.8310377833753146
2012,CO,3.404442695214105
2012,CT,3.7217153652392945
2012,DC,3.7217153652392945
2012,DE,3.538719143576826
2012,FL,3.330768891687657
2012,GA,3.246400503778337
2012,HI,4.301599496221662
2012,IA,3.4222670025188915
2012,ID,3.5565434508816116
2012,IL,3.4828696473551632
2012,IN,3.365229219143577
2012,KS,3.3996895465994954
2012,KY,3.4804930730478585
2012,LA,3.3438400503778336
2012,MA,3.6016983627204024
2012,MD,3.5553551637279597
2012,ME,3.699137909319899
2012,MI,3.4008778337531487
2012,MN,3.497129093198992
2012,MO,3.321262594458438
2012,MS,3.3378986146095717
2012,MT,3.5410957178841307
2012,NC,3.497129093198992
2012,ND,3.6337821158690167
2012,NE,3.5161416876574303
2012,NH,3.5910037783375306
2012,NJ,3.427020151133501
2012,NM,3.472175062972292
2012,NV,3.6016983627204024
2012,NY,3.5886272040302263
2012,OH,3.522083123425692
2012,OK,3.329580604534004
2012,OR,3.693196473551637
2012,PA,3.6337821158690167
2012,RI,3.68963161209068
2012,SC,3.290367128463476
2012,SD,3.5410957178841307
2012,TN,3.378300377833753
2012,TX,3.3450283375314855
2012,UT,3.539907430730478
2012,VA,3.3961246851385387
2012,VT,3.716962216624685
2012,WA,3.7407279596977325
2012,WI,3.595756926952141
2012,WV,3.6658658690176322
2012,WY,3.3153211586901756
2014,AK,4.117535471331389
2014,AL,3.165172011661807
2014,AR,3.2030709426627793
2014,AZ,3.3118775510204084
2014,CA,3.6664159378036927
2014,CO,3.36444703595724
2014,CT,3.5906180758017494
2014,DC,3.5967308066083583
2014,DE,3.420684159378037
2014,FL,3.2324120505344998
2014,GA,3.1407210884353747
2014,HI,4.118758017492711
2014,IA,3.2837589893100096
2014,ID,3.4989271137026243
2014,IL,3.3412186588921284
2014,IN,3.2287444120505344
2014,KS,3.26175315840622
2014,KY,3.338773566569485
2014,LA,3.1822876579203117
2014,MA,3.472031098153547
2014,MD,3.4365772594752184
2014,ME,3.5686122448979596
2014,MI,3.262975704567541
2014,MN,3.331438289601555
2014,MO,3.1871778425655974
2014,MS,3.1761749271137028
2014,MT,3.483034013605442
2014,NC,3.3840077745383867
2014,ND,3.486701652089407
2014,NE,3.3742274052478134
2014,NH,3.4646958211856167
2014,NJ,3.3118775510204084
2014,NM,3.304542274052478
2014,NV,3.4488027210884353
2014,NY,3.468363459669582
2014,OH,3.3925655976676388
2014,OK,3.1945131195335277
2014,OR,3.5368260447035955
2014,PA,3.5123751214771626
2014,RI,3.5600544217687076
2014,SC,3.1847327502429543
2014,SD,3.3974557823129254
2014,TN,3.2409698736637513
2014,TX,3.1859552964042757
2014,UT,3.4818114674441207
2014,VA,3.2862040816326523
2014,VT,3.5857278911564623
2014,WA,3.574724975704567
2014,WI,3.4500252672497567
2014,WV,3.5478289601554907
2014,WY,3.26175315840622
2016,AK,4.127223080417991
2016,AL,2.796635165833712
2016,AR,2.829213993639255
2016,AZ,3.319611085870059
2016,CA,3.774
2016,CO,2.981820081781009
2016,CT,3.203013175829169
2016,DC,3.304179009541117
2016,DE,3.141284870513403
2016,FL,2.938953203089505
2016,GA,2.860078146297137
2016,HI,4.127223080417991
2016,IA,2.9406678782371647
2016,ID,3.2012985006815087
2016,IL,2.992108132666969
2016,IN,2.89094229895502
2016,KS,2.9200917764652434
2016,KY,2.988678782371649
2016,LA,2.8103525670149936
2016,MA,3.1104207178555208
2016,MD,3.156716946842345
2016,ME,3.1841517492049074
2016,MI,2.921806451612903
2016,MN,2.964673330304407
2016,MO,2.853219445706497
2016,MS,2.805208541572013
2016,MT,3.1858664243525663
2016,NC,3.0812712403452975
2016,ND,3.1207087687414807
2016,NE,3.0212576101771917
2016,NH,3.0915592912312593
2016,NJ,3.0418337119491135
2016,NM,2.9183771013175828
2016,NV,3.4567850976828716
2016,NY,3.10870604270786
2016,OH,3.0795565651976378
2016,OK,2.860078146297137
2016,OR,3.5442335302135395
2016,PA,3.22530395274875
2016,RI,3.1772930486142665
2016,SC,2.8995156746933213
2016,SD,3.0418337119491135
2016,TN,2.901230349840982
2016,TX,2.7949204906860516
2016,UT,3.1841517492049074
2016,VA,2.992108132666969
2016,VT,3.1995838255338485
2016,WA,3.5236574284416178
2016,WI,3.0881299409359384
2016,WV,3.2304479781917306
2016,WY,2.9835347569286683
2018,AK,4.50388427184466
2018,AL,2.9898873786407765
2018,AR,3.0250625242718447
2018,AZ,3.6230399999999996
2018,CA,4.116957669902913
2018,CO,3.272754174757281
2018,CT,3.4325079611650486
2018,DC,3.530705242718447
2018,DE,3.3577607766990294
2018,FL,3.0661001941747577
2018,GA,2.9605747572815533
2018,HI,4.505349902912621
2018,IA,3.127656699029126
2018,ID,3.546827184466019
2018,IL,3.1833506796116504
2018,IN,3.074893980582524
2018,KS,3.1071378640776697
2018,KY,3.1804194174757274
2018,LA,3.0060093203883502
2018,MA,3.3797452427184465
2018,MD,3.373882718446602
2018,ME,3.411989126213592
2018,MI,3.108603495145631
2018,MN,3.212663300970874
2018,MO,3.0353219417475725
2018,MS,3.0001467961165047
2018,MT,3.530705242718447
2018,NC,3.1892132038834955
2018,ND,3.32112
2018,NE,3.2141289320388347
2018,NH,3.3123262135922333
2018,NJ,3.252235339805825
2018,NM,3.121794174757282
2018,NV,3.772534368932038
2018,NY,3.2580978640776697
2018,OH,3.151106796116505
2018,OK,3.0426500970873787
2018,OR,3.8692660194174753
2018,PA,3.4471642718446605
2018,RI,3.4031953398058246
2018,SC,3.0016124271844657
2018,SD,3.2361133980582517
2018,TN,3.086619029126213
2018,TX,2.995749902912621
2018,UT,3.5292396116504854
2018,VA,3.096878446601941
2018,VT,3.428111067961165
2018,WA,3.8897848543689317
2018,WI,3.285944854368932
2018,WV,3.3431044660194167
2018,WY,3.3064636893203883
2022,AK,5.005949956859362
2022,AL,3.147713546160483
2022,AR,3.1846177739430543
2022,AZ,4.026902502157032
2022,CA,4.646676445211389
2022,CO,3.4353494391716994
2022,CT,3.6719706643658325
2022,DC,3.7349249352890412
2022,DE,3.550403796376186
2022,FL,3.2019844693701467
2022,GA,3.074990509059534
2022,HI,5.008120793787747
2022,IA,3.3702243313201037
2022,ID,3.7544624676445215
2022,IL,3.42883692838654
2022,IN,3.313782571182054
2022,KS,3.3474305435720444
2022,KY,3.426666091458153
2022,LA,3.163994823123382
2022,MA,3.637237273511648
2022,MD,3.5677704918032784
2022,ME,3.650262295081968
2022,MI,3.348515962036238
2022,MN,3.4331786022433133
2022,MO,3.2703658326143223
2022,MS,3.1585677308024156
2022,MT,3.738181190681622
2022,NC,3.31269715271786
2022,ND,3.577539257981018
2022,NE,3.4624849007765315
2022,NH,3.5438912855910263
2022,NJ,3.4386056945642793
2022,NM,3.2855616911130285
2022,NV,4.192971527178602
2022,NY,3.42558067299396
2022,OH,3.420153580672994
2022,OK,3.277963761863675
2022,OR,4.300427955133736
2022,PA,3.6459206212251942
2022,RI,3.6404935289042277
2022,SC,3.1173218291630715
2022,SD,3.487449525452977
2022,TN,3.3257221742881797
2022,TX,3.1216635030198447
2022,UT,3.7360103537532354
2022,VA,3.2171803278688524
2022,VT,3.6676289905090598
2022,WA,4.110479723899913
2022,WI,3.5395496117342535
2022,WV,3.473339085418464
2022,WY,3.499389128559103
2024,AK,3.63
2024,AL,2.853
2024,AR,2.805
2024,AZ,3.352
2024,CA,4.676
2024,CO,3.288
2024,CT,3.095
2024,DC,3.312
2024,DE,3.186
2024,FL,3.1
2024,GA,2.703
2024,HI,4.574
2024,IA,2.975
2024,ID,3.437
2024,IL,3.487
2024,IN,3.222
2024,KS,2.837
2024,KY,2.936
2024,LA,2.827
2024,MA,3.077
2024,MD,3.239
2024,ME,3.112
2024,MI,3.268
2024,MN,3.127
2024,MO,2.853
2024,MS,2.751
2024,MT,3.223
2024,NC,2.948
2024,ND,3.114
2024,NE,2.977
2024,NH,3.04
2024,NJ,2.99
2024,NM,2.985
2024,NV,3.905
2024,NY,3.239
2024,OH,3.146
2024,OK,2.795
2024,OR,3.674
2024,PA,3.379
2024,RI,3.005
2024,SC,2.893
2024,SD,3.069
2024,TN,2.854
2024,TX,2.771
2024,UT,3.452
2024,VA,3.13
2024,VT,3.181
2024,WA,4.069
2024,WI,3.039
2024,WV,3.105
2024,WY,3.225
