STCOFIPS10,state,YEAR,VOTER_TURNOUT_PCT,REG_VOTER_TURNOUT_PCT,PARTISAN_INDEX_DEM,percent_car,percent_pt,NAME,percent_white,percent_black,percent_asian,percent_native,labor_force_participation,percent_manufacturing,percent_edu_health_services,percent_unemployment,median_income_adj2024,percent_homeowner,median_home_value_adj2024,percent_family_households,percent_married,avg_household_size,percent_upper_edu,median_age,total_population,mean_commute_time,pop_density_sq_mile,gas_price
35013,NM,2014,0.301216870546,0.358954876661,0.5827478766441,0.914089001963935,0.00281199785752544,"Doña Ana County, New Mexico",0.884937943428368,0.0192394091989741,0.0121773151874801,0.0110213594413973,61.3,3.9,89861,6.3,52485.7583438952,38.8,61425.1584283904,65.8,2.9,2.76,0.305542917209244,32.7,213676,20.8,56.1141163229803,3.304542274052478
35013,NM,2016,0.514877617359,0.624546408653,0.5877133607864,0.9148117458767976,0.00371173339084439,"Doña Ana County, New Mexico",0.908177603906502,0.0168015050862017,0.0109286811355371,0.0120350875554954,58.2,2.4,87757,5.2,49135.3833333333,59.8,185161.875,69.5,1.9,2.75,0.261307497867959,33.5,214207,20.4,56.2535638780052,2.9183771013175828
35013,NM,2018,0.363560348749,0.521152436733,0.6568660736084,0.9167341261244828,0.00795831575586897,"Doña Ana County, New Mexico",0.88386002335396,0.019956602090823,0.00958064011916036,0.0121826757753239,55.3,3.3,88235,3.4,44165.2688172043,60.5,180859.418558343,65.6,2.8,2.64,0.286836949801485,33.6,217522,21.9,57.1241262977935,3.121794174757282
35043,NM,2010,0.459115356207,0.556700110435,0.5254506468773,0.9080530144781388,0.01563062738601166,"Sandoval County, New Mexico",0.739620645356306,0.0242575379732487,0.0127333182196025,0.136257840247865,61.1,1.3,57074,4.3,74924.8303530491,19.4,54892.5790921596,73.5,4.3,2.8,0.283454537032748,37.5,132330,28.8,35.6625603215004,3.3135778466305195
35043,NM,2012,0,0,0.5383502244949,0.9020775204819704,0.01446622474186497,"Sandoval County, New Mexico",0.747912794642594,0.0241983066348054,0.0132017582676933,0.118011918458861,60.5,1.4,57687,5.4,79109.899825784,16.7,54318.368902439,70.2,4.6,2.84,0.290615449820429,38.7,135588,29.9,36.5405820968155,3.472175062972292
35043,NM,2016,0.607189655304,0.652424812317,0.5164482593536,0.8885352452425623,0.01370276065398016,"Sandoval County, New Mexico",0.699869741242739,0.0209822214398873,0.0147861292026052,0.1269213166696,58.8,1,60148,5,74900.7958333333,84.5,236137.083333333,71.1,1.5,2.83,0.316932874531354,38.8,142025,30,38.2753353711259,2.9183771013175828
35045,NM,2014,0.338308393955,0.408989459276,0.3737294077873,0.9279417937596194,0.0054968118491275,"San Juan County, New Mexico",0.533093670477037,9.2903017328432e-4,0.00652744678272812,0.386767378923133,60.3,12.8,50525,5.7,64804.007182087,29.9,37587.2010984368,72.8,5.9,3.02,0.160185043973362,34.7,123785,23.5,22.4529239755687,3.304542274052478
35049,NM,2010,0.534741699696,0.601893424988,0.7483906149864,0.8589718337600946,0.00928773806457478,"Santa Fe County, New Mexico",0.840428474613778,0.00620997745598385,0.00906601385834613,0.0293694590819191,63.5,1.7,66852,6.6,67889.3168271435,31.2,60966.2792297111,55.6,3.3,2.29,0.379340059255243,43.1,144606,21.1,75.7323577382448,3.3135778466305195
35049,NM,2012,0.683931648731,0.704497277737,0.7725002765656,0.8845724325853571,0.00379695945442904,"Santa Fe County, New Mexico",0.854476515798463,0.00919555935098207,0.0101520068317677,0.027532023911187,63.5,1.4,68521,6.4,69474.912891986,32.5,57578.4298780488,56,2.5,2.3,0.394824699951765,44.1,146375,21.6,76.6588098967926,3.472175062972292
35049,NM,2014,0.455557614565,0.48514008522,0.7725002765656,0.8731959513580426,0.01366052574091604,"Santa Fe County, New Mexico",0.813416214465052,0.00826786533840879,0.0141532356037904,0.0347115358656624,60.8,1.7,69686,4.2,70166.5842839037,31.9,54838.8614279679,58.5,2.8,2.4,0.392528991145197,44.6,148164,21.3,77.5957363589983,3.304542274052478
35049,NM,2018,0.510521411896,0.65348225832,0.8396708369255,0.8633281394275162,0.00667993998153278,"Santa Fe County, New Mexico",0.832882390574186,0.0118689022764834,0.0114623873753799,0.0303486698299302,57.9,1.2,69945,2.4,75391.0732775787,71.2,370862.007168459,58.2,2.3,2.35,0.393648501702408,47.8,150056,23.6,78.5866054850426,3.121794174757282
36001,NY,2012,0.586045086384,0.672813534737,0.6630981564522,0.8572665775619869,0.05088513679386814,"Albany County, New York",0.777161938747115,0.130431651143376,0.0487338560508094,0.00171547363768804,63.6,0.4,149943,4.7,80455.0174216028,41.2,97501.8488675958,54.9,1.9,2.38,0.383178299870182,38,305455,19.4,584.254757158081,3.5886272040302263
36001,NY,2014,0.374554753304,0.446275651455,0.6630981564522,0.8428726792005574,0.061775106312314,"Albany County, New York",0.766110373785982,0.121185964935052,0.0608558235525082,5.2243721829763e-4,64.9,0.2,156103,3.8,80591.4554288129,42.4,95492.6700464723,55.3,1.1,2.33,0.387645810208175,38,308171,19.8,589.449747976504,3.468363459669582
36001,NY,2016,0.593287348747,0.759239971638,0.6858031749725,0.8282468579813914,0.05622426454310274,"Albany County, New York",0.747398379775034,0.124288480342954,0.0680306690065599,0.00255143340046496,65.6,0.1,160716,3.2,80923.4708333333,54.4,290257.291666667,55.2,1.8,2.33,0.426452422453653,37.9,308846,19.9,590.740844737342,3.10870604270786
36001,NY,2018,0.462808489799,0.586319684982,0.70177090168,0.8435537922268017,0.06148967040304046,"Albany County, New York",0.745526949012917,0.129100635914,0.0699928691671252,9.1821683592897e-4,64.7,0.2,158461,3.2,80704.131819992,56.3,280933.293508562,57.1,2.2,2.28,0.419963792448974,37.9,307117,21.2,587.433724293655,3.2580978640776697
36001,NY,2022,0.389084428549,0.463523209095,0.669352889061,0.7574397489647368,0.0330512616065228,"Albany County, New York",0.694317170712863,0.127753624794576,0.078641972572203,0.00106392747561041,63.2,0.3,159035,3.6,82787.5316023232,54.7,293762.555517595,38.6,1.1,41592,0.438011321961219,38.9,315811,22.4,604.063050573246,3.42558067299396
36005,NY,2010,0.233288764954,0.261913180351,0.8638911247253,0.28372675799950353,0.5952729937706119,"Bronx County, New York",0.229164818697053,0.350331047980863,0.0341439880229934,0.00538994142026471,58.7,0.1,524948,9.2,46963.0261348006,81.2,127606.824850986,66.7,4.1,2.84,0.168784012097339,32.8,1386657,42.9,32888.5902514307,3.358889233152595
36005,NY,2012,0.478168040514,-1,0.9082216024399,0.2796364526801934,0.5992532397889937,"Bronx County, New York",0.21101930956433,0.331740828542684,0.0367014490160621,0.00532207575154085,59.2,0.2,541891,9.2,44462.8484320557,80.9,124808.283972125,65.5,3.2,2.87,0.181596125692924,33,1408473,42.8,33406.0199293721,3.5886272040302263
36005,NY,2014,0.166287332773,0.194909855723,0.9082216024399,0.2660460821576585,0.606302833787856,"Bronx County, New York",0.199842298382863,0.332355462782627,0.0382829714934162,0.0052567205712303,58.4,0,571566,7,44792.6658217153,81.8,118779.222644698,66.1,2.9,2.83,0.192523568498308,33.4,1438159,43.1,34110.1094700472,3.468363459669582
36005,NY,2016,0.473855376244,0.267043799162,0.9234802126884,0.27439813178618355,0.6009330923098516,"Bronx County, New York",0.214929382024016,0.340059214684143,0.035692303464952,0.00602931882504877,60.3,0.1,610064,6.1,49173.3854166667,19.3,495337.5,66.5,3.2,2.84,0.183535584240429,33.6,1455720,44.7,34526.6194890392,3.10870604270786
36005,NY,2018,0.283029586077,0.375691115856,0.9253997802734,0.2805777981708348,0.584037411293077,"Bronx County, New York",0.224762801194303,0.355630626227191,0.0380321087720964,0.0060867294355548204,59.8,0.2,599204,6.1,48179.4962166468,18.5,546210.473914775,63.7,3.2,2.74,0.207098527276055,34.4,1432132,45.2,33967.1616946093,3.2580978640776697
36005,NY,2022,0.187293350697,0.256477802992,0.8597174882889,0.27991642360848806,0.5267044627508352,"Bronx County, New York",0.134923395553159,0.326980186181198,0.0401059171880639,0.016968055271728,57.7,0.1,563384,5.5,48907.0601298258,21.2,526279.808677827,26.2,1.4,163527,0.218432171784094,35.8,1379946,43.3,32729.419433285,3.42558067299396
36007,NY,2010,0.402426868677,0.495985478163,0.5273311138153,0.8905912123303428,0.02532781228433402,"Broome County, New York",0.887148478069825,0.0417032835343932,0.0330750179755532,0.0024716385715427,59.5,0.7,88506,5.7,64130.02521779,33,77360.3668042183,62.6,2,2.35,0.239789631855748,40.1,200272,17.9,283.765434373992,3.358889233152595
36007,NY,2012,0.529318630695,0.629918158054,0.5380327105522,0.8792190751968147,0.03111709347570355,"Broome County, New York",0.877542158941735,0.0504544077552257,0.0365646773704938,0.00227708775118651,60.4,0.4,90370,5.5,61879.518728223,34,73896.5418118467,60.9,3.1,2.3,0.28003711952487,41,198060,19.7,280.631251158988,3.5886272040302263
36007,NY,2014,0.350537151098,0.425761133432,0.5380327105522,0.8829963192470763,0.03715696780505987,"Broome County, New York",0.865689717201506,0.0525313024134908,0.043151979488115,0.0031973812889855,57.4,0.7,87426,3.7,62150.6210392902,35.6,67464.0367553866,60,2.2,2.37,0.269494730741661,39.9,197349,20.8,279.623835125594,3.468363459669582
36007,NY,2016,0.572798073292,0.751143813133,0.5520232915878,0.8999180532297716,0.02431087516775335,"Broome County, New York",0.852754768755055,0.0647608711233068,0.0358667717857618,6.65526738816591e-5,57.4,0.5,86124,4.2,66127.55625,64.2,159346.666666667,60.1,1.9,2.4,0.296634253498625,39.6,195334,17.8,276.76878124755,3.10870604270786
36007,NY,2018,0.474181771278,0.587880849838,0.5726096630096,0.8782651379685145,0.04468052779823054,"Broome County, New York",0.850891426961426,0.0563970384902353,0.0487376016779802,0.00308360160493376,58.4,0.7,87171,3.7,64033.5025886101,64.1,149672.441258463,59.3,1.9,2.41,0.281217354969009,40.2,191659,19.7,271.561673058066,3.2580978640776697
36009,NY,2010,0.373505264521,0.446020156145,0.4267624020576,0.8581348018675925,0.01143301807733748,"Cattaraugus County, New York",0.932032058233307,0.0156925799897793,0.00782759351356741,0.031659375038951,60.2,3.6,34550,6.5,59955.4378725355,26.3,34184.030261348,63.1,3.3,2.39,0.189455002588183,41.5,80229,21.4,61.3206255517229,3.358889233152595
36013,NY,2010,0.387908488512,0.454748272896,0.4832724928856,0.8785109983079527,0.00801496126102057,"Chautauqua County, New York",0.927905734298943,0.0259631366496498,0.00602516917962721,0.00598806838418616,59.1,2.8,57902,6.1,58318.7689133425,28.6,56979.1517652453,60.8,1.7,2.32,0.221313199526177,41.1,134768,17.7,127.112467869352,3.358889233152595
36013,NY,2016,0.538517177105,0.710849881172,0.4795813262463,0.9066329656862744,0.00269990808823529,"Chautauqua County, New York",0.92667407956511,0.0292191746973066,0.00586854460093897,0.00251729676303435,55,2.5,53602,4.3,55304.825,68.1,114006.25,60.3,2.2,2.39,0.214667173150403,42.2,129504,18.6,122.147490791231,3.10870604270786
36013,NY,2018,0.443935573101,0.561583280563,0.5003876686096,0.8817149396953957,0.00153182498459371,"Chautauqua County, New York",0.908956612135471,0.0268409163742096,0.00559641704249681,0.00307959261835719,57.6,3.3,57791,2.9,56961.9494225408,69.6,108590.800477897,59.6,2.5,2.28,0.216599862701242,42.4,127939,17.6,120.671391033013,3.2580978640776697
36013,NY,2022,0.431691229343,0.52106398344,0.4334127008915,0.8506703055560678,0.01025281675856091,"Chautauqua County, New York",0.866520666206448,0.0275417172510652,0.00782372031390099,0.00345164131495632,56.9,2.4,56275,2.7,59587.3812777588,69.6,131623.676118893,46.2,0.5,19135,0.264921757531882,43.4,126027,19.2,118.868002702206,3.42558067299396
36027,NY,2010,0.408949136734,0.480858802795,0.5158484578133,0.863973132653879,0.03934667472881319,"Dutchess County, New York",0.799275481640046,0.101274628079455,0.0368677686783589,0.00294713637142656,65.5,0.7,141561,6.6,100381.882164145,29.5,108782.968821641,69.2,1.8,2.62,0.329458847218726,39.6,297577,30.6,374.010532294379,3.358889233152595
36027,NY,2012,0.576743304729,0.663162171841,0.5531373023987,0.8387006097648874,0.0438007236453273,"Dutchess County, New York",0.796059491056834,0.0969891229037878,0.0400205837442234,0.00628611404470574,65,1.1,143221,6.2,91437.8614982578,30.7,101742.667682927,66.1,2,2.6,0.329830610103433,41.3,297322,31.2,373.690034790422,3.5886272040302263
36027,NY,2014,0.346063613892,0.414037376642,0.5531373023987,0.8238644712995165,0.05948623930248343,"Dutchess County, New York",0.781751236601378,0.10371941371439,0.0390317588231129,0.00549600612315774,65.3,1.4,146722,5.4,94555.9463455851,32.9,92953.5509083228,65.9,2.2,2.67,0.346699498151995,41.3,296579,31.9,372.756193043598,3.468363459669582
36027,NY,2016,0.58379149437,0.739045917988,0.557070016861,0.8242922361521392,0.05701686195248123,"Dutchess County, New York",0.789597008893854,0.107269596873058,0.0364821222998373,0.00335854220930272,62.2,1.4,144424,3.3,97121.53125,67.7,365999.375,65.8,2.3,2.54,0.347548476318448,41.8,294473,34.3,370.109260716799,3.10870604270786
36027,NY,2018,0.478640645742,0.579716444016,0.5916374921799,0.8316363995820035,0.06334905527155647,"Dutchess County, New York",0.780285852416263,0.110034114354585,0.0335934467754785,0.00346250485159234,61.7,0.7,143973,3,100483.438868977,68.2,365225.806451613,66.3,1.7,2.56,0.371581361298174,42.5,293718,34.3,369.160336734494,3.2580978640776697
36027,NY,2022,0.394478946924,0.443042218685,0.5510895848274,0.7606426462540452,0.03317951801530947,"Dutchess County, New York",0.694597455847015,0.0955418508124821,0.033026937101951,0.00418760187534659,62.5,0.7,151339,2.1,97658.3208062863,69.6,402714.724974376,49.8,0.7,42081,0.420015209556514,42.8,297545,31,373.970312999765,3.42558067299396
36029,NY,2010,0.442156195641,0.467627763748,0.5852221846581,0.8875951570330133,0.04475249607895643,"Erie County, New York",0.802388717381555,0.129981755877089,0.0246818164005521,0.00653784022676705,63.7,0.3,427523,6.4,67508.6290692343,35.3,351873.732232921,60.4,2.4,2.37,0.299500215659268,40.5,918652,21.1,881.0340158618,3.358889233152595
36029,NY,2012,0.598451673985,0.657205104828,0.5960050225258,0.8998867644934458,0.03385182458282269,"Erie County, New York",0.791333999212261,0.13331831841634,0.0288166722156577,0.00453929229691237,63.4,0.3,439765,4.8,69181.781358885,34.8,338738.142421603,60.1,2,2.35,0.311116268054379,40.6,919086,20.8,881.450243946955,3.5886272040302263
36029,NY,2014,0.347847223282,0.398884624243,0.5960050225258,0.8929090079249824,0.03427013171422117,"Erie County, New York",0.780412533118055,0.13453109169028,0.0330514122242871,0.00485785649655681,62.6,0.6,444469,3.7,66609.6915927334,35,331592.217997465,59.4,2,2.33,0.31278736464411,40.8,922835,21.3,885.045725724022,3.468363459669582
36029,NY,2016,0.610079944134,0.727035462856,0.6232260465622,0.8937865071954364,0.04125414452968422,"Erie County, New York",0.780601620331666,0.133208330528551,0.0370578668166411,0.00513546554678051,61.5,0.6,442651,2.8,71084.8625,64.8,191845,58.4,2.1,2.35,0.332011200340421,40,921046,21.4,883.329983686366,3.10870604270786
36029,NY,2018,0.462471872568,0.550573408604,0.6497017145157,0.8837567691476661,0.03409880118565054,"Erie County, New York",0.774026632047397,0.132427404457231,0.0373603241859742,0.00447636723825429,62,0.5,450994,2.4,70601.5551573078,64.3,200648.745519713,59,1.7,2.28,0.356599287846081,40.3,919719,21.1,882.057323158714,3.2580978640776697
36029,NY,2022,0.445381402969,0.514930903912,0.6063668727875,0.7913411169074922,0.03074995827905998,"Erie County, New York",0.736680163988248,0.128650380085698,0.048765037166741,0.00484577696588068,62.3,0.5,471711,2.1,75260.8062863,65.6,242402.459856508,41.3,1.1,134675,0.376545105281505,40.3,950312,21.6,911.397566958607,3.42558067299396
36045,NY,2014,0.29029789567,0.388833671808,0.4850676357746,0.8655518270639055,0.00561745675670665,"Jefferson County, New York",0.857400737177065,0.0511657976709235,0.020217794681914,0.00491171507014937,64.4,2,44644,4.9,67877.2581326574,45.4,31581.5399239544,66.7,1.7,2.59,0.219640712023589,32.2,119103,18.5,93.8797099337342,3.468363459669582
36047,NY,2010,0.269236057997,0.295560181141,0.7776445746422,0.23498099642974585,0.6118044163978749,"Kings County, New York",0.448303260323561,0.340772383329214,0.105207428020125,0.00459985488410662,61.6,0.1,1087107,6.7,60770.1673544246,69.8,394386.749197616,64.1,1.9,2.73,0.286411254605499,34.2,2508340,40.7,35423.2003738728,3.358889233152595
36047,NY,2012,0.48069396615,-1,0.8179982304573,0.2379142113790627,0.6076209841839183,"Kings County, New York",0.439588639849394,0.34149128773188703,0.109888974854178,0.0028067125682336,62.9,0.1,1132538,7,61954.856271777,70.3,374361.842334495,63.1,2.1,2.75,0.313241617215734,34.2,2565635,41,36232.3300235299,3.5886272040302263
36047,NY,2014,0.185775205493,0.217906415462,0.8179982304573,0.22934982234165355,0.62227802489173345,"Kings County, New York",0.427006251065588,0.335183975241371,0.117830431311702,0.00300328820772654,63.4,0.2,1201841,5.4,63731.7574989438,71.5,356619.34938741,62.3,1.9,2.74,0.342918525020157,34.5,2621793,42.2,37025.4027674944,3.468363459669582
36047,NY,2016,0.488901019096,0.27596527338,0.8510930538177,0.22088702454640885,0.6182535073104006,"Kings County, New York",0.427573550387007,0.3277671490786,0.120133883574539,0.00331437917197573,63.9,0.1,1236979,4.5,72269.4791666667,29.5,874047.916666667,61.2,1.7,2.75,0.36392473952548,34.8,2629150,42.8,37129.2995618487,3.10870604270786
36047,NY,2018,0.321235358715,0.414669960737,0.866360604763,0.22784252499547492,0.606548041645763,"Kings County, New York",0.435868020736944,0.320207292001409,0.116241487051025,0.00278763991435751,63.5,0.1,1237382,3.1,76677.3795300677,30.6,951140.183193947,61,1.5,2.62,0.388641159050771,35.4,2582830,43.4,36475.160712523,3.2580978640776697
36047,NY,2022,0.275808274746,0.351797819138,0.7971067428589,0.22177305817049536,0.4554570139024964,"Kings County, New York",0.37531132793621,0.281924913800957,0.12387493456902,0.00654309797739138,64.4,0,1245689,4.4,79458.7956952511,29.5,913199.692517936,35.2,0.6,305167,0.423925905848599,36.6,2590516,41.8,36583.703700345,3.42558067299396
36055,NY,2010,0.422231048346,0.497243702412,0.5563178062439,0.898824492313532,0.02147584930726893,"Monroe County, New York",0.768270353269594,0.149072595108203,0.0337511704229912,0.00293932339139885,63.2,0.3,344863,5.5,71425.0985786337,34.4,278801.870701513,62.5,1.7,2.43,0.360621856424326,38.5,744389,19.5,1132.65047083315,3.358889233152595
36055,NY,2012,0.607601165771,0.687166452408,0.6043736934662,0.9008214962927638,0.02296726504751848,"Monroe County, New York",0.762837768265596,0.152325514533714,0.0339590245154872,0.00317726490446141,65.5,0.3,361068,5.7,69492.7199477352,36.2,261010.344076655,59,2.3,2.41,0.350286272140579,38.4,747813,19.7,1137.86037481095,3.5886272040302263
36055,NY,2014,0.364592373371,0.440059959888,0.6043736934662,0.8918925723877466,0.0341726115540635,"Monroe County, New York",0.761006431893014,0.151978310531208,0.0334477106968395,0.00546637558894563,64.7,0.7,365484,4.6,68051.3160118293,35.7,255002.765103507,59.4,1.9,2.43,0.359368701318876,39,749857,19.6,1140.97049272294,3.468363459669582
36055,NY,2016,0.621875703335,0.759876608849,0.6357858181,0.8800335711288292,0.03493355714085886,"Monroe County, New York",0.76325851547423,0.152202608706119,0.0353337514895142,0.00369519891618198,64.1,0.3,367383,3.7,71407.225,62.9,187520.625,60.1,1.6,2.41,0.374144123043292,38.7,747727,20.6,1137.72951857787,3.10870604270786
36055,NY,2018,0.482956647873,0.596514582634,0.6511224508286,0.8855448873444428,0.02813286247785813,"Monroe County, New York",0.755412310734113,0.151213375821914,0.0383568986927488,0.00420486104563931,63,0.3,362210,3.2,75427.3954599761,64.8,190127.837514934,59.9,2,2.37,0.39798650675828,39.2,742474,20.4,1129.7366372708,3.2580978640776697
36055,NY,2022,0.463629603386,0.532621741295,0.619104206562,0.791019734430867,0.01511099768964084,"Monroe County, New York",0.691877372728663,0.143704747784345,0.0368573271190836,0.00135233067609885,63.4,0.3,374646,2.9,72981.8363512128,63.8,215003.245644004,39.5,1.2,101876,0.405833683382213,39.5,752035,19.7,1144.28450290508,3.42558067299396
36059,NY,2010,0.423532187939,0.422931432724,0.539653301239,0.772438668755444,0.15283596185322618,"Nassau County, New York",0.720561120451521,0.108883910098453,0.0792204257984186,0.00117651883138427,65.3,0.3,640457,5.4,131371.884456671,19.8,512127.416322788,76.2,1.1,2.98,0.413538849887683,41.1,1341245,33.8,4710.62392472553,3.358889233152595
36059,NY,2012,0.615217149258,0.594399213791,0.5477917194366,0.7660327722037977,0.1580709209272242,"Nassau County, New York",0.71236843451057,0.113795763963674,0.0797794005927812,0.00191960914089709,65.1,0.1,654409,4.7,127682.068815331,19.7,485766.892421603,77.3,2,3.01,0.413532990980883,41.4,1349233,34.1,4738.67880203035,3.5886272040302263
36059,NY,2014,0.339497953653,0.33546513319,0.5477917194366,0.7676699536085431,0.1548650663575915,"Nassau County, New York",0.692434347322701,0.115693269749534,0.0871004330106792,0.00201674190193482,65,0.1,674723,3.5,131586.427967892,19.5,470736.212505281,76.4,1.5,3.04,0.432307128987044,41.5,1358627,35.2,4771.67173109914,3.468363459669582
36059,NY,2016,0.680261433125,0.980000019073,0.5832187533379,0.745505372038506,0.17583322252087633,"Nassau County, New York",0.680568490635329,0.116460521483658,0.0939654792508263,0.0025119353654058,64.5,0.2,681418,2.7,138733.8125,80.5,618385.625,76.5,1.3,3.04,0.449286758822393,41.5,1361500,35.9,4781.76207442622,3.10870604270786
36059,NY,2018,0.47256565094,0.501641511917,0.6035430431366,0.7523294153474943,0.17268859333181064,"Nassau County, New York",0.676305616475367,0.119443321753048,0.0999077552576926,0.00458131709001335,65.1,0.1,694792,2.1,145669.486260454,79.8,648163.082437276,76.2,1.4,2.99,0.462975624476394,41.7,1358343,37.4,4770.67428678835,3.2580978640776697
36059,NY,2022,0.479471087456,0.490253359079,0.5481975078583,0.686356935235397,0.13041836656756683,"Nassau County, New York",0.568585832744344,0.115863256164877,0.125430179096151,0.00290158600763446,65.6,0.1,709002,2.6,147186.429791595,81.5,703353.946019816,59.3,0.9,180079,0.49273323667623,41.8,1383726,37.2,4859.8226281289,3.42558067299396
36061,NY,2010,0.323412954807,0.336632072926,0.846789419651,0.08664759619820983,0.5898335624055987,"New York County, New York",0.575333176193579,0.156065615510954,0.111675315655531,0.00296023565921177,67.1,0.1,839414,6.1,92045.6854653829,77.7,233094.825767996,42.1,1.1,2.12,0.581469724936694,36.4,1586698,30.1,70007.0409289466,3.358889233152595
36061,NY,2012,0.535641849041,0.137504443526,0.8578316569328,0.08669990062778749,0.5865798062477335,"New York County, New York",0.569259892902803,0.153753034111754,0.113371091168496,0.00288680678652823,67.8,0,867170,6,91910.4333623693,77.9,225545.537891986,39.6,1.3,2.09,0.589708802962795,36.5,1619090,31,71436.2152707372,3.5886272040302263
36061,NY,2014,0.220288693905,0.248510494828,0.8578316569328,0.07577225847813239,0.6038049537049163,"New York County, New York",0.556430242478616,0.149312948734559,0.117385416080984,0.00516296841348728,67.3,0.1,891619,4.4,101098.396704689,77.3,229522.551753274,42.4,0.8,2.07,0.598546027004662,36.6,1636268,31.3,72194.1294731106,3.468363459669582
36061,NY,2016,0.568525135517,0.311503887177,0.8737967014313,0.07963877343290916,0.5922218083293611,"New York County, New York",0.566973123388577,0.149717046675435,0.124371704910892,0.00277112963533029,67,0,903214,3.7,101634.60625,23,1314872.08333333,42.1,0.7,2.12,0.604364723085447,37.1,1643734,32.5,72523.5384517413,3.10870604270786
36061,NY,2018,0.39619499445,0.472912788391,0.9019520282745,0.07514303274613834,0.598929852945164,"New York County, New York",0.555395373368101,0.145119331295308,0.12292802669121,0.00758825591683188,66.9,0.1,901880,3.3,106544.233373158,24,1269272.40143369,42.5,1.1,2.08,0.613568318454072,37.6,1628701,32.4,71860.2642519347,3.2580978640776697
36061,NY,2022,0.325876891613,0.406798243523,0.8761701583862,0.07276451260350315,0.4394680762963628,"New York County, New York",0.474600522592313,0.129832428412934,0.125081361396202,0.0060747754300173,66.3,0.2,871878,3.7,103006.002733174,24.3,1081033.31055688,27.1,0.8,230986,0.644640766139108,39.1,1596273,31.2,70429.5015464646,3.42558067299396
36063,NY,2012,0.539441466331,0.634489059448,0.5140469670296,0.920264720715528,0.01538714890025628,"Niagara County, New York",0.883034900801398,0.0670264591584389,0.0125090645395214,0.0104730295085625,62.3,1,99534,5.5,66384.7038327526,31.3,83800.0043554007,62.9,2.6,2.37,0.239701023235984,42.4,215124,21.1,411.831601287351,3.5886272040302263
36063,NY,2014,0.331400066614,0.394759446383,0.5140469670296,0.931771542353252,0.00923461405611882,"Niagara County, New York",0.877068258986067,0.0726050813722047,0.010584240721227,0.0124154080318464,61,1.6,100220,3.8,66035.6991972962,27.5,83772.3299535277,61.8,2.8,2.41,0.227146832803087,42.8,213525,21.5,408.770488950008,3.468363459669582
36063,NY,2018,0.437384277582,0.52479881048200006,NA,0.913169525199692,0.01576247820621984,"Niagara County, New York",0.8712939510438,0.0740330651561305,0.0132631288818769,0.00710915113123892,60.6,0.6,100521,2.8,69270.159299084,69.3,166205.296694544,61.4,2.7,2.3,0.250807369563491,43.7,210433,23.7,402.851189796123,3.2580978640776697
36063,NY,2022,0.453335762024,0.524397432804,0.4525530040264,0.8515274323480743,0.00537053735099731,"Niagara County, New York",0.828551783004552,0.0700493171471927,0.0127940060698027,0.00690914264036419,62.2,0.8,103960,2.6,68166.0215237444,68.3,208234.028015032,43.7,1.8,31342,0.288205222435868,43.1,210880,22.6,403.70692288855,3.42558067299396
36065,NY,2010,0.394223511219,0.516883075237,0.4567342996597,0.9234560683795144,0.01099676447168156,"Oneida County, New York",0.867895846196427,0.0490195660967872,0.0300623815708233,0.0035768272690498,58.6,1.3,101109,5.3,68186.3686382393,30.9,89122.7533241632,63.8,1.3,2.47,0.218588522830894,40.9,234845,19.9,193.701992602475,3.358889233152595
36065,NY,2012,0.49694737792,0.638708353043,0.4797869622707,0.8939640948118287,0.01317050518224303,"Oneida County, New York",0.867149634348936,0.0533448080974156,0.034719724605662,0.00271883402695713,60.1,0.5,103372,5.3,64006.7770034843,33.2,82848.0117595819,61.2,2.1,2.44,0.235358896029963,41.3,233556,20.1,192.638815321866,3.5886272040302263
36065,NY,2014,0.296943694353,0.385866343975,0.4797869622707,0.8937760966743626,0.01632853563884659,"Oneida County, New York",0.866093244757827,0.0641814566863199,0.0362904784193824,0.00153303760451065,59.6,1.2,103922,4.4,64843.8677651035,34.8,78423.0397127165,63,2.7,2.43,0.230460021222146,41.6,232871,20.1,192.073821964832,3.468363459669582
36065,NY,2016,0.522138297558,0.70703715086,0.4963970780373,0.905720069580786,0.00893156872119874,"Oneida County, New York",0.855642545092781,0.0575846706172412,0.0424931874216013,0.00173017864094468,56.7,1.7,101094,2.6,69446.8416666667,69.6,163802.083333333,62.6,1.8,2.49,0.266168608550137,41.1,231190,19.7,190.687320018592,3.10870604270786
36065,NY,2018,0.452177077532,0.610052525997,0.5117219090462,0.906106382128442,0.01481636894057467,"Oneida County, New York",0.852755284719288,0.0675895233407528,0.0427133380085984,0.00252638548286631,57.3,1,101457,2.3,68377.134607726,66.3,169211.270410195,63.5,3,2.44,0.257890233162402,41,229577,20.1,189.356905004145,3.2580978640776697
36067,NY,2010,0.422372609377,0.478042244911,0.5822407603264,0.8948345334477484,0.01880386523896578,"Onondaga County, New York",0.814316658247789,0.106692151608291,0.0319967294800558,0.00876062704942595,64.3,0.6,220285,5.2,72714.2457588262,35.9,170672.127464466,62.1,1.5,2.43,0.323656022602479,38.5,467204,19.4,600.203238570541,3.358889233152595
