STCOFIPS10,state,YEAR,VOTER_TURNOUT_PCT,REG_VOTER_TURNOUT_PCT,PARTISAN_INDEX_DEM,percent_car,percent_pt,NAME,percent_white,percent_black,percent_asian,percent_native,labor_force_participation,percent_manufacturing,percent_edu_health_services,percent_unemployment,median_income_adj2024,percent_homeowner,median_home_value_adj2024,percent_family_households,percent_married,avg_household_size,percent_upper_edu,median_age,total_population,mean_commute_time,pop_density_sq_mile,gas_price,d_turnout,d_partisan_index_dem,d_gas,d_unemp,d_income,d_age,d_edu,d_white,d_commute,d_pop,d_pop_density,d_black,d_asian,d_native,d_lfpr,d_manufacturing,d_edu_health,d_percent_car,d_percent_pt,d_homeowner,d_home_value,d_family_hh,d_married,d_hh_size,d_gas_lag,d_gas_future,d_gas_lead,d_percent_pt_lead
06081,CA,2012,0.630760848522,0.797153830528,0.7411735653877,0.8055892811854154,0.09035231141976809,"San Mateo County, California",0.57095863581091,0.0268479706104738,0.259828407801318,0.00343833650520552,69.2,0.5,379197,5.4,111785.847125436,42.6,203723.675958188,66.6,1.8,2.82,0.437589892578967,39.6,739311,25.8,1648.54241865145,3.831037783375314,0.13768497109399996,0.005743741989099993,0.21197349212821814,-0.6999999999999993,-7536.692993774996,0.30000000000000426,0.007336962337928021,-0.01793386337677305,1.3000000000000007,19149,42.699133077629995,0.002329876070634198,0.010422024237620009,-0.0013439208202295902,0.4000000000000057,-0.30000000000000004,16902,-0.010841291225014316,0.009741906638150541,1.8000000000000043,-15976.420327919011,0.09999999999999432,0.40000000000000013,0.04999999999999982,NA,-0.16462184557162152,-0.16462184557162152,0.010294316037146908
06081,CA,2014,0.33468914032,0.465809702873,0.7257381677628,0.7944463396679398,0.100646627456915,"San Mateo County, California",0.527243629882636,0.0261962796326299,0.272260971471735,0.00324685168755874,68.3,0.6,398725,3.3,134265.059146599,41.5,200102.784114913,68.3,1.6,2.91,0.475455729408229,39.4,758581,28,1691.51136190728,3.6664159378036927,-0.29607170820199996,-0.015435397624899982,-0.16462184557162152,-2.1000000000000005,22479.212021162995,-0.20000000000000284,0.03786583682926198,-0.04371500592827404,2.1999999999999993,19270,42.96894325583003,-6.516909778438995e-4,0.012432563670417007,-1.9148481764678016e-4,-0.9000000000000057,0.09999999999999998,19528,-0.011142941517475635,0.010294316037146908,-1.1000000000000014,-3620.8918432749924,1.7000000000000028,-0.19999999999999996,0.0900000000000003,0.21197349212821814,0.10758406219630734,0.10758406219630734,0.013055522426439009
06081,CA,2016,0.653256118298,0.606976509094,0.7444505095482,0.7896282354796036,0.113702149883354,"San Mateo County, California",0.508270822192033,0.0227681332432005,0.280860149817533,0.00405597825305277,69.1,0.4,414293,2.3,142346.63125,58.9,1313561.66666667,70.6,1.6,2.86,0.503352724934042,39.5,764797,29,1705.37202362385,3.774,0.318566977978,0.018712341785400044,0.10758406219630734,-1,8081.572103401006,0.10000000000000142,0.02789699552581304,-0.018972807690602944,1,6216,13.860661716570121,-0.0034281463894293984,0.008599178345797986,8.091265654940299e-4,0.7999999999999972,-0.19999999999999996,15568,-0.00481810418833617,0.013055522426439009,17.4,1113458.882551757,2.299999999999997,0,-0.050000000000000266,-0.16462184557162152,0.3429576699029129,0.3429576699029129,-0.008120542356841481
06083,CA,2012,0.620357215405,0.80561286211,0.5849682092667,0.8070047140031146,0.0325613451744602,"Santa Barbara County, California",0.743201723366315,0.0224371534774573,0.0510702633513353,0.0106945175525045,62,8.2,191826,5.7,84775.2831010453,48.3,100234.547038328,65.7,2.7,2.91,0.30208638552678,33.8,431249,18.7,157.671006278756,3.831037783375314,0.11392593383799998,0.008293569088000052,0.21197349212821814,-1.2999999999999998,2917.3211569829,0.5,0.004796171752223022,-0.03581794172438202,-1.5,6537,2.3900237868240026,0.003235906514809702,1.448908547990041e-5,5.276279896949e-4,-1.1000000000000014,-1.4000000000000004,4624,0.008324556586673526,-0.006398127765478191,1.6999999999999957,-8125.916051997992,0.7000000000000028,0.10000000000000009,0.010000000000000231,NA,-0.16462184557162152,-0.16462184557162152,0.0036764215909854264
06083,CA,2014,0.431863635778,0.615655422211,0.5779968500137,0.8103194959782852,0.03623776676544563,"Santa Barbara County, California",0.770403115270453,0.0192843592001234,0.0479000063539899,0.00684869334737262,63.1,7.5,205838,4.3,84814.0198563583,47.8,99190.4034643008,64.2,2.8,2.95,0.319855184327563,33.7,440668,18.5,161.114731848299,3.6664159378036927,-0.18849357962699997,-0.006971359252999965,-0.16462184557162152,-1.4000000000000004,38.736755313002504,-0.09999999999999432,0.01776879880078297,0.02720139190413806,-0.1999999999999993,9419,3.443725569542977,-0.0031527942773338993,-0.003170256997345397,-0.0038458242051318797,1.1000000000000014,-0.6999999999999993,14012,0.0033147819751706553,0.0036764215909854264,-0.5,-1044.143574027199,-1.5,0.09999999999999964,0.040000000000000036,0.21197349212821814,0.10758406219630734,0.10758406219630734,-1.0648012990240735e-4
06083,CA,2016,0.648603260517,0.703645944595,0.5907858014107,0.8175396066325129,0.03613128663554322,"Santa Barbara County, California",0.765943474460407,0.0183831275074523,0.0555886769616962,0.0108994329515655,64.7,10.6,215514,3.7,88369.2583333333,51,696093.333333333,67.5,2.8,2.99,0.323634176302411,33.8,446170,19.6,163.126344342579,3.774,0.216739624739,0.012788951396999981,0.10758406219630734,-0.5999999999999996,3555.238476975006,0.09999999999999432,0.0037789919748479894,-0.004459640810046017,1.1000000000000014,5502,2.0116124942800013,-9.012316926710999e-4,0.007688670607706297,0.004050739604192881,1.6000000000000014,3.0999999999999996,9676,0.007220110654227674,-1.0648012990240735e-4,3.200000000000003,596902.9298690322,3.299999999999997,0,0.040000000000000036,-0.16462184557162152,0.3429576699029129,0.3429576699029129,-0.01186590665966868
06085,CA,2012,0.607834100723,0.793498575687,0.7077124714851,0.8686388144381907,0.03504008740015842,"Santa Clara County, California",0.501967342656125,0.0266736834314374,0.331078462958448,0.00522284577339696,66.8,0.4,883722,5.8,125231.543989547,43.9,471865.06097561,71.8,2,2.94,0.471303162104072,36.6,1837504,25.6,1424.14777040439,3.831037783375314,0.12769958376900004,0.012961328029599928,0.21197349212821814,-1.7000000000000002,2658.7379372770083,0.3999999999999986,0.010619140837518026,0.0023466021938309822,1.3000000000000007,49810,38.60497742798998,1.8592881571459843e-4,0.009633070178699021,-2.9543643821196026e-4,-0.20000000000000284,-0.29999999999999993,49713,-0.008178950126690232,0.005434119939651507,1.1000000000000014,-22675.734531038033,0.8999999999999915,0.10000000000000009,0,NA,-0.16462184557162152,-0.16462184557162152,0.0055344551765519195
06085,CA,2014,0.354186683893,0.510758161545,0.69787722826,0.8644482963294308,0.04057454257671034,"Santa Clara County, California",0.479184843278678,0.0254242968851027,0.343931320776626,0.004166567701447,67.4,0.6,949957,4.2,129589.412758766,43.9,463884.178284749,71.4,1.9,2.99,0.483563667404882,37,1894605,26.9,1468.40359887489,3.6664159378036927,-0.25364741683,-0.009835243225099988,-0.16462184557162152,-1.5999999999999996,4357.868769219,0.3999999999999986,0.012260505300809965,-0.022782499377446974,1.2999999999999972,57101,44.255828470499864,-0.0012493865463347013,0.01285285781817802,-0.0010562780719499598,0.6000000000000085,0.19999999999999996,66235,-0.004190518108759922,0.0055344551765519195,0,-7980.882690861006,-0.3999999999999915,-0.10000000000000009,0.050000000000000266,0.21197349212821814,0.10758406219630734,0.10758406219630734,0.003867602635452501
06085,CA,2016,0.623565852642,0.827943205833,0.721459209919,0.8488657733082599,0.04444214521216284,"Santa Clara County, California",0.440147504274769,0.0245607746579403,0.356117165658888,0.00457798835262233,67.1,0.4,979335,3.2,145546.66875,56.4,1213052.70833333,72.4,2.3,2.96,0.509913180658265,37,1919402,28.9,1487.62238275929,3.774,0.26937916874900003,0.02358198165900005,0.10758406219630734,-1,15957.255991234008,0,0.026349513253382972,-0.03903733900390899,2,24797,19.21878388440018,-8.635222271623985e-4,0.012185844882261987,4.114206511753298e-4,-0.30000000000001137,-0.19999999999999996,29378,-0.015582523021170913,0.003867602635452501,12.5,749168.5300485811,1,0.3999999999999999,-0.03000000000000025,-0.16462184557162152,0.3429576699029129,0.3429576699029129,-0.003930138761687879
06087,CA,2012,0.682529330254,0.764764487743,0.776879966259,0.7949515958829737,0.02703136709131784,"Santa Cruz County, California",0.831146729840765,0.0113203586529523,0.0411993582631121,0.0073170000299877,67,6.8,134312,5.4,92828.181620209,43.3,72461.0191637631,62,2.7,2.74,0.383164697472496,37,266776,25.7,599.330269358702,3.831037783375314,0.131000518799,0.010635256767300039,0.21197349212821814,-0.6999999999999993,4763.855622959993,0,0.04604508136762697,0.03408985178530899,0.3999999999999986,3722,8.361723927764046,0.003135727360518051,-0.006068503088549497,8.924636230142301e-4,6.200000000000003,0.2999999999999998,16831,-0.015187160641730535,-0.0013407137319533802,2.6999999999999957,-5708.309126012187,-1.1000000000000014,0.30000000000000027,0.0900000000000003,NA,-0.16462184557162152,-0.16462184557162152,0.0020189035850245
06087,CA,2014,0.387844324112,0.517218351364,0.77232670784,0.7623159671935626,0.02905027067634234,"Santa Cruz County, California",0.804138276110727,0.00882253388471104,0.0453966829038572,0.0026636841253256,63.1,4.5,132323,4,86853.5530207013,43.4,72271.2230671736,64.1,1.8,2.7,0.395136536231555,37,271804,26.2,610.626010333661,3.6664159378036927,-0.294685006142,-0.004553258419000006,-0.16462184557162152,-1.4000000000000004,-5974.6285995076905,0,0.011971838759058995,-0.027008453730038018,0.5,5028,11.295740974959017,-0.0024978247682412615,0.004197324640745098,-0.0046533159046621,-3.8999999999999986,-2.3,-1989,-0.032635628689411056,0.0020189035850245,0.10000000000000142,-189.79609658950358,2.0999999999999943,-0.9000000000000001,-0.040000000000000036,0.21197349212821814,0.10758406219630734,0.10758406219630734,-0.0033374263011682302
