year,county_fips,state,dem_vote_pct,rep_vote_pct,incumbent_party,incumbent_vote_pct,partisan_lean,percent_car,percent_pt,NAME,percent_white,percent_black,percent_asian,percent_native,labor_force_participation,percent_manufacturing,percent_edu_health_services,percent_unemployment,median_income_adj2024,percent_homeowner,median_home_value_adj2024,percent_family_households,percent_married,avg_household_size,percent_upper_edu,median_age,total_population,mean_commute_time,pop_density_sq_mile,cpi_adjustment,gas_price
2008,12033,FL,0.3986610293498741,0.5918599908059076,REPUBLICAN,0.5918599908059076,-0.1931989614560335,0.8669718683651805,0.00807973578674215,"Escambia County, Florida",0.707294207744793,0.225104724053357,0.0258566906208841,0.00408993229660097,61.9,129615,6.2,5,60583.2466326057,30.9,116503.771481654,63,1.7,2.47,0.234713804373122,38,302939,21,461.357102652424,1.4607524384579655,5.059234917685917
2012,12033,FL,0.391812904876702,0.5973724259605931,DEMOCRAT,0.391812904876702,-0.20555952108389114,0.8688271022748708,0.00858641113668087,"Escambia County, Florida",0.69460383529062,0.212262358984523,0.0298928034620022,0.00406983466296682,61.1,1.1,124251,6,61652.1363240418,40.6,92745.9952090592,61.2,2.1,2.49,0.223715710723192,37.5,302715,22.8,461.015964697278,1.369773519163763,5.04487587108014
2016,12033,FL,0.37687005227292103,0.5824659438967922,DEMOCRAT,0.37687005227292103,-0.20559589162387115,0.8483930508785031,0.00855254815211418,"Escambia County, Florida",0.687737755681548,0.223092957514111,0.0307341356083849,0.00510173325676503,59.5,0.6,133788,3.4,58690.9416666667,61.2,171664.583333333,58.1,1.9,2.5,0.268456758451628,37.3,315187,22.4,480.010038699902,1.3104166666666666,2.837634490740741
2024,12033,FL,0.3969217535559583,0.5923443212190102,DEMOCRAT,0.3969217535559583,-0.19542256766305183,0.7972981519663028,0.00819029307967668,"Escambia County, Florida",0.639640781827787,0.202469247603954,0.0264734737000981,0.00666515734661535,62.5,0.7,149597,3.4,67019,66.6,284400,39.7,1.4,46148,0.292814737555506,38.1,331275,22.6,504.511053978464,1,3.0813333333333333
2008,12057,FL,0.5317682033539056,0.4604509538058725,REPUBLICAN,0.4604509538058725,0.07131724954803315,0.892913221532999,0.01663389516419937,"Hillsborough County, Florida",0.768528367593057,0.159253512920229,0.029582887301996,0.00205626092494478,67.1,572821,3.4,4.4,72695.8058522991,36.7,421045.822108686,63.9,2.8,2.55,0.292561049073313,37.1,1180784,25.6,1157.3722730425,1.4607524384579655,5.059234917685917
2012,12057,FL,0.528437452730298,0.4615109333667834,DEMOCRAT,0.528437452730298,0.06692651936351457,0.899165475507776,0.0136964727431462,"Hillsborough County, Florida",0.725268558852855,0.166671623311675,0.0345045102860819,0.00320642756854649,65.4,1,588529,6.9,63715.0152439024,41.9,379766.968641115,62.6,2.7,2.63,0.29864227293916,36.4,1277746,25.9,1252.41178097854,1.369773519163763,5.04487587108014
2016,12057,FL,0.5151691597229194,0.4465247799752368,DEMOCRAT,0.5151691597229194,0.06864437974768262,0.883323796904174,0.0155152683250015,"Hillsborough County, Florida",0.706093713442006,0.165931328738198,0.0398346797574257,0.0034608839459454,65.3,1.4,670684,3.8,71533.025,56.9,256579.583333333,62.6,2.4,2.63,0.322817678966908,37,1376238,27.5,1348.95095318658,1.3104166666666666,2.837634490740741
2024,12057,FL,0.478360637685214,0.5089591707056472,DEMOCRAT,0.478360637685214,-0.03059853302043325,0.7603871454681338,0.00791260615298856,"Hillsborough County, Florida",0.483121562437952,0.162038565193692,0.0482393738309602,0.0028259305209349,67.1,1.2,818044,3,85183,61.4,420000,45.7,1,173529,0.396132134225946,38.2,1581426,29.9,1550.07063465334,1,3.0813333333333333
2008,12061,FL,0.42087518238868976,0.569137708773073,REPUBLICAN,0.569137708773073,-0.14826252638438325,0.9194688443590447,0.00111515234696678,"Indian River County, Florida",0.875690586857121,0.0886671957072138,0.0112005441559914,0.00321203189358727,58.8,59370,3,4.6,67793.5206688342,25.5,65738.2419879238,64,1.7,2.18,0.279759700448504,45.3,132315,21.6,263.131013758123,1.4607524384579655,5.059234917685917
2008,12069,FL,0.42843336101166574,0.5635626097491254,REPUBLICAN,0.5635626097491254,-0.13512924873745968,0.9222692746075192,0.00239606645756549,"Lake County, Florida",0.849835472248351,0.0884218680327949,0.0171525470067666,0.00161110261259003,52.7,123305,5.4,4,65763.0747793776,19.7,140978.678588017,68.7,1.5,2.53,0.199265067003438,45,307243,28.2,327.22063650994,1.4607524384579655,5.059234917685917
2016,12069,FL,0.36863347842921,0.5994767162182774,DEMOCRAT,0.36863347842921,-0.23084323778906735,0.9143971785214194,0.00430560027555841,"Lake County, Florida",0.845308232656323,0.106527805936863,0.020030054025689,0.00362854655392432,52.2,1.2,136073,3,65816.9875,73.5,214384.166666667,67.3,2.1,2.57,0.229644016626914,46.7,335396,27.7,357.204208404708,1.3104166666666666,2.837634490740741
2024,12069,FL,0.37279750251336047,0.6195213150607616,DEMOCRAT,0.37279750251336047,-0.2467238125474011,0.803160424175939,0.00115446899650002,"Lake County, Florida",0.645460193964935,0.112202951796922,0.0217467649998649,0.00150381356313766,54.3,2,193246,2.1,76617,76.9,360100,53.2,0.7,79742,0.30307905871109603,46.3,444204,30.5,473.087151278503,1,3.0813333333333333
2008,12071,FL,0.44452903340810174,0.5481661937937283,REPUBLICAN,0.5481661937937283,-0.10363716038562659,0.9140584729381444,0.00730106314432989,"Lee County, Florida",0.84973260769874,0.0756386393676998,0.0137253513528095,0.00406314909228238,57.3,253274,4,4.9,74128.8039944264,25,267399.498374361,66.6,2,2.39,0.260908434800829,43,593136,25.5,756.180551921336,1.4607524384579655,5.059234917685917
2012,12071,FL,0.41386578300759674,0.5791986955508968,DEMOCRAT,0.41386578300759674,-0.16533291254330001,0.8810364190598428,0.01314375100272742,"Lee County, Florida",0.846784328979239,0.082402877452568,0.0175222728280022,0.00282817262855788,53.9,0.9,252620,6.7,63390.3789198606,31.9,228697.386759582,66.7,2.6,2.6,0.242368903851892,46.5,645293,27.7,822.674760747914,1.369773519163763,5.04487587108014
2016,12071,FL,0.3826603762024386,0.5868237240365174,DEMOCRAT,0.3826603762024386,-0.2041633478340788,0.8897856633898752,0.00453865454557734,"Lee County, Florida",0.851443095733841,0.0837214260399592,0.0154097262215922,0.00201706684977628,53.1,0.8,301862,3.2,69332.8354166667,70.2,276366.875,65.5,2.2,2.72,0.282950497027454,48.2,722336,27.1,920.895772896351,1.3104166666666666,2.837634490740741
2024,12071,FL,0.35472267229168575,0.6385746894520702,DEMOCRAT,0.35472267229168575,-0.28385201716038444,0.8036116800642259,0.00466770279032905,"Lee County, Florida",0.63688863232744,0.0774961409312174,0.016251644967995,0.00491893342191672,56,0.4,395440,1.9,83602,76.5,396500,52.7,1.1,161903,0.324241701603908,48.4,860959,31.9,1097.62424098629,1,3.0813333333333333
2008,12073,FL,0.6173759151593454,0.3748452304048234,REPUBLICAN,0.3748452304048234,0.242530684754522,0.917342083436404,0.01264496602301995,"Leon County, Florida",0.634412999928047,0.305143090853319,0.0245358115298243,0.00297656241124277,70.5,140974,16.6,5,68655.3646075244,42.2,91684.1267998142,55.7,2.1,2.32,0.405632921894745,31,264063,19.8,395.976908536809,1.4607524384579655,5.059234917685917
2012,12073,FL,0.6125996777955283,0.3761636097685925,DEMOCRAT,0.6125996777955283,0.2364360680269358,0.9137278371031587,0.01841530330451585,"Leon County, Florida",0.623327424771557,0.308028713495836,0.0318181337637304,0.00234697940930828,67.2,0.3,141466,7.6,63616.3915505226,46,80607.06228223,55,0.9,2.48,0.450534076254897,30.2,283769,20.2,425.527133140886,1.369773519163763,5.04487587108014
2016,12073,FL,0.6051849709462835,0.353778297794021,DEMOCRAT,0.6051849709462835,0.25140667315226256,0.913021434808326,0.01156240317719629,"Leon County, Florida",0.617312088721501,0.3064810890064,0.03544899278026,0.0018101465489087,64.1,0.3,143544,4.3,66971.4645833333,51.8,258938.333333333,55.5,1.8,2.44,0.47571880669575,30.8,287822,20.3,431.60482827538,1.3104166666666666,2.837634490740741
2024,12073,FL,0.6027984336934478,0.38518003596892897,DEMOCRAT,0.6027984336934478,0.2176183977245188,0.7888901459441113,0.02238741406733527,"Leon County, Florida",0.547003540906792,0.301482921114986,0.0382610952850031,8.5527541865232e-4,64.9,0.3,153372,4.1,63548,54.4,319800,33.8,1.1,34535,0.511902051694939,32.3,300488,20.9,450.598187903677,1,3.0813333333333333
2008,12081,FL,0.4607681882179559,0.5310801742174033,REPUBLICAN,0.5310801742174033,-0.07031198599944738,0.9123048599781474,0.00538085045875679,"Manatee County, Florida",0.838706510517282,0.0843251014992114,0.015571657493207,2.0268173267546e-4,58.3,135822,3.3,5.1,67347.9911751045,28.3,137738.729679517,63.6,1.4,2.38,0.254640878608222,43.3,315766,23,424.973774176246,1.4607524384579655,5.059234917685917
