year,county_fips,state,dem_vote_pct,rep_vote_pct,incumbent_party,incumbent_vote_pct,partisan_lean,percent_car,percent_pt,NAME,percent_white,percent_black,percent_asian,percent_native,labor_force_participation,percent_manufacturing,percent_edu_health_services,percent_unemployment,median_income_adj2024,percent_homeowner,median_home_value_adj2024,percent_family_households,percent_married,avg_household_size,percent_upper_edu,median_age,total_population,mean_commute_time,pop_density_sq_mile,cpi_adjustment,gas_price
2012,12081,FL,0.4332697031096286,0.5578633274915141,DEMOCRAT,0.4332697031096286,-0.12459362438188554,0.9076189078097476,0.00745742806811509,"Manatee County, Florida",0.855137093996616,0.0871591368544003,0.0187064795819045,0.00399227301996137,56.2,1.9,138278,5.7,65028.6280487805,31.1,123090.587979094,63.8,1.1,2.52,0.267352717157333,46.5,333895,24.3,449.372694744138,1.369773519163763,5.04487587108014
2016,12081,FL,0.3979928251321539,0.5696532147207725,DEMOCRAT,0.3979928251321539,-0.17166038958861857,0.8991308163357488,0.00775618978789853,"Manatee County, Florida",0.851554186353382,0.0890690844081216,0.0190030008938833,0.00270027242157238,53.4,0.9,156980,3.4,67811.4416666667,69.6,282656.875,66.1,1.6,2.61,0.277032376948879,47.7,375888,26.3,505.888987502013,1.3104166666666666,2.837634490740741
2024,12081,FL,0.3787206152232806,0.6138512627807393,DEMOCRAT,0.3787206152232806,-0.23513064755745872,0.7825294681657945,0.00486087591171237,"Manatee County, Florida",0.68997844451426,0.0744427863301567,0.0275268789052955,0.00635319579711663,57,0.9,214093,2.1,81395,74.1,433800,52.1,0.8,90190,0.375384475436213,49.9,458352,27.7,616.873188820933,1,3.0813333333333333
2016,12083,FL,0.3551287922152261,0.6172467086433887,DEMOCRAT,0.3551287922152261,-0.2621179164281626,0.9053161244467418,0.0047895195942235,"Marion County, Florida",0.822173514411782,0.12647699272248,0.0123431321987279,5.5584207208755e-4,46.1,3.1,125578,2.9,51608.1395833333,71.5,166422.916666667,65.8,1.1,2.53,0.180017839155408,48.6,349020,25,219.781652456545,1.3104166666666666,2.837634490740741
2012,12085,FL,0.38171490877740166,0.6108934616408657,DEMOCRAT,0.38171490877740166,-0.229178552863464,0.8809840180120326,0.00249141844756948,"Martin County, Florida",0.844197907497127,0.0617200991822171,0.0104289160512576,0.00255347171358111,51.5,1,55462,7.5,61394.618902439,26.9,60868.6258710801,63.9,2.2,2.39,0.302147334726359,50.4,148817,24.5,273.824561327213,1.369773519163763,5.04487587108014
2008,12086,FL,0.5788524654713568,0.4175528034038769,REPUBLICAN,0.4175528034038769,0.16129966206747992,0.8675685578145661,0.05494147713772145,"Miami-Dade County, Florida",0.754990837049592,0.191727283909692,0.0153074435681092,0.00121922489153527,62.2,1118937,4.2,4.1,64372.4384579656,39.9,725126.274965165,68.2,2.2,2.83,0.277862380129278,39.1,2398245,29.6,1263.71261161127,1.4607524384579655,5.059234917685917
2012,12086,FL,0.6164537967059617,0.3791138476672352,DEMOCRAT,0.6164537967059617,0.23733994903872646,0.8535701470802642,0.05948688220745241,"Miami-Dade County, Florida",0.759184650149458,0.188175381652506,0.016196230463888,0.00123348391665879,62.8,1,1164745,7.4,56708.6236933798,45.7,623441.459059233,68.2,2.1,3.03,0.272878891478169,38.6,2591035,29.5,1365.29987829692,1.369773519163763,5.04487587108014
2016,12086,FL,0.636751125275963,0.3407443756605768,DEMOCRAT,0.636751125275963,0.2960067496153862,0.8526039769600585,0.05337486577641544,"Miami-Dade County, Florida",0.744546977546541,0.175641599811275,0.0161245436232581,0.00172616842582507,61.7,0.8,1290097,3.6,60193.9895833333,50.6,347522.5,68.6,2.6,3.03,0.27877349504287,39.9,2712945,32.6,1429.53818776136,1.3104166666666666,2.837634490740741
2024,12086,FL,0.4390392147006,0.5535026345734642,DEMOCRAT,0.4390392147006,-0.11446341987286418,0.7731651821293922,0.03731302194527378,"Miami-Dade County, Florida",0.240056847707261,0.137585825558287,0.0162531738149652,0.0026299462983638,65.7,0.9,1473556,2.7,76184,52.6,547200,43.2,1,347978,0.369678747257996,40.6,2838461,32.2,1495.67661488577,1,3.0813333333333333
2012,12087,FL,0.496812351179046,0.492459738331157,DEMOCRAT,0.496812351179046,0.004352612847888959,0.7453306210868359,0.03590204211026867,"Monroe County, Florida",0.894277426512853,0.0738280153457472,0.00282051624804502,0.00541378711117646,64.2,1.8,38077,5.1,73470.5422473868,39.5,24239.512195122,57.2,1.8,2.49,0.298558085332127,46.7,74809,19.3,76.0992009130287,1.369773519163763,5.04487587108014
2016,12087,FL,0.4466076557276708,0.5156551626724422,DEMOCRAT,0.4466076557276708,-0.06904750694477135,0.7394520675814431,0.02055913376271819,"Monroe County, Florida",0.890385320636848,0.0832226816899984,0.0146186628223124,0.00147957054516484,65.4,2.3,42019,2.1,86116.6520833333,57.6,608950.625,58.2,2,2.54,0.334016905917071,46.3,79077,17.6,80.4408094026062,1.3104166666666666,2.837634490740741
2024,12087,FL,0.4045524273596824,0.5879805089334055,DEMOCRAT,0.4045524273596824,-0.1834280815737231,0.7253045945494861,0.00808278295701104,"Monroe County, Florida",0.724835615761111,0.0572254906807732,0.0211598358629555,0.00339892223265932,62,1.7,41594,1.2,100256,71.2,877200,52.8,0.6,14052,0.399543697909391,50.5,80908,22.6,82.3033879275398,1,3.0813333333333333
2008,12091,FL,0.2708287535722137,0.7200850003663809,REPUBLICAN,0.7200850003663809,-0.4492562467941672,0.9190548069879464,0.00359608426380163,"Okaloosa County, Florida",0.818440339913074,0.0936319166578553,0.0335071483029389,0.0062885031692943,68.2,82219,9.3,3.1,81930.6827682304,33.7,70827.5034835114,70,2.2,2.4,0.261946194129229,39.1,179693,22.5,193.166320766809,1.4607524384579655,5.059234917685917
2012,12091,FL,0.24706217430747485,0.7401843920757822,DEMOCRAT,0.24706217430747485,-0.4931222177683074,0.9217818424478454,0.00554637844460732,"Okaloosa County, Florida",0.787208745653215,0.089650310653767,0.0338378497814113,0.00381938416376004,66.4,0.3,85390,4.6,72306.2347560976,37.8,63995.818815331,66.2,2.9,2.46,0.281387342799822,36.3,190083,23.4,204.335359475981,1.369773519163763,5.04487587108014
2008,12095,FL,0.590020552785648,0.40377687152455854,REPUBLICAN,0.40377687152455854,0.18624368126108948,0.9003661917373179,0.02501966098640905,"Orange County, Florida",0.655306995425992,0.195275731473032,0.0434768423966793,0.0035477222709524,71,545244,3,5.6,74133.1862517417,38.6,346737.345564329,65.6,2.4,2.71,0.291298470131725,35.3,1072801,26.2,1187.74313332029,1.4607524384579655,5.059234917685917
2012,12095,FL,0.5868118766872731,0.404385891555647,DEMOCRAT,0.5868118766872731,0.18242598513162606,0.8888087568868255,0.02824768647737792,"Orange County, Florida",0.646714366753893,0.2133877431515,0.0477760569073907,0.00155876476626015,68.9,0.4,585536,7.7,62494.5470383275,44.4,323067.933362369,62.6,2,2.77,0.30135796519135,34,1202234,26.4,1331.04385449323,1.369773519163763,5.04487587108014
2016,12095,FL,0.6038973044711913,0.3573584732964166,DEMOCRAT,0.6038973044711913,0.24653883117477465,0.8857356108521454,0.02735846714377044,"Orange County, Florida",0.648002422458872,0.210216781157774,0.0538997098983769,0.00129111579946849,66.5,0.5,654308,4.2,67270.2395833333,53.6,280429.166666667,64.4,2.6,2.74,0.336985139848153,34.9,1314367,28,1455.19101763775,1.3104166666666666,2.837634490740741
2024,12095,FL,0.5612772748308216,0.42536137246602845,DEMOCRAT,0.5612772748308216,0.13591590236479312,0.7858438685950199,0.01216191350073665,"Orange County, Florida",0.402916970409077,0.197807055865565,0.0577323580539447,0.00304177104755595,68.9,0.3,818402,3.4,82152,55.2,432500,46.3,1,145119,0.406979671411266,36.9,1533646,27.5,1697.96402636103,1,3.0813333333333333
2012,12097,FL,0.6185854385545272,0.37343833373199137,DEMOCRAT,0.6185854385545272,0.24514710482253582,0.9171856239494116,0.01754582566237092,"Osceola County, Florida",0.748740501572633,0.121054499401564,0.0292328889136304,0.00340273332034403,65.1,0.5,127184,7.9,58783.8305749129,38.8,76095.0283101045,72.7,3.6,3.14,0.179140656491377,35.5,287416,30.2,216.483231884667,1.369773519163763,5.04487587108014
2016,12097,FL,0.609517424361297,0.3587649601300943,DEMOCRAT,0.609517424361297,0.2507524642312027,0.945420179529482,0.00455318983099286,"Osceola County, Florida",0.739377706352395,0.120194038956594,0.0285344404267667,0.00219930657857536,62.8,0.3,156190,3.4,67402.5916666667,59.7,242296.041666667,76.6,2,3.42,0.200036218761318,35.6,336015,33.1,253.088252434543,1.3104166666666666,2.837634490740741
2024,12097,FL,0.4873538604005093,0.5018694293320987,DEMOCRAT,0.4873538604005093,-0.01451556893158934,0.8014168000732828,0.0197034665363862,"Osceola County, Florida",0.351524811027693,0.106136418990809,0.029413021463152,0.00778535993402527,66.7,0.8,234328,3.8,77048,63.4,396000,54.8,1.2,48915,0.341141992574887,37,468058,35.3,352.543729470432,1,3.0813333333333333
2008,12099,FL,0.611805249788315,0.3827891617273497,REPUBLICAN,0.3827891617273497,0.22901608806096524,0.9019222262220096,0.0149830844808843,"Palm Beach County, Florida",0.772583109208697,0.158601999694932,0.0235565991434395,0.00288549766733871,59.9,572267,4.2,4.5,76981.6535067348,26.7,540471.098467255,61.8,2.4,2.47,0.323809933262341,43.4,1265293,25.3,642.406979810843,1.4607524384579655,5.059234917685917
2012,12099,FL,0.5820522338989315,0.4118351114743783,DEMOCRAT,0.5820522338989315,0.17021712242455317,0.884674662929098,0.02050099541716409,"Palm Beach County, Florida",0.756937661485612,0.175896118447969,0.0252862971740709,0.00140651434342392,59.8,1.2,596834,6.4,70239.2465156794,30.1,500154.993466899,62.2,2.1,2.56,0.32920868663341,43.6,1356545,25.3,688.736898431826,1.369773519163763,5.04487587108014
2016,12099,FL,0.5656876007802734,0.4112771238593334,DEMOCRAT,0.5656876007802734,0.15441047692093995,0.8768608820775187,0.01849880851776565,"Palm Beach County, Florida",0.747683559471122,0.184757689723717,0.0265900637895568,0.00125432016678095,59.5,0.6,667713,3.7,75453.7916666667,67.5,353288.333333333,61.8,1.7,2.65,0.349884739073928,44.7,1443810,25,733.042561304531,1.3104166666666666,2.837634490740741
2024,12099,FL,0.4995407055567252,0.4919291573522648,DEMOCRAT,0.4995407055567252,0.007611548204460417,0.7886382701214804,0.01852279107481266,"Palm Beach County, Florida",0.522254915284235,0.185138316935884,0.0291797693506231,0.00352516189386589,61,0.6,764741,3.1,84789,70,513700,44.8,1.2,275069,0.422884058480264,45.2,1582055,27,803.231484284386,1,3.0813333333333333
2012,12101,FL,0.4600909290968428,0.5264101735706292,DEMOCRAT,0.4600909290968428,-0.06631924447378645,0.8956800495478188,0.00361859648921589,"Pasco County, Florida",0.88612027015823,0.0457598040778841,0.0234825921414313,0.00495757784481421,52.5,0.6,178121,5.9,58494.8083623693,25.1,185208.447299652,67.2,1.9,2.56,0.225906671544735,44.3,470391,29.8,629.420831966807,1.369773519163763,5.04487587108014
2016,12101,FL,0.3738175906842112,0.5892908239646013,DEMOCRAT,0.3738175906842112,-0.2154732332803901,0.8809721428393926,0.00428915782410973,"Pasco County, Florida",0.882285778971364,0.0547204353121194,0.0250386440995534,0.00260945258095744,52.4,0.6,203687,3.9,60625.1166666667,71.9,190010.416666667,66.9,1.7,2.58,0.229942647248357,44.8,512368,30.6,685.589419936115,1.3104166666666666,2.837634490740741
2024,12101,FL,0.3687933909209944,0.6210267182883213,DEMOCRAT,0.3687933909209944,-0.25223332736732695,0.7649502234763648,0.00195685705734742,"Pasco County, Florida",0.693300400234254,0.0669550335753754,0.0411689024963815,0.00286596855779122,59.7,0.4,308359,2.7,72335,74.9,341500,48.2,1.2,99011,0.313449618952845,43,659114,33.5,881.947320932947,1,3.0813333333333333
2008,12103,FL,0.5359565016555791,0.45343009225482533,REPUBLICAN,0.45343009225482533,0.08252640940075373,0.8873246812602954,0.01603458290088837,"Pinellas County, Florida",0.84186715883374,0.102534440709248,0.0288049568255224,0.00300793179970558,60.1,426930,4.1,3.8,67041.2331630283,29.5,408682.013469577,57.1,2.4,2.24,0.26547684121489,45.7,910260,23.1,3324.60643244391,1.4607524384579655,5.059234917685917
2012,12103,FL,0.5224010382301147,0.465931981944584,DEMOCRAT,0.5224010382301147,0.05646905628553073,0.8861094522961686,0.0149121319581143,"Pinellas County, Florida",0.832206868630735,0.10299255740954,0.0302718168191473,0.00374788753949501,58.9,0.4,413218,5.9,61539.8148954704,35.7,356758.882839721,56.1,2.2,2.23,0.283478115506776,46.8,921319,24,3364.99799368619,1.369773519163763,5.04487587108014
2016,12103,FL,0.4746132740864698,0.48578298669991854,DEMOCRAT,0.4746132740864698,-0.011169712613448735,0.851970558945067,0.01643754077906617,"Pinellas County, Florida",0.816890281348558,0.101319829712823,0.0343769841682887,0.00324440789816077,57.3,0.3,441770,3.3,65568.0083333333,65.1,244392.708333333,56.6,1.8,2.32,0.293150398131494,48,960730,24.6,3508.94155278913,1.3104166666666666,2.837634490740741
2024,12103,FL,0.4688922668708927,0.5211478434421378,DEMOCRAT,0.4688922668708927,-0.05225557657124513,0.7357696894226405,0.01795080150698086,"Pinellas County, Florida",0.727768747346951,0.0920724321078406,0.0370691707993829,0.00221872508722706,59.8,0.3,481580,2.4,73832,69.8,398400,40.6,0.7,186726,0.384580146642621,49.2,965870,24.8,3527.71473524553,1,3.0813333333333333
2008,12105,FL,0.4650721103772776,0.526391458667745,REPUBLICAN,0.526391458667745,-0.06131934829046737,0.9115510581978212,0.00351169136270755,"Polk County, Florida",0.795748836536375,0.140507824745003,0.0150053221356059,0.00424565186688116,59.4,250974,3.3,4.3,64798.9781699954,30.3,227894.909428704,70.5,1.8,2.54,0.187391843672951,38.1,580594,25.6,322.955968498061,1.4607524384579655,5.059234917685917
2012,12105,FL,0.4609161060466538,0.5290952739029205,DEMOCRAT,0.4609161060466538,-0.06817916785626676,0.92937342654889,0.00618854220577012,"Polk County, Florida",0.789432256012257,0.151261527075847,0.0169729192836902,0.00304791952713427,55.1,2.8,232760,7.6,56605.8906794425,32.2,207650.816637631,68.9,2.6,2.69,0.19212419918358,40.2,616158,26.2,342.738477555449,1.369773519163763,5.04487587108014
2016,12105,FL,0.4130398080994957,0.5537187757198028,DEMOCRAT,0.4130398080994957,-0.14067896762030707,0.931181294841828,0.0063807867421431,"Polk County, Florida",0.788322132135603,0.15130698987764,0.0188621464567236,0.00272911916102854,55,1.6,274271,3.4,60744.3645833333,67.9,177299.375,67.5,2.8,2.89,0.20116768564445,40.2,666149,25.7,370.54601917866,1.3104166666666666,2.837634490740741
2024,12105,FL,0.39228099538304134,0.5990983890797894,DEMOCRAT,0.39228099538304134,-0.20681739369674806,0.8352508017761632,0.0047913059856493,"Polk County, Florida",0.532290667598414,0.150559634555001,0.020715741290079,0.006843886229918,60.5,1.2,393325,3.3,66779,72.2,305400,48.9,0.8,116516,0.251558907633668,39.3,852878,31.4,474.414204247184,1,3.0813333333333333
2008,12109,FL,0.3381485960470126,0.6540002267488001,REPUBLICAN,0.6540002267488001,-0.3158516307017875,0.8783270390620597,0.00492644157601037,"St. Johns County, Florida",0.893836069185854,0.0603007601630495,0.0192739892034813,0.00129448055524953,65.9,90041,4.8,4.8,97952.2155132373,22.5,76894.0083604273,71.4,1.2,2.63,0.379342324499356,40.7,181540,25.5,302.227640379515,1.4607524384579655,5.059234917685917
2012,12109,FL,0.306546452371619,0.6839409381941722,DEMOCRAT,0.306546452371619,-0.37739448582255325,0.8855676230615442,0.00490625168855027,"St. Johns County, Florida",0.893465487566028,0.0543652442281441,0.0202732110708845,0.00157773952954676,63.9,0.7,94695,5.5,83950.6794425087,24.3,81191.9555749129,70,1.4,2.55,0.431332382069141,42.5,202188,25.2,336.602413534501,1.369773519163763,5.04487587108014
2016,12109,FL,0.31571120910675826,0.6496330046735134,DEMOCRAT,0.31571120910675826,-0.3339217955667551,0.8721744203004229,0.00133075689076855,"St. Johns County, Florida",0.885663605388643,0.0524529216843126,0.0270665753529544,0.0036326976821347,60.2,0.6,110153,1.9,102973.852083333,78.2,388014.375,72,1.1,2.76,0.428146775299965,43,235087,29.1,391.372641257569,1.3104166666666666,2.837634490740741
2008,12111,FL,0.5566889756922847,0.4354987186823576,REPUBLICAN,0.4354987186823576,0.12119025700992708,0.9435265929289832,0.00207097019846023,"St. Lucie County, Florida",0.746616473286359,0.180688625013202,0.0172458017110008,0.0026668376661587,60.8,112792,4.9,7.5,64877.8588016721,25.1,106221.535067348,68.9,3.6,2.69,0.176845346304394,39.5,265108,29.6,463.531913353478,1.4607524384579655,5.059234917685917
2016,12111,FL,0.4748485945742543,0.49904506308263574,DEMOCRAT,0.4748485945742543,-0.02419646850838142,0.8967230189888631,0.00463103917955292,"St. Lucie County, Florida",0.742710606935568,0.195587702727833,0.0195917222118908,0.00438815426727611,53.4,1.5,126961,3,58711.9083333333,69.7,218184.375,67.4,1.6,2.72,0.206304379615413,45.2,306507,28.2,535.916593110108,1.3104166666666666,2.837634490740741
2024,12111,FL,0.405476020815789,0.5874018411752427,DEMOCRAT,0.405476020815789,-0.18192582035945376,0.816655854213058,0.00565169872413047,"St. Lucie County, Florida",0.547902321652546,0.217436711290859,0.0204085289374664,0.0137763329664423,57,0.4,173736,3.2,73811,79,391900,50.4,1.2,66296,0.270151588902024,44.9,390670,31.9,683.072606597324,1,3.0813333333333333
2008,12115,FL,0.4952231219225186,0.4962407102863234,REPUBLICAN,0.4962407102863234,-0.0010175883638047778,0.8925731274954121,0.00693288780430049,"Sarasota County, Florida",0.919582214553146,0.0471836304652244,0.013089392216784,0.00152396003838122,54.1,156385,4.5,4.9,70966.2749651649,23.8,180695.07663725,60.8,1.1,2.26,0.271493119100055,50.5,372057,21.4,669.491296720102,1.4607524384579655,5.059234917685917
2012,12115,FL,0.4584490071332177,0.5326007326007326,DEMOCRAT,0.4584490071332177,-0.07415172546751492,0.8998802474885237,0.00811655911117024,"Sarasota County, Florida",0.909718319707262,0.0482640030869073,0.015229951287981,0.00399329788914584,51.4,0.6,152311,5.9,65797.0709930314,26,175268.00087108,58.7,1.2,2.2,0.316442313076186,53.3,386147,22.4,694.845294550505,1.369773519163763,5.04487587108014
2016,12115,FL,0.4272623688679534,0.5432479274260793,DEMOCRAT,0.4272623688679534,-0.11598555855812592,0.8782271598516234,0.01309751611644713,"Sarasota County, Florida",0.910393170596918,0.0429261529586566,0.0158615892129559,0.00243595616733201,48.2,1.2,164860,2.3,72058.5020833333,76.4,308734.166666667,61.7,1.1,2.31,0.335622505730541,55.5,412569,25.6,742.38988863673,1.3104166666666666,2.837634490740741
2024,12115,FL,0.3386154960320475,0.6520862770122102,DEMOCRAT,0.3386154960320475,-0.31347078098016273,0.8051401079053753,0.00165495898468522,"Sarasota County, Florida",0.807041065538686,0.0349241718491662,0.0204152713783351,0.00313677602370102,49.3,0.2,198887,1.8,83003,78.4,466800,51.9,0.5,124529,0.426007518914607,57.6,476604,25.2,857.616521076039,1,3.0813333333333333
2008,12117,FL,0.4824546492144054,0.5103086524684912,REPUBLICAN,0.5103086524684912,-0.027854003254085824,0.909784067056552,0.00373990809175864,"Seminole County, Florida",0.804984252313474,0.101427757792306,0.0359884533191839,0.00227331363452711,70.4,218680,2.5,4.1,84875.5596841616,27.5,158555.912679981,66,1.9,2.72,0.301810267369725,39.3,410854,26,1328.24042154135,1.4607524384579655,5.059234917685917
2012,12117,FL,0.4622998753714888,0.5270012462851117,DEMOCRAT,0.4622998753714888,-0.06470137091362288,0.9099286474867396,0.00558778747499676,"Seminole County, Florida",0.80926473523691,0.113288521439613,0.0425798095803991,0.00330054452021409,65.8,0.3,203853,7.1,75318.3667247387,32.3,138093.717334495,67.2,1.8,2.87,0.331195605504024,39,430838,27.7,1392.84623427308,1.369773519163763,5.04487587108014
2016,12117,FL,0.4709465708594195,0.4866382683551509,DEMOCRAT,0.4709465708594195,-0.015691697495731405,0.8790080463845121,0.01109350948916902,"Seminole County, Florida",0.777917313421695,0.113054608445175,0.0419294852232485,9.8577541445379e-4,64.3,0.4,225551,3.2,80342.95625,64.2,301264.791666667,67.2,2.1,2.7,0.369748082695272,39.2,455479,28,1472.50755490572,1.3104166666666666,2.837634490740741
2024,12117,FL,0.45112379882353576,0.5417407133327211,DEMOCRAT,0.45112379882353576,-0.09061691450918535,0.7601043176792037,0.00512649101600911,"Seminole County, Florida",0.561021421134036,0.1229000919926,0.0597689065011474,0.0016922594797869,66.1,0.1,259439,2.6,85403,65.1,424600,47.3,1.3,59222,0.436511396977122,39.6,494605,26.6,1598.99709798727,1,3.0813333333333333
2008,12127,FL,0.5241280595839622,0.4672960824201063,REPUBLICAN,0.4672960824201063,0.05683197716385596,0.90725124939068,0.00717516981235222,"Volusia County, Florida",0.841407046880145,0.0962701491458449,0.0163060501650483,0.00270060798817756,57.4,222550,4.8,3.4,67397.6567580121,23.5,223331.518810961,63.1,1.9,2.43,0.222006576264131,42.3,498036,25.5,452.393673136932,1.4607524384579655,5.059234917685917
2012,12127,FL,0.489255380837057,0.5009465497834021,DEMOCRAT,0.489255380837057,-0.011691168946345143,0.9083847955706984,0.0073892674616695,"Volusia County, Florida",0.832329208169836,0.107584264010464,0.0164704698661837,0.00359995975450247,51.1,0.7,190262,5.3,54936.1367595819,29.6,190627.271341463,61.8,2.1,2.46,0.210282098602689,46,496950,25.1,451.407199209291,1.369773519163763,5.04487587108014
2016,12127,FL,0.4181830727299909,0.5481946877551568,DEMOCRAT,0.4181830727299909,-0.1300116150251659,0.8809220374172201,0.01412993609320474,"Volusia County, Florida",0.833921460469545,0.105309390136088,0.018380547222705,0.00477554197112006,52.3,0.6,218671,3.3,59448.3625,69.9,213204.791666667,60.4,2.1,2.43,0.240761052556398,46.8,529364,26.7,480.850630047745,1.3104166666666666,2.837634490740741
2024,12127,FL,0.3869010428408557,0.6044837647907555,DEMOCRAT,0.3869010428408557,-0.2175827219498998,0.8135503984415838,0.00417808966157849,"Volusia County, Florida",0.700095558519639,0.105230501748588,0.0228195735701061,0.00342583928915079,55.3,0.6,269542,2.2,71508,74.8,353500,45.6,1.4,108821,0.296508623653005,46.5,602772,28.4,547.531180766239,1,3.0813333333333333
2008,25001,MA,0.5614576245558328,0.42106297724351704,REPUBLICAN,0.42106297724351704,0.14039464731231577,0.8950990201816157,0.00715512847137004,"Barnstable County, Massachusetts",0.941533325190342,0.018294586268203,0.0109658944396944,0.00579961908898027,61.4,108687,4.8,2.8,83721.5652577798,18.8,110368.61124013,62.6,1.1,2.33,0.411082271986479,46.3,221049,24.8,561.442855441007,1.4607524384579655,4.7656236775558645
2012,25001,MA,0.5320362092927168,0.4540885700334298,DEMOCRAT,0.5320362092927168,0.077947639259287,0.8906485439281651,0.01092694527301987,"Barnstable County, Massachusetts",0.92809031533308906,0.0230987406172971,0.0135175909721803,0.00355115284811742,59.4,0.9,100064,4.8,81437.1450348432,18.4,100316.733449477,63.2,1.2,2.37,0.405754607944522,50.9,215423,24.3,547.153365306643,1.369773519163763,5.259321525358111
2016,25001,MA,0.541079619309438,0.40414008456470096,DEMOCRAT,0.541079619309438,0.13693953474473708,0.8662577174279872,0.01492863240227899,"Barnstable County, Massachusetts",0.916411543989994,0.0241510948496332,0.0137719576620807,0.00426552670387724,58.9,1,102907,2.9,88974.6708333333,78.7,502151.666666667,62.6,2.2,2.28,0.434534085010321,53.1,214276,22.7,544.240097410426,1.3104166666666666,2.855252314814815
2024,25001,MA,0.5923244950767886,0.3861343549416944,DEMOCRAT,0.5923244950767886,0.20619014013509424,0.8154840770914968,0.02245839558725415,"Barnstable County, Massachusetts",0.864720299264737,0.023051124392656,0.0122113772197618,0.00521563400266586,55.9,0.2,107916,3,87925,81.4,692900,45.1,1.1,59153,0.505240417522245,56.1,232570,24.8,590.705069418613,1,3.092222222222222
2012,25003,MA,0.7574202152405173,0.2210092113016779,DEMOCRAT,0.7574202152405173,0.5364110039388394,0.8570410041286001,0.01759214736946825,"Berkshire County, Massachusetts",0.922186500123062,0.0232586758552794,0.0158288210681762,0.00209205020920502,62.3,0.9,61207,6.1,63706.7966027874,32.8,50991.1890243902,59.1,2.5,2.23,0.316698284038976,45.5,130016,20.9,140.27946528927,1.369773519163763,5.259321525358111
2008,25005,MA,0.6040679499835472,0.3726431391905232,REPUBLICAN,0.3726431391905232,0.23142481079302396,0.9129465101824432,0.02688018719608058,"Bristol County, Massachusetts",0.905291642162386,0.034540501224756,0.0179032396949194,0.00147300498513254,69.1,281719,4.2,4.8,82154.1778913144,35.8,191789.491407339,68.2,2.7,2.58,0.240014866604543,38.4,545823,26.1,986.788157089578,1.4607524384579655,4.7656236775558645
2012,25005,MA,0.5919530949157175,0.3881925725335288,DEMOCRAT,0.5919530949157175,0.20376052238218867,0.920671135677604,0.02584970010584499,"Bristol County, Massachusetts",0.885969783081284,0.0366224990110365,0.0205305199589172,0.00219749510962071,65.2,0.5,260287,6.9,73541.7704703833,38.1,177158.288327526,65.6,2.1,2.55,0.255126639493759,40.3,551082,27.6,996.295852657801,1.369773519163763,5.259321525358111
2016,25005,MA,0.5203266401294993,0.42353560224775966,DEMOCRAT,0.5203266401294993,0.0967910378817396,0.9020183684106472,0.02725785869623825,"Bristol County, Massachusetts",0.84016986552611,0.0417983106583274,0.0240254762467671,1.8806284522965e-4,66.1,1.1,283587,3.8,86522.88125,62.3,381200.208333333,66.2,2.2,2.53,0.292605285789467,40.8,558324,28.1,1009.38859487211,1.3104166666666666,2.855252314814815
2024,25005,MA,0.495602786879939,0.4826899074517026,DEMOCRAT,0.495602786879939,0.012912879428236379,0.8317733899613383,0.03067870067465741,"Bristol County, Massachusetts",0.745528743970791,0.0556122821712117,0.0273873457550464,0.00160042678047479,65.3,0.4,305643,2.4,81882,63.6,504900,43.9,1.3,80295,0.316596502281536,41,588593,30.9,1064.11162912854,1,3.092222222222222
2008,25009,MA,0.5908868562057314,0.3879066348097776,REPUBLICAN,0.3879066348097776,0.20298022139595384,0.8631676914143689,0.04370146467469461,"Essex County, Massachusetts",0.819508810426135,0.0317900434105454,0.031245544546389,0.00181409097883515,68.6,377034,4.1,4.2,95769.8513701811,34.4,265808.738968881,65.8,2.4,2.59,0.364702399055766,39.6,736457,26.8,1495.22577484354,1.4607524384579655,4.7656236775558645
2012,25009,MA,0.5740357083391336,0.4107468944226534,DEMOCRAT,0.5740357083391336,0.16328881391648026,0.8406926758050126,0.05202909130234947,"Essex County, Massachusetts",0.799209388871096,0.0441320879068524,0.0319076570436385,0.00120034197173704,68,0.4,376300,5.9,92991.1846689895,37.9,241149.9978223,66.6,1.7,2.6,0.361875641050452,40.7,755618,27.6,1534.12827841371,1.369773519163763,5.259321525358111
2016,25009,MA,0.5852296060736888,0.3588509692840671,DEMOCRAT,0.5852296060736888,0.22637863678962167,0.829884975150847,0.05551221483582677,"Essex County, Massachusetts",0.81569745500104,0.0395677635176594,0.0346384807539749,0.00174835498024436,66.9,0.5,399282,3.5,96841.1020833333,64.5,503724.166666667,65.9,2.5,2.63,0.383853498911715,41.3,779018,30,1581.63720715136,1.3104166666666666,2.855252314814815
2024,25009,MA,0.5888351652727006,0.3865512341639065,DEMOCRAT,0.5888351652727006,0.2022839311087941,0.7665323769283678,0.04889643781262137,"Essex County, Massachusetts",0.649662960077093,0.0406098517121434,0.0389313273571555,0.00522126664870415,67.7,0.6,436126,2.8,103048,62.5,654500,47.4,1,111798,0.439226186583884,40.9,823938,29.3,1672.83810795883,1,3.092222222222222
