state,year,county_fips,d_inc_vote,d_gas,d_unemp,d_income,d_lfpr,d_age,d_edu,d_white,d_black,d_asian,d_native,d_manufacturing,d_edu_health,d_homeowner,d_home_value,d_family_hh,d_married,d_hh_size,d_commute,d_pop,d_pop_density,d_percent_car,d_percent_pt,incumbent_party,lag_incumbent_party,same_party_incumbent,incumbent_vote_pct,d_partisan_lean,d_gas_future,d_percent_pt_future
FL,2012,12001,-0.03469192894939832,-0.014359046605776804,2.2,-5878.415822626601,-4,0,-0.04889875716269099,-0.03669262583878097,0.009604773448480014,0.006207683562383902,0.0013672765768875498,-120899.3,113897.2,0.7999999999999972,-10376.0713082062,1.1000000000000014,-0.20000000000000018,0.23999999999999977,-0.3000000000000007,10053,11.488437494259017,-0.0026907417754418184,0.006555701738050729,DEMOCRAT,REPUBLICAN,FALSE,0.5788088159577471,-0.0419424553009497,-2.207241380339399,7.233653818209604e-4
FL,2012,12009,-0.021838358159641358,-0.014359046605776804,3.1999999999999993,-8945.753545008898,-2.1000000000000014,2.1999999999999957,0.011548264947662035,-0.009609001320719068,0.0038091669201305994,0.0015078865317419005,9.4388722035703e-4,-240426.4,223931.6,2.400000000000002,-21334.581386923004,-1.2999999999999972,-0.6000000000000001,0.06000000000000005,-0.8000000000000007,10786,10.622255958718938,-0.005380176800619529,0.0033481648367738597,DEMOCRAT,REPUBLICAN,FALSE,0.43070959066252507,-0.023033604250207076,-2.207241380339399,-0.0026993672103117396
FL,2012,12011,-0.004078693776480624,-0.014359046605776804,2.8000000000000007,-7203.2902907943935,0.10000000000000853,-0.10000000000000142,0.0016901731571979939,-0.03331431874669499,0.025039463486420027,0.0031363249588340983,1.1658547100460012e-4,-862542.7,870098.9,4.799999999999997,-89555.11447643791,0.10000000000000142,0.30000000000000004,0.1299999999999999,0.7000000000000028,63903,52.936523777349976,-0.010706325243897363,0.0028432708233805427,DEMOCRAT,REPUBLICAN,FALSE,0.6719952619040694,0.0019524902228510443,-2.207241380339399,-0.0026342068723932133
FL,2012,12021,-0.04493994102428306,-0.014359046605776804,0.5999999999999996,-15206.561400023696,-3.200000000000003,3,0.0012954592671429732,-0.011259176516166036,0.011785212674150995,0.0052712446814662806,0.0014873906266243601,-135511.9,135715.9,2.900000000000002,-6470.142713716006,-1.6000000000000085,0.10000000000000009,-0.020000000000000018,2.099999999999998,17169,8.591103026051996,-0.02798808249422491,0.01583387189509876,DEMOCRAT,REPUBLICAN,FALSE,0.3467058318579323,-0.07572172709473163,-2.207241380339399,-0.00791406406710967
FL,2012,12031,-0.01591728518116753,-0.014359046605776804,3,-14539.015985918704,-4.400000000000006,-0.8000000000000043,0.028623005637119003,-0.012506611649791943,-0.00424013534526102,0.006744243493330297,-9.169927277683097e-4,-418061.6,391864.1,4.100000000000001,-45143.27531594399,-1,0.09999999999999987,0.1299999999999999,-0.10000000000000142,28640,37.56150860113007,-0.013285028486075046,0.0014214837807683782,DEMOCRAT,REPUBLICAN,FALSE,0.4776932266272994,-0.017077977586859576,-2.207241380339399,0.0067046826617115605
FL,2012,12033,-0.01632710431739043,-0.014359046605776804,1,1068.889691436103,-0.7999999999999972,-0.5,-0.010998093649930013,-0.012690372454173038,-0.012842365068833989,0.0040361128411181,-2.009763363414966e-5,-129613.9,124244.8,9.700000000000003,-23757.776272594798,-1.7999999999999972,0.40000000000000013,0.020000000000000018,1.8000000000000007,-224,-0.3411379551459959,0.0018552339096903347,5.066753499387202e-4,DEMOCRAT,REPUBLICAN,FALSE,0.391812904876702,-0.01236055962785762,-2.207241380339399,-3.3862984566689416e-5
FL,2012,12057,-0.011111593463829506,-0.014359046605776804,2.5,-8980.790608396703,-1.6999999999999886,-0.7000000000000028,0.00608122386584703,-0.043259808740201966,0.00741811039144602,0.0049216229840859035,0.00115016664360171,-572820,588525.6,5.199999999999996,-41278.853467571025,-1.2999999999999972,-0.09999999999999964,0.08000000000000007,0.29999999999999716,96962,95.03950793604008,0.006252253974777022,-0.0029374224210531683,DEMOCRAT,REPUBLICAN,FALSE,0.528437452730298,-0.0043907301845185764,-2.207241380339399,0.0018187955818552998
FL,2012,12071,-0.03796802319867493,-0.014359046605776804,1.7999999999999998,-10738.4250745658,-3.3999999999999986,3.5,-0.018539530948936983,-0.002948278719500985,0.0067642380848682016,0.0037969214751926994,-0.0012349764637244998,-253273.1,252616,6.899999999999999,-38702.111614779016,0.10000000000000853,0.6000000000000001,0.20999999999999996,2.1999999999999993,52157,66.49420882657796,-0.033022053878301594,0.005842687858397529,DEMOCRAT,REPUBLICAN,FALSE,0.41386578300759674,-0.06169575215767338,-2.207241380339399,-0.00860509645715008
FL,2012,12073,-0.01255509179964831,-0.014359046605776804,2.5999999999999996,-5038.9730570018,-3.299999999999997,-0.8000000000000007,0.04490115436015202,-0.011085575156490002,0.002885622642517016,0.007282322233906097,-6.295830019344903e-4,-140973.7,141449.4,3.799999999999997,-11077.064517584193,-0.7000000000000028,-1.2000000000000002,0.16000000000000014,0.3999999999999986,19706,29.550224604077016,-0.0036142463332452524,0.005770337281495902,DEMOCRAT,REPUBLICAN,FALSE,0.6125996777955283,-0.006094616727586211,-2.207241380339399,-0.0068529001273195615
FL,2012,12081,-0.03565012267296813,-0.014359046605776804,0.6000000000000005,-2319.363126324002,-2.0999999999999943,3.200000000000003,0.01271183854911101,0.016430583479334016,0.0028340353551889047,0.003134822088697498,0.0037895912872859105,-135820.1,138274.7,2.8000000000000007,-14648.141700423017,0.19999999999999574,-0.2999999999999998,0.14000000000000012,1.3000000000000007,18129,24.39892056789199,-0.004685952168399732,0.0020765776093583004,DEMOCRAT,REPUBLICAN,FALSE,0.4332697031096286,-0.05428163838243816,-2.207241380339399,2.9876171978344013e-4
FL,2012,12086,0.03400660010983858,-0.014359046605776804,3.3000000000000007,-7663.814764585804,0.5999999999999943,-0.5,-0.00498348865110898,0.004193813099865995,-0.0035519022571859904,8.887868957787991e-4,1.4259025123519991e-5,-1118936,1164740.8,5.800000000000004,-101684.81590593199,0,-0.10000000000000009,0.19999999999999973,-0.10000000000000142,192790,101.58726668565009,-0.013998410734301858,0.0045454050697309595,DEMOCRAT,REPUBLICAN,FALSE,0.6164537967059617,0.07604028697124657,-2.207241380339399,-0.006112016431036968
FL,2012,12095,-0.009411251788168373,-0.014359046605776804,2.1000000000000005,-11638.6392134142,-2.0999999999999943,-1.2999999999999972,0.010059495059625001,-0.008592628672098979,0.018112011678467987,0.004299214510711399,-0.00198895750469225,-545243.6,585533,5.799999999999997,-23669.41220195999,-2.999999999999993,-0.3999999999999999,0.06000000000000005,0.1999999999999993,129433,143.3007211729398,-0.011557434850492432,0.0032280254909688687,DEMOCRAT,REPUBLICAN,FALSE,0.5868118766872731,-0.0038176961294633938,-2.207241380339399,-8.892193336074786e-4
FL,2012,12099,-0.03515860437371876,-0.014359046605776804,1.9000000000000004,-6742.406991055395,-0.10000000000000142,0.20000000000000284,0.005398753371069043,-0.01564544772308496,0.01729411875303702,0.0017296980306313985,-0.0014789833239147899,-572265.8,596829.8,3.400000000000002,-40316.10500035604,0.4000000000000057,-0.2999999999999998,0.08999999999999986,0,91252,46.329918620982994,-0.01724756329291155,0.005517910936279789,DEMOCRAT,REPUBLICAN,FALSE,0.5820522338989315,-0.05879896563641207,-2.207241380339399,-0.0020021868993984407
FL,2012,12103,-0.02416886951505992,-0.014359046605776804,2.1000000000000005,-5501.4182675578995,-1.2000000000000028,1.0999999999999943,0.01800127429188597,-0.009660290203004962,4.5811670029199947e-4,0.0014668599936248986,7.399557397894298e-4,-426929.6,413213.9,6.200000000000003,-51923.13062985602,-1,-0.19999999999999973,-0.010000000000000231,0.8999999999999986,11059,40.391561242280204,-0.0012152289641268466,-0.0011224509427740694,DEMOCRAT,REPUBLICAN,FALSE,0.5224010382301147,-0.026057353115223003,-2.207241380339399,0.0015254088209518697
FL,2012,12105,-0.012692435285601267,-0.014359046605776804,3.3,-8193.087490552898,-4.299999999999997,2.1000000000000014,0.004732355510629005,-0.006316580524117987,0.010753702330843995,0.0019675971480842998,-0.0011977323397468903,-250971.2,232756.7,1.9000000000000021,-20244.092791072995,-1.5999999999999943,0.8,0.1499999999999999,0.5999999999999979,35564,19.782509057387983,0.017822368351068762,0.0026768508430625696,DEMOCRAT,REPUBLICAN,FALSE,0.4609161060466538,-0.0068598195657993966,-2.207241380339399,1.9224453637298015e-4
FL,2012,12109,-0.03945332087958092,-0.014359046605776804,0.7000000000000002,-14001.536070728602,-2.000000000000007,1.7999999999999972,0.051990057569784975,-3.705816198260603e-4,-0.0059355159349053985,9.992218674031994e-4,2.832589742972301e-4,-90040.3,94690.2,1.8000000000000007,4297.947214485612,-1.4000000000000057,0.19999999999999996,-0.08000000000000007,-0.3000000000000007,20648,34.37477315498603,0.007240583999484573,-2.018988746009965e-5,DEMOCRAT,REPUBLICAN,FALSE,0.306546452371619,-0.061542855120765794,-2.207241380339399,-0.0035754947977817203
FL,2012,12115,-0.045310282580458994,-0.014359046605776804,1,-5169.203972133502,-2.700000000000003,2.799999999999997,0.04494919397613095,-0.009863894845884014,0.0010803726216829027,0.002140559071197,0.00246933785076462,-156384.4,152306.5,2.1999999999999993,-5427.07576616999,-2.0999999999999943,0.09999999999999987,-0.05999999999999961,1,14090,25.353997830402932,0.0073071199931116215,0.00118367130686975,DEMOCRAT,REPUBLICAN,FALSE,0.4584490071332177,-0.07313413710371015,-2.207241380339399,0.0049809570052768894
FL,2012,12117,-0.02739147216001997,-0.014359046605776804,3,-9557.1929594229,-4.6000000000000085,-0.29999999999999716,0.029385338134299,0.004280482923435969,0.011860763647306996,0.006591356261215202,0.00102723088568698,-218679.7,203850.5,4.799999999999997,-20462.19534548599,1.2000000000000028,-0.09999999999999987,0.1499999999999999,1.6999999999999993,19984,64.60581273172988,1.4458043018761302e-4,0.0018478793832381202,DEMOCRAT,REPUBLICAN,FALSE,0.4622998753714888,-0.036847367659537056,-2.207241380339399,0.005505722014172259
FL,2012,12127,-0.043448536742836774,-0.014359046605776804,1.9,-12461.519998430202,-6.299999999999997,3.700000000000003,-0.011724477661441995,-0.009077838710308983,0.011314114864619099,1.6441970113539872e-4,8.993517663249098e-4,-222549.3,190257.2,6.100000000000001,-32704.24746949799,-1.3000000000000043,0.20000000000000018,0.029999999999999805,-0.3999999999999986,-1086,-0.9864739276410432,0.0011335461800183744,2.140976493172804e-4,DEMOCRAT,REPUBLICAN,FALSE,0.489255380837057,-0.0685231461102011,-2.207241380339399,0.00674066863153524
MA,2012,25001,-0.04690081346376618,0.49369784780224624,2,-2284.4202229366056,-2,4.600000000000001,-0.005327664041957003,-0.013443009857252886,0.004804154349094099,0.0025516965324859,-0.00224846624086285,-108686.1,100059.2,-0.40000000000000213,-10051.877790653001,0.6000000000000014,0.09999999999999987,0.040000000000000036,-0.5,-5626,-14.289490134364087,-0.00445047625345063,0.003771816801649829,DEMOCRAT,REPUBLICAN,FALSE,0.5320362092927168,-0.062447008053028774,-2.404069210543296,0.004001687129259121
MA,2012,25005,-0.035403765893759376,0.49369784780224624,2.1000000000000005,-8612.407420931093,-3.8999999999999915,1.8999999999999986,0.01511177288921603,-0.019321859081101955,0.002081997786280501,0.0026272802639977985,7.244901244881699e-4,-281718.5,260282.8,2.3000000000000043,-14631.203079812985,-2.6000000000000085,-0.6000000000000001,-0.03000000000000025,1.5,5259,9.507695568222971,0.007724625495160731,-0.00103048709023559,DEMOCRAT,REPUBLICAN,FALSE,0.5919530949157175,-0.02766428841083529,-2.404069210543296,0.0014081585903932617
MA,2012,25009,-0.03805765685108875,0.49369784780224624,1.7000000000000002,-2778.6667011915997,-0.5999999999999943,1.1000000000000014,-0.0028267580053140118,-0.020299421555038943,0.012342044496306999,6.621124972495014e-4,-6.137490070981101e-4,-377033.6,376295.9,3.5,-24658.741146581015,0.7999999999999972,-0.7,0.010000000000000231,0.8000000000000007,19161,38.90250357016998,-0.022475015609356275,0.008327626627654863,DEMOCRAT,REPUBLICAN,FALSE,0.5740357083391336,-0.039691407479473584,-2.404069210543296,0.0034831235334773017
MA,2012,25013,-0.022492501663718856,0.49369784780224624,1,-4033.752703666003,-1.2999999999999972,0.8999999999999986,0.02048364896744198,-3.578833388769853e-4,0.0016311651711119063,0.004744425450273499,5.230988113231199e-4,-209844.6,205205.8,2.3000000000000043,-13218.273742092017,-0.20000000000000284,-0.3999999999999999,0.03000000000000025,0.8000000000000007,5083,8.236256283462012,-0.009781268225550033,-0.0013849277974311083,DEMOCRAT,REPUBLICAN,FALSE,0.616864355610557,-0.0026188923784621343,-2.404069210543296,-0.0012528158434421122
MA,2012,25017,-0.03589596187642141,0.49369784780224624,1.4000000000000004,-1602.7648055299942,0,-0.3999999999999986,0.01312342206480599,-0.031085117035854037,0.0080205717423572,0.014127350899754698,-4.899912083426001e-5,-799147.8,819899.3,1.7999999999999972,-33217.60588296701,0.7000000000000028,0.20000000000000007,0.020000000000000018,1,54737,66.92909748961006,-0.002653643863265387,0.00087114322529650845,DEMOCRAT,REPUBLICAN,FALSE,0.6255936990333745,-0.030110986229918757,-2.404069210543296,0.017040539515921396
MA,2012,25021,-0.03496671114771033,0.49369784780224624,2.2,-9047.936231917003,-1,0.8000000000000043,-8.867488320110084e-4,-0.026546991275959053,0.008882985085977506,0.014465745125213106,-0.0016259451538776903,-351955.7,347910.4,1.5,-17806.639663722017,-0.5999999999999943,-0.30000000000000004,0.04999999999999982,1.6000000000000014,21936,55.37972671933994,0.004420627526306009,-0.008997710937773296,DEMOCRAT,REPUBLICAN,FALSE,0.5685860379274268,-0.03299783177858079,-2.404069210543296,0.007946224576130506
MA,2012,25023,-0.03413160323019082,0.49369784780224624,1.2000000000000002,-6588.382861770995,-3.3000000000000114,1.9000000000000057,0.020669703825646035,-0.012578731375116003,0.013149358065130193,5.357354938174009e-4,-3.0282235337852014e-4,-260038.4,248956.8,-0.09999999999999787,-6749.902254329005,3.0999999999999943,0.2999999999999998,-0.029999999999999805,1.4999999999999964,7693,11.67158837990803,-0.008397693318046073,-3.385743122148316e-4,DEMOCRAT,REPUBLICAN,FALSE,0.5139534793065945,-0.0337997589060774,-2.404069210543296,0.0145982819106961
MA,2012,25025,-0.01309341164632083,0.49369784780224624,1.5,-4876.642488764497,-0.9000000000000057,-2.3000000000000007,0.023145970057477983,-0.028658810317159,0.01658995147016401,0.008894439521166198,-5.817006443080896e-4,-385907.8,385759.8,3.3999999999999915,-15004.421510541026,-0.5,0,-0.10999999999999988,0.6000000000000014,11742,201.56109086620017,-0.04214960501228915,0.02820183708652607,DEMOCRAT,REPUBLICAN,FALSE,0.7744640225805782,0.01001119442884768,-2.404069210543296,-0.008931196135433861
MA,2012,25027,-0.044571565809901625,0.49369784780224624,1.7000000000000002,-12074.50776386079,-2.799999999999997,1.7000000000000028,0.005091746477594028,-0.041181523909870954,0.009947834978274298,0.006395219828408398,5.164718595955199e-4,-409374.6,396196.8,3.8000000000000043,-26416.680996534997,-1.9000000000000057,0,0.020000000000000018,1.6000000000000014,22357,14.798742854718967,-0.0036698265654367956,0.0025617261076723106,DEMOCRAT,REPUBLICAN,FALSE,0.5370835952231301,-0.04309365993883546,-2.404069210543296,0.00409963590054848
MI,2012,26049,-0.03495214414969805,0.4423432522150357,1.5,-9932.2494188079,-3.8000000000000043,2.0999999999999943,0.0032366181905419955,-0.019464855077533927,0.021676369127447,-0.0013879851353628403,0.0010493041234260203,-178270.5,158150.5,0.3999999999999986,-14202.661831558013,-3.000000000000007,0,-0.020000000000000018,-0.5999999999999979,-10382,-16.299193023506064,-0.010072788163022262,7.322279913832917e-4,DEMOCRAT,REPUBLICAN,FALSE,0.6355693751139538,-0.04332596974410907,-2.2840171860885277,8.5771684489311e-4
MI,2012,26065,-0.0422652653868798,0.4423432522150357,2.5,-6791.220680445898,-2.6000000000000014,-0.7000000000000028,0.021138245842926007,-0.029335314819383007,0.0166747120852805,0.008252305384777003,0.00147156953257312,-135120,128310.3,6.399999999999999,-14252.79248852191,0.5,0.6000000000000001,0.009999999999999787,-0.5999999999999979,4195,7.543324641262018,-0.015655381286613923,-0.006063479324560729,DEMOCRAT,REPUBLICAN,FALSE,0.6320616058165898,-0.05501615699027951,-2.2840171860885277,0.006865513794078688
MI,2012,26077,-0.04522000800442627,0.4423432522150357,-0.5,-7136.471682410593,-3.6000000000000085,-0.29999999999999716,0.01584821413714904,-0.024144071066674044,0.008140908013771,0.0031351059948413022,1.4874958153329905e-5,-120475.9,120296.4,2.6000000000000014,-7131.877565094401,-2.799999999999997,-0.2999999999999998,0.040000000000000036,-0.1999999999999993,8668,15.417870180742,-9.278391467522074e-4,0.006680267906395832,DEMOCRAT,REPUBLICAN,FALSE,0.5605789994966633,-0.061908155893993344,-2.2840171860885277,0.0012071854830635886
