state,year,county_fips,d_inc_vote,d_gas,s_d_gas,d_log_gas,d_unemp,d_income,d_lfpr,d_age,d_edu,d_white,d_black,d_asian,d_native,d_manufacturing,d_edu_health,d_homeowner,d_home_value,d_family_hh,d_married,d_hh_size,d_commute,d_pop,d_pop_density,d_percent_car,d_percent_pt,incumbent_party,lag_incumbent_party,same_party_incumbent,incumbent_vote_pct,d_partisan_lean
CA,2014,06001,0.05574818402883008,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.5999999999999996,5735.532162488307,0.29999999999999716,0.7000000000000028,0.025093811322867032,-0.014481726959099994,-0.008038489039323998,0.01597445473109299,0.0015358860654017198,0.3,103122,1.6000000000000014,-25342.251138854015,1.7000000000000028,0.20000000000000018,0.040000000000000036,3.700000000000003,96969,131.21350605738007,-0.05090613381852793,0.03197498432685299,DEMOCRAT,REPUBLICAN,FALSE,0.8217055350263827,0.11149636805766017
CA,2018,06001,-0.01618514703192042,0.4505417320992202,0.20298785236296552,0.11589985975955752,-1.7000000000000002,25317.275478389987,1.6000000000000085,0.5,0.05509117005505898,-0.056524964344708994,-0.011543493172937,0.027520501183049995,-3.1384562814030983e-4,-0.09999999999999998,80137,5.399999999999999,666401.532693408,-0.6000000000000085,-0.5000000000000002,0.040000000000000036,3.6999999999999957,55832,75.54901535744011,-0.024998181645384587,0.017367704640280535,DEMOCRAT,DEMOCRAT,TRUE,0.8055203879944622,-0.03237029406384084
CA,2014,06007,0.011799262295942692,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.2,-3779.569150324096,-2.299999999999997,-0.8000000000000043,0.045754250229502,-0.020724879351147085,0.0018842249577425002,-0.0016142499560383994,0.005802238233567099,0.6000000000000001,3718,0.20000000000000284,-5279.953661330204,-4.400000000000006,-1.2000000000000002,0.040000000000000036,0.5999999999999979,4169,2.5475657746260083,-0.03730461928589113,0.00239459942951341,DEMOCRAT,REPUBLICAN,FALSE,0.4779096310446988,0.023598524591885273
CA,2018,06007,-0.010177511936432904,0.4505417320992202,0.20298785236296552,0.11589985975955752,-1.0999999999999996,8403.777667237599,2.1999999999999957,1.1000000000000014,-0.008948334609721997,-0.013114907035484014,0.0014675561340670995,0.0019984785800312987,-0.010337004863240698,-0.3999999999999999,9626,17.9,276143.8468230279,1.3000000000000043,-0.10000000000000009,-0.029999999999999805,1.6000000000000014,7015,4.286681196691006,0.027269505262710547,-0.0014890642565732592,DEMOCRAT,DEMOCRAT,TRUE,0.4677321191082659,-0.020355023872865807
CA,2014,06013,0.05572537396006216,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.8000000000000007,468.92932917000144,-2.200000000000003,0.29999999999999716,0.010877736342819966,-0.048188651155031015,-0.007856589391991103,0.008686110484643988,8.329549321290002e-4,0,39408,2.3999999999999986,-22276.403912345995,-0.29999999999999716,-0.20000000000000018,0.009999999999999787,3.5,58512,80.95831679020989,-0.0316071528311439,0.020859386142414893,DEMOCRAT,REPUBLICAN,FALSE,0.686455721612356,0.1114507479201241
CA,2018,06013,-0.004478069323517908,0.4505417320992202,0.20298785236296552,0.11589985975955752,-1.9999999999999996,20500.888372528992,1.5999999999999943,1.2000000000000028,0.03960417408504702,-0.0526653778143239,0.0033012070426216983,0.014644094495984,0.0017381550480675698,-0.19999999999999996,57978,30.400000000000006,511000.797055693,1.2999999999999972,0.2999999999999998,0.040000000000000036,4,38876,53.789573481270054,-0.001962314203399096,0.003192192788180198,DEMOCRAT,DEMOCRAT,TRUE,0.6819776522888381,-0.008956138647035705
CA,2014,06017,0.04774197972263533,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.7,-871.1026906530024,-3.5,2.3999999999999986,-0.006407892676993987,-0.016754453076491038,4.2960869284680916e-4,0.009210445624439005,-0.002770198090832331,0.3999999999999999,1319,-0.8000000000000007,-6424.994142290001,-4.699999999999989,-0.10000000000000009,0.08000000000000007,-2.8000000000000007,1893,1.1083782303729919,-0.015432282490592364,-0.0019243414687568593,DEMOCRAT,REPUBLICAN,FALSE,0.45496178229762546,0.09548395944527067
CA,2018,06017,-0.049123035470249765,0.4505417320992202,0.20298785236296552,0.11589985975955752,-2.1,9146.59415681241,1.2999999999999972,1.7000000000000028,0.048607857996367965,0.010284957239110049,-0.001603656768777239,0.0034754702323658987,-0.0035763596941733597,0.30000000000000004,8769,52.7,542120.7019002325,0.09999999999999432,-1.5,-0.1499999999999999,2.700000000000003,7591,4.444637689786006,-0.0636406832829961,-7.613931748123165e-5,DEMOCRAT,DEMOCRAT,TRUE,0.4058387468273757,-0.09824607094049952
CA,2014,06019,0.026189934866805764,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.5,-7513.103987717397,-2.299999999999997,1.0999999999999979,-0.003929160128255976,0.013366915430786053,6.408732086235977e-4,0.004885396300390699,-4.6008900827745024e-4,0.29999999999999893,16110,3,-19586.905653096997,-0.8000000000000114,0.3000000000000007,-0.04999999999999982,-0.3000000000000007,32726,5.492023881947006,0.023499214329366414,-0.0014784470245405301,DEMOCRAT,REPUBLICAN,FALSE,0.4762300874992963,0.052379869733611584
CA,2018,06019,0.01460708177423059,0.4505417320992202,0.20298785236296552,0.11589985975955752,-2.0999999999999996,8221.709572936095,0.7999999999999972,0.8000000000000007,0.02119115369442598,0.04222541392329293,-0.005877778364673403,0.004240074771295899,0.0072327545169391695,0.8000000000000007,34514,2.4000000000000057,140793.95595501503,-1.2999999999999972,-1.0000000000000004,-0.020000000000000018,1.1000000000000014,28426,4.7704049033870035,0.016304557719044044,-0.00174839643222959,DEMOCRAT,DEMOCRAT,TRUE,0.4908371692735269,0.029214163548461018
CA,2014,06023,0.03715490540592392,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-1.2999999999999998,-1563.430392332899,-3.6999999999999957,1,0.02737735683334197,-0.026566469995890074,0.004590417768214498,0.005108737326124199,-0.01002137125330299,0.10000000000000009,-2482,3.5,-7401.445009295101,-2.700000000000003,-0.2999999999999998,0.06999999999999984,0.6999999999999993,15,0.004204055975399967,-0.013426135353928337,0.007410122756537109,DEMOCRAT,REPUBLICAN,FALSE,0.646127755794234,0.0743098108118479
CA,2014,06025,0.005347193250335391,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-1.5,-8074.368776546398,-2.3000000000000043,0.49999999999999645,0.015781396886238003,0.11650124975173104,-0.010854031714184198,-8.337209578436009e-4,-0.004889092914323601,3,924,1.2999999999999972,-7401.280522707704,-4.599999999999994,-1.7999999999999998,0.48,1.6999999999999993,3857,0.9234747555214966,-0.011521964106197435,6.909134214970122e-6,DEMOCRAT,REPUBLICAN,FALSE,0.6426149658564538,0.010694386500670838
CA,2014,06029,0.012082235124357688,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.3,-2341.645679444897,-1.7000000000000028,0.3000000000000007,0.004063262143606,0.04181758889361997,-0.0026228372243588954,0.0077411609276615,-4.4872174821159946e-4,1.3999999999999986,17446,2.3999999999999986,-18485.761159430986,0.7000000000000028,0,0.010000000000000231,-0.09999999999999787,32382,3.9820568539710024,0.0057672513696646055,8.326339711846893e-4,DEMOCRAT,REPUBLICAN,FALSE,0.40900321058740186,0.024164470248715403
CA,2018,06029,0.001598774887848542,0.4505417320992202,0.20298785236296552,0.11589985975955752,-1.2000000000000002,1298.212041920502,0.5,0.8000000000000007,0.007555682017695992,-0.00807638995075799,0.0024073750217083953,0.002788261948475701,-0.0027858154392684294,0.40000000000000213,20283,14,87279.38024782197,-1.8999999999999915,-0.2999999999999998,-0.050000000000000266,-0.3000000000000007,22175,2.726888726353991,0.014818083661353731,-0.0020653752589247995,DEMOCRAT,DEMOCRAT,TRUE,0.4106019854752504,0.003197549775697084
CA,2014,06031,-0.041389242164461215,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-1.6000000000000005,-7479.630967178797,-3.5999999999999943,0.1999999999999993,0.005622275447958,-0.13661240688756593,-0.01220075289299509,-0.006950760147602299,0.005116615264438601,-1.1000000000000014,-3105,-0.10000000000000142,-1801.5832117334976,-1.5,-1.5999999999999996,-0.16000000000000014,1.6999999999999993,-2905,-2.090799915363988,-0.02550578254686564,-0.01506798257652915,DEMOCRAT,REPUBLICAN,FALSE,0.3919917588569893,-0.08277848432892224
CA,2018,06031,0.013779951169125615,0.4505417320992202,0.20298785236296552,0.11589985975955752,-0.39999999999999947,20385.726052517195,1,1.1000000000000014,0.032517261464527006,0.013100913026548922,0.005153589883284793,0.009918738827656003,-0.007885096034992881,-1.6999999999999993,3272,5.299999999999997,261037.5954620965,-0.3999999999999915,3,-0.06000000000000005,1.3999999999999986,1097,0.789537868211994,0.04535355004448349,2.8386372390841984e-4,DEMOCRAT,DEMOCRAT,TRUE,0.4057717100261149,0.027559902338251036
CA,2014,06037,0.008376358652086635,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.5,-1901.3443269996933,-0.6000000000000085,1,0.011186544394771014,-0.0023937010229020395,-0.002730203009756904,0.005292405679798995,0.0020074830359859902,0,353212,1.3999999999999986,-189596.14485976985,-0.3999999999999915,-0.10000000000000009,0.03000000000000025,1.3000000000000007,286285,70.54705797579027,7.947655160186473e-4,-0.003280812912484332,DEMOCRAT,REPUBLICAN,FALSE,0.6684366047803363,0.016752717304173492
CA,2018,06037,0.0505795051730451,0.4505417320992202,0.20298785236296552,0.11589985975955752,-1.9999999999999996,11216.801397046904,0.7000000000000028,0.9000000000000057,0.022085110325364976,-0.012185102732449993,-0.001778907330455201,0.0044221202034550045,0.0012434119572970704,-0.19999999999999996,256889,-9.200000000000003,-1192434.341369459,-0.7000000000000028,-0.19999999999999973,-0.04999999999999982,2.1000000000000014,-11187,-2.7567282169002283,0.006214483541536975,-0.01193542660698288,DEMOCRAT,DEMOCRAT,TRUE,0.7190161099533814,0.10115901034609015
CA,2014,06041,0.07171241083409241,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.6999999999999997,6284.22834840999,2.200000000000003,1.1000000000000014,0.009565990452187978,0.0024380307366209664,-0.007826014001639903,0.005785557912148402,-0.0015817075271615801,-0.09999999999999998,15441,3.1000000000000014,-11133.32218741301,-3.5,-0.10000000000000009,0.08000000000000007,4.700000000000003,7834,15.051442534715989,-0.021072814808052565,0.0330311396395582,DEMOCRAT,REPUBLICAN,FALSE,0.7935447905526861,0.14342482166818482
CA,2018,06041,0.0013502033516697987,0.4505417320992202,0.20298785236296552,0.11589985975955752,-1,31060.433045172016,-1.9000000000000057,2,0.062372150451264985,-4.473868448119367e-4,0.0030770854622236,0.002422215708786493,-6.053767470106299e-4,0.6,-272,26.300000000000004,1257009.0335224667,4.900000000000006,-0.19999999999999973,-0.050000000000000266,1,-1084,-2.082686202148011,-0.02852277555643057,-0.02057387050817451,DEMOCRAT,DEMOCRAT,TRUE,0.7948949939043559,0.0027004067033395973
CA,2014,06047,0.013909119205188003,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.700000000000001,-2637.6210172077044,-1.9000000000000057,1.3000000000000007,0.015331703552309006,-0.13601689371423908,-0.005106039246701,-0.005984237999584391,-0.0029007818446276,1.4000000000000004,7053,4.800000000000004,-5762.197265937197,0.9000000000000057,-0.5,-0.15000000000000036,0.5,9575,4.948415624059976,0.007733668873561195,0.0022287983807168198,DEMOCRAT,REPUBLICAN,FALSE,0.5012833064324081,0.027818238410376
CA,2018,06047,0.018638324455831468,0.4505417320992202,0.20298785236296552,0.11589985975955752,-2.3,13751.182031002805,1,0.3999999999999986,0.007789869548016998,-0.035042429601716996,-7.702180083112992e-4,4.67403321634946e-5,0.0049392532392008096,-0.8000000000000007,10636,2.8999999999999986,274625.4967345205,-5.099999999999994,0.20000000000000018,0.10000000000000009,2.8000000000000007,8412,4.347370467843007,-0.025188781182761133,0.00240148107168913,DEMOCRAT,DEMOCRAT,TRUE,0.5199216308882396,0.03727664891166288
CA,2014,06053,0.06348091428507974,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.3999999999999995,-1754.8854695668997,-5.900000000000006,0.9000000000000057,0.00295164512617202,-0.0034153579232709674,-0.0023074600797195997,-8.788539521764963e-4,-0.0076443574576295584,4,-588,0,-8277.723544565408,0.29999999999999716,-0.9999999999999996,0.16999999999999993,-0.5,14662,4.469271542983989,-0.027028361143947688,0.0010352967128439486,DEMOCRAT,REPUBLICAN,FALSE,0.6943279300733364,0.12696182857015959
CA,2018,06053,-0.03450216649770188,0.4505417320992202,0.20298785236296552,0.11589985975955752,-1,11644.0858927941,2.5,1,0.017778395915009987,-0.30082277403259006,7.588570261626015e-4,-7.864207620775984e-4,0.005856556672023859,-2.8000000000000007,15417,2.1999999999999957,621293.9682658662,1.0999999999999943,0,-0.029999999999999805,2.599999999999998,4250,1.2954852037699993,-0.009227370512155941,-0.00402801948561201,DEMOCRAT,DEMOCRAT,TRUE,0.6598257635756345,-0.06900433299540376
CA,2014,06055,0.08225234479280241,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3,5620.0168874058,-0.8000000000000043,1.1999999999999957,0.058286892822493,-0.10369164973859901,0.0018313828478397978,0.010211388626765197,7.5174932054248e-4,-0.6000000000000005,6408,-1.0999999999999943,-2119.6618915869985,4.799999999999997,-0.30000000000000004,0.08000000000000007,-0.9000000000000021,4809,6.4260177231749935,-0.0024195429181499417,0.003304500025837641,DEMOCRAT,REPUBLICAN,FALSE,0.6818625511146287,0.164504689585605
CA,2018,06055,-0.0338599955216069,0.4505417320992202,0.20298785236296552,0.11589985975955752,0.2999999999999998,10511.659587548304,0.3999999999999986,0.20000000000000284,0.011421831280854,0.04082624532880197,-0.0073192618938860005,0.004995391541119304,0.0024445789028875,-2,-435,26.799999999999997,790523.1402210505,-0.3999999999999915,0.7000000000000002,0.1499999999999999,4.400000000000002,-2250,-3.0065585105319883,-0.04290048063459784,0.006565775619961521,DEMOCRAT,DEMOCRAT,TRUE,0.6480025555930218,-0.06771999104321375
CA,2014,06059,0.04763638437244927,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.2,-822.1734137839958,-1.2000000000000028,1.1000000000000014,0.013817422403445023,0.018238557798407995,-1.429461977748986e-4,0.009897379007113016,6.778904202140003e-4,0.09999999999999998,128101,1.8000000000000043,-65333.42919522105,0.7000000000000028,-0.09999999999999964,0.029999999999999805,1.1000000000000014,126552,160.06306324302977,-1.6443527289033977e-4,-0.005886852177075921,DEMOCRAT,REPUBLICAN,FALSE,0.4443131933656071,0.0952727687448986
CA,2018,06059,0.05711617215492021,0.4505417320992202,0.20298785236296552,0.11589985975955752,-1.5,11035.442887794998,-0.29999999999999716,1.0999999999999943,0.030786507707296018,-0.02675608860446399,0.002454857424901799,0.018499766394575984,-3.2896636345984033e-4,0.09999999999999998,71369,14.799999999999997,111769.903421144,-1.7999999999999972,-0.30000000000000027,-0.029999999999999805,1.3000000000000007,40453,51.164984333480334,-0.01003736472305261,-0.002481413711781337,DEMOCRAT,DEMOCRAT,TRUE,0.5014293655205273,0.11423234430984035
CA,2014,06061,0.0527476026619747,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.2,2280.979370749905,-1.7000000000000028,1.8999999999999986,0.03230233872030003,0.009962684286700996,0.0030575540496387,0.013019660474747903,-0.00495471732386895,-0.09999999999999998,15707,0.6000000000000014,-6945.139111894998,0.7000000000000028,-0.19999999999999996,0.050000000000000266,-0.1999999999999993,21646,15.38651868972002,0.00526343554022668,0.00544893253720642,DEMOCRAT,REPUBLICAN,FALSE,0.4540830342505206,0.10549520532394946
CA,2018,06061,-0.0421168032826536,0.4505417320992202,0.20298785236296552,0.11589985975955752,-1.4,10790.864636662998,-1.5999999999999943,0.3999999999999986,0.04400335028024499,-0.02083887031170395,0.0012598874794699996,0.00629348058285549,-0.0011425322748912304,0.5,12746,42.900000000000006,484050.175849835,0.09999999999999432,0.8999999999999999,-0.020000000000000018,0.6999999999999993,21455,15.250751108191992,-0.029454772748881863,-0.002678368238294109,DEMOCRAT,DEMOCRAT,TRUE,0.411966230967867,-0.08423360656530726
