state,year,county_fips,d_inc_vote,d_gas,s_d_gas,d_log_gas,d_unemp,d_income,d_lfpr,d_age,d_edu,d_white,d_black,d_asian,d_native,d_manufacturing,d_edu_health,d_homeowner,d_home_value,d_family_hh,d_married,d_hh_size,d_commute,d_pop,d_pop_density,d_percent_car,d_percent_pt,incumbent_party,lag_incumbent_party,same_party_incumbent,incumbent_vote_pct,d_partisan_lean
CO,2014,08005,-0.3319634136913858,0.15026190814933926,0.02257864104068047,0.045689755402901655,-2.8000000000000003,3561.121824095506,-1.5,0.3999999999999986,0.03911930966224897,-0.024168731890468975,0.009163495301989802,0.002617183460306899,-0.0042331737324345494,0.7000000000000001,32029,1.6999999999999957,-15397.333579728991,1.5,0,0.11000000000000032,1.1000000000000014,43799,54.89257280398601,-0.007738245370597752,0.0022665250700248593,DEMOCRAT,DEMOCRAT,TRUE,0.5420609908806949,-0.6639268273827716
CO,2018,08005,0.05000664082586781,-0.09169286119995901,0.008407580795034949,-0.027631735808753888,-1.1999999999999997,9352.002360715502,0.5999999999999943,0.7999999999999972,0.01770907909443603,3.6117345828601266e-4,0.007583118348382004,0.006462336423549202,0.0010243577028413607,-0.5,31309,25.6,297843.291017622,-1.9000000000000057,-0.7999999999999998,0.029999999999999805,1.2999999999999972,32394,40.598872198277036,-0.021727934446997166,-0.006558387024575119,DEMOCRAT,DEMOCRAT,TRUE,0.5920676317065627,0.10001328165173559
CO,2014,08013,-0.20475565544866137,0.15026190814933926,0.02257864104068047,0.045689755402901655,-2.2,5853.582358646396,-1,0.5,0.005378168091648927,0.013164714867178073,0.002105227402479889,0.007305708840927898,0.00428643534381149,0.3999999999999999,14901,1.0999999999999943,-6991.500570371994,0.29999999999999716,0.3999999999999999,0.08000000000000007,-0.3999999999999986,18167,25.011528428929978,2.511239925471198e-4,0.005675889582278833,DEMOCRAT,DEMOCRAT,TRUE,0.723696536838713,-0.40951131089732284
CO,2018,08013,0.05231358330889191,-0.09169286119995901,0.008407580795034949,-0.027631735808753888,-1.5999999999999996,9848.016597692913,-1.2999999999999972,0.20000000000000284,0.04473274453202303,-0.003399915473943027,-6.143243214280295e-4,-0.0010763986863277022,-0.00238248341336496,-0.09999999999999987,9640,23.800000000000004,593474.462547302,-1.1000000000000014,-0.6000000000000001,-0.010000000000000231,1.8999999999999986,12745,17.546756747218012,-0.022742968958702314,-4.2499566416941137e-4,DEMOCRAT,DEMOCRAT,TRUE,0.776010120147605,0.10462716661778382
CO,2014,08031,-0.17229424440916274,0.15026190814933926,0.02257864104068047,0.045689755402901655,-5.1000000000000005,8002.676383607904,0,0.6000000000000014,0.033762893940355976,0.08558209971617003,-0.006319856495036899,0.0054559031362112,-7.528515339945002e-4,0.3999999999999999,58617,2.1999999999999957,-9690.522603030986,0.20000000000000284,-0.19999999999999973,0.04999999999999982,0.7999999999999972,59448,388.4952737698495,-0.013386382885678949,0.011362729371780823,DEMOCRAT,DEMOCRAT,TRUE,0.7741735453634513,-0.3445884888183256
CO,2018,08031,0.024593989002735572,-0.09169286119995901,0.008407580795034949,-0.027631735808753888,-0.6999999999999997,12642.10059767439,3.1000000000000085,0.3999999999999986,0.070898033771228,-0.023915669295322073,-0.004931363334083408,1.0908850692800676e-4,-0.0017038494112218503,-0.3999999999999999,57962,-2.6000000000000014,364607.44832243794,-2.3000000000000043,-0.7000000000000002,-0.040000000000000036,0.20000000000000284,52630,343.9393462943708,-0.02754532935340781,-0.015102134887971332,DEMOCRAT,DEMOCRAT,TRUE,0.7987675343661869,0.049187978005471145
CO,2014,08035,-0.39432901200460163,0.15026190814933926,0.02257864104068047,0.045689755402901655,-2.4,296.26044784800615,-2.4000000000000057,1.1999999999999957,0.015206547675134963,-0.019114947475100008,0.003012093404956371,0.003562186011351297,-4.899724761745499e-4,1,17938,2.8000000000000007,-6112.4769367199915,-2.1000000000000085,-0.2999999999999998,0.06999999999999984,0.5,27635,32.889479387538984,-0.020464661749107216,4.5384841676878937e-4,DEMOCRAT,DEMOCRAT,TRUE,0.38976645530386206,-0.7886580240092033
CO,2018,08035,0.029534524215283076,-0.09169286119995901,0.008407580795034949,-0.027631735808753888,0,12661.526083709992,0.5,1.3000000000000043,0.01886735610580903,-0.006020819861651927,0.0023194308428181997,0.0093505488894974,0.0021011873147297098,-1,22561,57.7,523145.22613050096,-1.0999999999999943,-1.2000000000000002,-0.16999999999999993,0.8999999999999986,28138,33.488119088350004,-0.027559204494881695,-0.003897015114913728,DEMOCRAT,DEMOCRAT,TRUE,0.41930097951914513,0.05906904843056618
CO,2014,08041,-0.31692968245373054,0.15026190814933926,0.02257864104068047,0.045689755402901655,-2.3,4782.6851207775035,-2.299999999999997,-0.29999999999999716,0.023783439032804,-0.021697754420719084,-0.002825349626220497,0.006617362993530603,-0.0015482406177628602,0.19999999999999996,18293,-0.09999999999999432,-8125.981012420001,1.4000000000000057,0.7000000000000002,0.040000000000000036,2.1000000000000014,36591,17.204409476473018,0.018361419796092848,-0.0019671569224245407,DEMOCRAT,DEMOCRAT,TRUE,0.3552901055519002,-0.6338593649074611
CO,2018,08041,0.05792158433301803,-0.09169286119995901,0.008407580795034949,-0.027631735808753888,-1.0000000000000004,6333.227540267704,1.8999999999999915,0.5999999999999943,0.023457081082852993,0.0061100473407890155,0.006025295110024205,1.7616285541309853e-4,0.00241977888511176,0.20000000000000007,44537,28.89999999999999,156391.468761783,-1.2000000000000028,0.19999999999999973,0.029999999999999805,0.3999999999999986,50337,23.667523703022027,-0.016199957442234125,-8.839183144141094e-4,DEMOCRAT,DEMOCRAT,TRUE,0.41321168988491824,0.115843168666036
CO,2014,08059,-0.35048567936244024,0.15026190814933926,0.02257864104068047,0.045689755402901655,-3.8999999999999995,1919.6754433525057,-0.29999999999999716,0,0.011665435684655001,-0.001039640040991996,2.669568061043001e-4,5.627779209285977e-4,0.00278820645012134,0.19999999999999996,32599,2.200000000000003,-16576.232710893004,-2.6999999999999957,-0.20000000000000018,0,1.3000000000000007,22970,30.058249172611,-0.009208103126131073,0.007938046186392166,DEMOCRAT,DEMOCRAT,TRUE,0.5322943326492064,-0.7009713587248805
CO,2018,08059,0.034857183741303754,-0.09169286119995901,0.008407580795034949,-0.027631735808753888,-0.5,13619.575434627593,0.29999999999999716,0,0.038401875580829026,-0.005886791040679018,-2.0010264015350027e-4,0.004948986232370299,-0.00220821722824826,-0.10000000000000009,19310,38.4,345867.03093460994,0,0.40000000000000036,0,0.5999999999999979,21730,28.435600980444974,-0.014347928473695926,-0.005115664845229018,DEMOCRAT,DEMOCRAT,TRUE,0.5671515163905102,0.0697143674826074
CO,2014,08069,-0.29646600995121475,0.15026190814933926,0.02257864104068047,0.045689755402901655,-3,-2919.602201638889,-2.3000000000000114,0.10000000000000142,-0.03130173646363704,-5.161939398299342e-4,8.312791619029952e-5,4.3601610528860163e-4,0.00302016649254209,0.8,15337,3.6000000000000014,-8414.106684704995,-1.3999999999999986,1.6,0.03999999999999959,0.8000000000000007,23485,9.046184031728004,-0.025193677087015365,0.005278141800685139,DEMOCRAT,DEMOCRAT,TRUE,0.5272375803028981,-0.5929320199024295
CO,2018,08069,0.04013261979746929,-0.09169286119995901,0.008407580795034949,-0.027631735808753888,-1,13870.282786159194,0.8000000000000114,0.7999999999999972,0.04951509124168002,0.0033831311713219403,3.8472566686758095e-4,0.003588762978458098,-0.00259316807109178,-0.3999999999999999,19303,26.1,393948.018649502,-0.3999999999999986,-1.8,-0.06999999999999984,0.8999999999999986,26396,10.167471735213994,-0.04702705591108114,-0.00122004278493674,DEMOCRAT,DEMOCRAT,TRUE,0.5673702001003674,0.08026523959493853
CO,2018,08077,0.00645424242933712,-0.09169286119995901,0.008407580795034949,-0.027631735808753888,-1.4000000000000004,-4231.422334882402,-3.6999999999999957,2.700000000000003,0.04808636243572201,-8.166441799000168e-4,0.0027581425553930205,0.004443543992444421,0.003425793245194401,-3,78,33.8,235051.7241854473,-1.3000000000000043,-0.10000000000000009,0,-0.1999999999999993,4952,1.4875211094229002,-0.009799883573022417,-0.0016336264837620304,DEMOCRAT,DEMOCRAT,TRUE,0.3669043740202256,0.01290848485867424
CO,2014,08101,-0.29792916548789095,0.15026190814933926,0.02257864104068047,0.045689755402901655,-1.4000000000000004,-727.4784854099998,-2.1000000000000014,-0.8000000000000043,0.04020534405447099,-0.010358517008649981,0.008111487978453099,-0.0014388163742666202,-0.003470211516442598,1.1,1203,2.200000000000003,-6053.671154090902,3.9000000000000057,0.9000000000000004,-0.020000000000000018,1.5999999999999979,2398,1.0049863219689996,0.005544380098929658,0.0033724565432653,DEMOCRAT,DEMOCRAT,TRUE,0.5257164176452822,-0.5958583309757819
CO,2018,08123,0.003178652013210992,-0.09169286119995901,0.008407580795034949,-0.027631735808753888,-0.6000000000000001,12622.6941609012,0.5999999999999943,0.7000000000000028,0.016480105671042022,0.013498428596290024,0.0037864176482065998,0.0037571933408801998,-0.0027250351886472304,-1.0999999999999996,22430,44.9,316118.43015446817,-0.3999999999999915,-1.2999999999999998,0.040000000000000036,2.1000000000000014,36635,9.188280202081401,0.006773480601373172,-3.0137634436833063e-4,DEMOCRAT,DEMOCRAT,TRUE,0.3902743037837024,0.006357304026421984
CT,2014,09001,0.014907626911384475,0.13087446619679133,0.017128125902295076,0.03712986858906442,-1.7999999999999998,6261.119810507997,0.7999999999999972,-0.10000000000000142,0.027511574645527004,-0.027098719662769,0.0018011741894979894,0.006846760113030002,0.00149983945870978,0,39009,1.7999999999999972,-25054.54216592299,1.5,0.5,0.020000000000000018,1.5999999999999979,26724,42.76069612454012,-0.03495768684492351,0.01802478174282353,DEMOCRAT,REPUBLICAN,FALSE,0.5001651492366219,0.02981525382276895
CT,2018,09001,0.039512478100579895,-0.15811011463670077,0.02499880835043066,-0.04503317563663467,-1.3000000000000007,-91.9031697800092,-0.7999999999999972,1.2999999999999972,0.01616828872839099,-0.02046696044725904,0.005009756517647998,0.003428148380909997,3.502459086166497e-4,0,9819,32.900000000000006,242526.08830650797,-0.8999999999999915,-0.10000000000000009,-0.06000000000000005,2.5,-1615,-2.584138760710175,0.007321521644453988,-0.006501855887220659,DEMOCRAT,DEMOCRAT,TRUE,0.5396776273372018,0.07902495620115979
CT,2014,09003,0.009148201969196634,0.13087446619679133,0.017128125902295076,0.03712986858906442,-2,973.374967820404,-1.0999999999999943,0.10000000000000142,0.026954416614014987,-0.0038022348155609675,0.004837344645210989,0.007822992102749907,0.00111895113811865,-0.2,12066,1.5999999999999943,-37609.90207512898,0.9000000000000057,0.2999999999999998,0.04999999999999982,0.9000000000000021,3507,4.7707629893500325,0.0026821848874394316,-0.007983515507665628,DEMOCRAT,REPUBLICAN,FALSE,0.5408556048177987,0.01829640393839327
CT,2018,09003,0.013201290667668175,-0.15811011463670077,0.02499880835043066,-0.04503317563663467,-2.0999999999999996,4068.3844544082094,-1.2000000000000028,0.3999999999999986,0.016843065419414993,-0.016625484653498,0.00574646763765399,0.0062895014127237955,-5.2171832824044e-4,0.09999999999999998,9858,29.200000000000003,6965.063023079012,-1.2999999999999972,0.30000000000000027,-0.009999999999999787,1.0999999999999979,-5288,-7.193554230879954,-0.003672255570437266,0.0014306627192049517,DEMOCRAT,DEMOCRAT,TRUE,0.5540568954854669,0.026402581335336406
CT,2014,09005,-0.007583812821476965,0.13087446619679133,0.017128125902295076,0.03712986858906442,-2.7,2383.9388363264006,-2.5999999999999943,2.5,-0.010893619039794022,-0.015375309903698064,0.011643570343952702,0.0019113336958897012,6.351707288549699e-4,0,-786,1.8000000000000007,-11494.028480209003,0.3999999999999915,-0.3999999999999999,0,-1.8000000000000007,-4847,-5.265212102317008,-0.00492182824896803,-0.0027146834815158,DEMOCRAT,REPUBLICAN,FALSE,0.3995957465506635,-0.01516762564295393
CT,2014,09009,0.011854607457601918,0.13087446619679133,0.017128125902295076,0.03712986858906442,-1.6000000000000005,-2034.0173807784013,-2.6000000000000085,0.6999999999999957,0.027695113722758957,-0.00649095451466597,0.0016615191052289924,0.001870838014366799,-9.893289390744007e-5,0,-2278,1.3999999999999986,-32967.28642167704,-3.1000000000000014,0.19999999999999996,0,0.3999999999999986,-1712,-2.8321459413398316,-0.015923079239392957,0.0028488562369987716,DEMOCRAT,REPUBLICAN,FALSE,0.5394876230454569,0.023709214915203954
CT,2018,09009,-0.029080999462625545,-0.15811011463670077,0.02499880835043066,-0.04503317563663467,-2.1999999999999997,4734.437176045103,-0.3999999999999915,0.6000000000000014,0.005322002982605045,-0.01656056082698598,0.012611102340287006,0.004528267887961901,0.00201542029444184,0,14306,23,45649.66835656902,1.2999999999999972,0,-0.07999999999999963,0.5,-3657,-6.049741651580007,-0.0040518707520385,-0.0069145930469538194,DEMOCRAT,DEMOCRAT,TRUE,0.5104066235828314,-0.05816199892525104
CT,2014,09011,0.022004657407323047,0.13087446619679133,0.017128125902295076,0.03712986858906442,-1.4000000000000004,-2017.272646179801,-0.10000000000000853,1,0.018801163078949024,-0.01575052710620295,-0.0022888235763406026,-0.004214004988881699,-0.0025750140373939794,0.2,3185,1.7000000000000028,-11791.621269414594,2.1000000000000014,0.30000000000000027,0.040000000000000036,-0.3999999999999986,-379,-0.5698850180510249,0.008477306395081596,-0.01678154726494209,DEMOCRAT,REPUBLICAN,FALSE,0.5200667884668901,0.044009314814646025
CT,2018,09011,-0.01479023281000158,-0.15811011463670077,0.02499880835043066,-0.04503317563663467,-0.5999999999999996,-3726.421608042496,-2.0999999999999943,0.8999999999999986,0.010749945695355978,-0.013342573723780005,0.0043722844374409,0.002598169861575697,0.00160325373905301,0.8,-3306,32.89999999999999,204948.9214074046,-0.10000000000000142,1.5,-0.1200000000000001,1.2999999999999972,-6892,-10.363186132993974,-8.748577653323597e-4,-0.006128184801271209,DEMOCRAT,DEMOCRAT,TRUE,0.5052765556568886,-0.029580465620003098
CT,2018,09015,-0.04814099710237996,-0.15811011463670077,0.02499880835043066,-0.04503317563663467,-1.2000000000000002,3718.368532070992,-3.5999999999999943,-0.7000000000000028,0.0019171187512249943,-0.006015238202431994,-0.0038087831481457,9.794873294216994e-4,0.0012213916644996997,0.20000000000000018,-832,38.199999999999996,217885.6902935073,-1.7999999999999972,-0.7000000000000002,0,0.8999999999999986,29,0.056554082430011476,-0.02313168233397378,-0.0010702641936975099,DEMOCRAT,DEMOCRAT,TRUE,0.4416932706568462,-0.09628199420475991
DE,2016,10001,-0.1263256159204078,-0.03438319535679435,0.0011822041229434845,-0.010886114003973768,1.3000000000000003,-10913.147565412597,-4.700000000000003,1.7000000000000028,0.03349876071621702,-0.05125707617850905,0.029959884264395997,-0.0027023509794256995,-3.262561338274097e-4,-71188.1,77369.9,40.7,198936.3444418644,-4.099999999999994,0.2999999999999998,-0.03000000000000025,1.1000000000000014,19412,33.10741161182301,-0.02185572764056598,0.0039908108201880295,DEMOCRAT,DEMOCRAT,TRUE,0.5083272069219024,-0.25265123184081556
DE,2012,10003,0.03183851592196929,0.3630510777066287,0.13180608502394456,0.10824681316534024,1.0999999999999996,-7307.087694465707,-2.1000000000000085,-0.7999999999999972,0.01844085345103602,-0.04256337754626505,0.012732722555858,0.007981992312431602,-5.934601877145601e-4,-266731.5,263772.9,4.100000000000001,-18051.507198245003,-0.7999999999999972,0.10000000000000009,0.009999999999999787,0.40000000000000213,16435,38.553960376099894,0.00789395279692362,-0.019945583254264675,DEMOCRAT,DEMOCRAT,TRUE,0.7745694449125409,0.06367703184393853
DE,2016,10003,-0.09382772588312471,-0.39743427306342305,0.15795400140545152,-0.119132927169314,-1.9,3015.9582026713033,-2.1999999999999957,1.5,0.011121879551003022,-0.013717135123448965,0.009870521013983002,0.007763493251882796,0.0016467137080387602,0.09999999999999998,6719,35.10000000000001,141984.78731126597,-0.6000000000000085,-0.8000000000000003,0.040000000000000036,0.29999999999999716,10911,25.59551333517993,0.012155572726531672,-7.996793413014153e-4,DEMOCRAT,DEMOCRAT,TRUE,0.6807417190294162,-0.18765545176624948
DE,2016,10005,-0.06732552055762897,-0.03438319535679435,0.0011822041229434845,-0.010886114003973768,-2.6999999999999997,6377.95068702579,-4.799999999999997,7,0.057655389916383026,0.02502018222233393,-0.011045358234828995,0.0013680477336511995,0.00276008617579511,-83054.3,96441.1,55.699999999999996,249448.5551168908,0.6000000000000085,-1.1,0.14000000000000012,2.8000000000000007,32215,34.414483876085,-0.0031612866701875575,0.00778911650546681,DEMOCRAT,DEMOCRAT,TRUE,0.46147430296290415,-0.134651041115258
FL,2014,12001,0.023460149277694242,0.04599841769174251,0.00211585443014401,0.014332592092870966,-0.1999999999999993,1897.6159643516003,-0.7000000000000028,1.0999999999999979,0.010015969514499012,-0.0020386068339860453,-0.010578644112682,8.260246166883964e-4,1.0748886279100985e-4,-0.5,2645,3.0999999999999943,-7364.148589413511,-1.6999999999999957,0.10000000000000009,0.050000000000000266,1,8883,10.15137672948299,0.001051847335572731,2.6629561959379267e-4,REPUBLICAN,REPUBLICAN,TRUE,0.4138045749111765,-0.046920298555388484
FL,2018,12001,-0.05168191395266297,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-1.9000000000000004,4084.9763625599007,2.5,0.5,0.024899538491709006,-0.005527802503695001,0.001079367490421007,0.0065657272354771035,7.341407811407301e-4,0.7999999999999999,15755,12,174408.8713690186,-2.5,0.19999999999999996,0.13999999999999968,1.5,13576,15.51447601930397,0.021276221796268757,-0.015319736340365861,REPUBLICAN,REPUBLICAN,TRUE,0.36212266095851353,0.10336382790532594
FL,2018,12005,-0.0274615804077164,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-2.1,5771.526681839401,1.7999999999999972,0.20000000000000284,0.010895153961388987,-0.02342432017906193,7.069444649339951e-4,-3.1580742112339785e-4,-0.00565873459691711,0.5,7926,29.999999999999993,170154.5946807434,-0.3999999999999915,-1.4000000000000001,-0.18999999999999995,1.3000000000000007,6302,8.308942335697992,-0.01082635314274405,-6.491148370997603e-4,REPUBLICAN,REPUBLICAN,TRUE,0.7317420676848205,0.0549231608154328
FL,2014,12009,-0.007535862569003959,0.04599841769174251,0.00211585443014401,0.014332592092870966,-2.4000000000000004,-3056.3965582467063,-3.799999999999997,1.3999999999999986,0.020980915047169035,-0.009152101524487977,0.006046657844176989,0.004965462661675798,-0.0013002355370387102,-0.09999999999999998,2083,5.699999999999999,-32386.670699652983,-1.9000000000000057,0,0.040000000000000036,0.5,13312,13.109908336960984,-0.009643109388235205,0.0014640149432112197,REPUBLICAN,REPUBLICAN,TRUE,0.5616505649254954,0.015071725138007919
FL,2018,12009,0.023672780459769505,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-2.4,8850.721002494,-0.29999999999999716,0.30000000000000426,0.039093830293152,-0.004441134506972921,-0.010548054499711093,1.752173239212007e-4,8.31025127521999e-5,0.2,27591,45,69647.01563311499,-1.5,-0.5,0.1599999999999997,0.7999999999999972,39964,39.357299938276014,-0.00344216040173273,2.879529986135401e-4,REPUBLICAN,REPUBLICAN,TRUE,0.5853233453852649,-0.047345560919539065
FL,2014,12011,-0.03824000115000542,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.6999999999999993,-735.9696485780005,-1.7999999999999972,0.29999999999999716,0.012189871962830001,-0.00912028749667293,0.011142336129516983,0.003944040392508501,-1.4868086832776992e-4,-0.3,89770,4.400000000000006,-81439.52816960006,0.6999999999999957,0,0.1299999999999999,0.9000000000000021,115657,95.8089531088799,-0.008253191936893445,0.0023559985641687306,REPUBLICAN,REPUBLICAN,TRUE,0.30260372935908203,0.0764800023000109
FL,2018,12011,0.012680778227218914,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-2,3169.235424966595,-1.2999999999999972,0.5,0.01864359618882,-0.03451172210137898,0.010787290992506027,3.9025045637060274e-4,1.7130908459799758e-5,0,56971,24.199999999999996,-198842.808706331,-0.5,0,0,1.0999999999999979,82025,67.94858399195004,-0.0013871768940841855,-0.00629106799194943,REPUBLICAN,REPUBLICAN,TRUE,0.31528450758630094,-0.025361556454437828
FL,2014,12021,0.013910617674179226,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.0000000000000004,1061.7280244350986,0.29999999999999716,1.8000000000000043,0.03650885460133002,-0.005473801949899104,0.0061285556018403076,0.0011347948178460007,0.00400032767632588,2.9,21076,3.099999999999998,-675.6981076920056,0.7999999999999972,-0.19999999999999996,-0.13000000000000034,-0.5,26305,13.162616640472976,-0.03948561922205429,0.02690700501381222,REPUBLICAN,REPUBLICAN,TRUE,0.6810555244173643,-0.027821235348358397
FL,2018,12021,-0.029301429145851543,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-1.1999999999999997,10409.312659280098,-0.7000000000000028,2.8999999999999986,0.03495295738175297,0.03149720266727707,-0.002588144673547496,0.0020775624332808,-0.00386660915384605,-0.9000000000000004,16230,45.4,336406.800185647,-1,0.3999999999999999,0.010000000000000231,-0.10000000000000142,29711,14.866926554081004,0.04436334942419229,-0.03591495427447788,REPUBLICAN,REPUBLICAN,TRUE,0.6517540952715127,0.05860285829170303
FL,2014,12031,0.03717122089152236,0.04599841769174251,0.00211585443014401,0.014332592092870966,-2.8,-5618.51274894541,-2.3999999999999915,0.4000000000000057,0.011952546309050016,-0.009626213639451042,0.002385100315853983,0.0050976007922132055,1.4169766981233026e-4,0,20587,5.899999999999999,-37589.34125170202,-2.3000000000000043,0.20000000000000018,-0.010000000000000231,1.1999999999999993,31822,41.73471811119998,-0.015289728754355636,0.004772316283572159,REPUBLICAN,REPUBLICAN,TRUE,0.5665182078140175,-0.07434244178304489
FL,2018,12031,-0.08870861773237382,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-1.6,9103.047541388201,1.7999999999999972,0.09999999999999432,0.04361746973305697,-0.014087523116400935,-0.007669658825871006,0.0015411991218499954,0.0012882771646284797,0,51703,10.899999999999999,-13769.278830938012,1.2000000000000028,0.3999999999999999,-0.040000000000000036,1.6000000000000014,52483,68.83172681259998,-0.008880189400740535,-0.005039228904234468,REPUBLICAN,REPUBLICAN,TRUE,0.4778095900816437,0.17741723546474775
FL,2018,12033,-0.059113859410802494,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-1.3000000000000003,1949.7158888722042,-1.5999999999999943,0.8999999999999986,0.024132082663853,-0.0074115935685149514,0.005502495075920988,0.0028172190756386023,0.0016866522512616593,0.20000000000000007,3265,20.6,101327.86889019159,-0.10000000000000142,-0.3999999999999999,-0.020000000000000018,2.6000000000000014,4875,7.424319336336964,-0.0021760128708072646,0.00388256396746156,REPUBLICAN,REPUBLICAN,TRUE,0.5857832761026702,0.11822771882160504
FL,2014,12057,0.0028525293766694104,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.5,991.2674532733945,-1,0.6000000000000014,0.01004107154385303,-0.029902475226056935,-0.0027525770272469885,0.0028685034099208973,-0.00845545175789732,-0.09999999999999987,67171,3.3999999999999986,-30174.329754202976,0.20000000000000284,-0.20000000000000018,0.009999999999999787,1.6000000000000014,82452,80.817201670159875,-0.010794553759127079,-0.0025513413156298924,REPUBLICAN,REPUBLICAN,TRUE,0.4856677942876718,-0.005705058753338883
FL,2018,12057,-0.030942786397006428,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-1.6,5753.620374534599,-0.7000000000000028,0.3999999999999986,0.04187333168903501,-0.0012315058370470089,0.002793623190655986,0.0029682655942539007,2.0472344736699802e-5,-0.19999999999999996,76388,15.700000000000003,-83513.67905928701,1,-0.20000000000000018,-0.029999999999999805,1.2999999999999972,120590,118.1990291248901,-0.0036819854726313217,-0.0017265243017058583,REPUBLICAN,REPUBLICAN,TRUE,0.4547250078906654,0.06188557279401286
FL,2014,12071,-0.006781305511864066,0.04599841769174251,0.00211585443014401,0.014332592092870966,-5.000000000000001,1823.0249522172016,-1.2999999999999972,1.5999999999999943,0.031054105402629983,0.010020955323692071,0.005644813701804807,0.0014121951348462,-3.3947620491616e-4,-0.10000000000000009,45777,4,-4731.453031685,-1,0.19999999999999973,-0.08000000000000007,1.1000000000000014,59362,75.67975965571804,0.02530631158576957,-0.0071803987507322,REPUBLICAN,REPUBLICAN,TRUE,0.6055228978829884,0.013562611023728077
FL,2018,12071,0.004751346044417404,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-1.5,5122.2611233008065,-0.10000000000000142,1.5,0.027697913330748003,-0.012486810758876032,0.0011483984827783955,8.501424034036992e-4,-0.0012672367207357598,-0.6,43543,39.8,59860.361474152975,-0.4000000000000057,-0.7999999999999998,0.10999999999999988,1.6000000000000014,75097,95.74008474892298,0.0010513215439640344,-0.0046498850989335405,REPUBLICAN,REPUBLICAN,TRUE,0.6102742439274058,-0.00950269208883478
FL,2014,12073,0.04424910432155832,0.04599841769174251,0.00211585443014401,0.014332592092870966,0.6000000000000005,-565.6839951440998,4.5,0.3000000000000007,0.01162067214003204,-0.013720162484830989,0.015089133719920989,0.006041463647469599,-0.0021663577036181497,-0.09999999999999998,13013,5.799999999999997,-12742.889239886601,-1.9000000000000057,0.7000000000000002,0,0.5999999999999979,7930,11.89146864459201,-0.011904468687124803,0.0173445330644254,REPUBLICAN,REPUBLICAN,TRUE,0.3645599268766424,-0.08849820864311658
FL,2018,12073,-0.004503404447908255,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-3.1000000000000005,3921.6241692446056,-2,1.1999999999999993,-0.0013617378220009968,-0.01581676775382601,-0.007918501028291003,0.004104841369228701,1.4358628186213e-4,0.29999999999999993,8308,3.8999999999999986,189992.6067962563,1.3000000000000043,-0.40000000000000013,0.040000000000000036,0.6000000000000014,8514,12.767208580082979,-0.017330673073269187,-0.002685727625682501,REPUBLICAN,REPUBLICAN,TRUE,0.36005652242873415,0.009006808895816454
FL,2014,12081,-0.009281688910604768,0.04599841769174251,0.00211585443014401,0.014332592092870966,-4.6,4552.9375659936995,-2.3000000000000043,1.7000000000000028,0.04190718368931595,0.017687651926058034,0.005037885359382696,0.0030863224509269996,-9.8167164375005e-4,-0.5,18912,2.799999999999997,-4749.877357103018,5.3999999999999915,0.7000000000000002,-0.009999999999999787,0.6999999999999993,28311,38.102368591627,-0.0075481503739783795,-0.0049643612164617,REPUBLICAN,REPUBLICAN,TRUE,0.5554647801339486,0.018563377821209592
FL,2018,12081,0.024152935483766957,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-0.8999999999999999,5961.3668754817045,0.8000000000000043,1.5,-0.0017988319324580004,-1.8009856794598544e-4,-0.006812260464405501,0.003651159792761899,4.9103683948149e-4,0.5999999999999999,24724,43.6,190953.39447874203,-1.0999999999999943,-0.10000000000000009,0.06999999999999984,1.7000000000000028,43109,58.01826172217295,-0.02603869637864431,-7.714618130371899e-4,REPUBLICAN,REPUBLICAN,TRUE,0.5796177156177156,-0.048305870967533915
FL,2014,12086,-0.025107021259141715,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3,-960.5815665770933,0.8999999999999986,1,0.013740574754449009,0.013159889735422037,-0.002532028118183982,4.703290107959876e-5,-6.131448973118799e-4,0,164924,4.299999999999997,-74881.51189644006,-0.3999999999999915,0.10000000000000009,0.0900000000000003,1.3000000000000007,157495,82.98919324994995,0.003863328583484593,2.7368224461202934e-4,REPUBLICAN,REPUBLICAN,TRUE,0.40220073841856013,0.050214042518283486
FL,2018,12086,-0.00806332078325056,-0.16631185635974255,0.027659633565823637,-0.052822164382440695,-2.1,8351.011208477299,1.5,0.8000000000000043,0.04842439242402197,-0.015122389366970967,-0.015362689075122005,4.985757453077021e-4,0.00101625162961169,0,132587,4,-193384.8757558,1.0999999999999943,-0.19999999999999973,-0.07000000000000028,3.5000000000000036,98707,52.01190068334017,-0.016159610747394026,-0.004573257351459498,REPUBLICAN,REPUBLICAN,TRUE,0.3941374176353096,0.01612664156650101
