state,year,county_fips,d_inc_vote,d_gas,s_d_gas,d_log_gas,d_unemp,d_income,d_lfpr,d_age,d_edu,d_white,d_black,d_asian,d_native,d_manufacturing,d_edu_health,d_homeowner,d_home_value,d_family_hh,d_married,d_hh_size,d_commute,d_pop,d_pop_density,d_percent_car,d_percent_pt,incumbent_party,lag_incumbent_party,same_party_incumbent,incumbent_vote_pct,d_partisan_lean,d_gas_future,s_d_gas_future,d_percent_pt_future
CA,2014,06029,0.012082235124357688,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.3,-2341.645679444897,-1.7000000000000028,0.3000000000000007,0.004063262143606,0.04181758889361997,-0.0026228372243588954,0.0077411609276615,-4.4872174821159946e-4,1.3999999999999986,17446,2.3999999999999986,-18485.761159430986,0.7000000000000028,0,0.010000000000000231,-0.09999999999999787,32382,3.9820568539710024,0.0057672513696646055,8.326339711846893e-4,DEMOCRAT,REPUBLICAN,FALSE,0.40900321058740186,0.024164470248715403,0.4505417320992202,NA,-0.0020653752589247995
CA,2014,06031,-0.041389242164461215,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-1.6000000000000005,-7479.630967178797,-3.5999999999999943,0.1999999999999993,0.005622275447958,-0.13661240688756593,-0.01220075289299509,-0.006950760147602299,0.005116615264438601,-1.1000000000000014,-3105,-0.10000000000000142,-1801.5832117334976,-1.5,-1.5999999999999996,-0.16000000000000014,1.6999999999999993,-2905,-2.090799915363988,-0.02550578254686564,-0.01506798257652915,DEMOCRAT,REPUBLICAN,FALSE,0.3919917588569893,-0.08277848432892224,0.4505417320992202,NA,2.8386372390841984e-4
CA,2014,06037,0.008376358652086635,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.5,-1901.3443269996933,-0.6000000000000085,1,0.011186544394771014,-0.0023937010229020395,-0.002730203009756904,0.005292405679798995,0.0020074830359859902,0,353212,1.3999999999999986,-189596.14485976985,-0.3999999999999915,-0.10000000000000009,0.03000000000000025,1.3000000000000007,286285,70.54705797579027,7.947655160186473e-4,-0.003280812912484332,DEMOCRAT,REPUBLICAN,FALSE,0.6684366047803363,0.016752717304173492,0.4505417320992202,NA,-0.01193542660698288
CA,2014,06041,0.07171241083409241,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.6999999999999997,6284.22834840999,2.200000000000003,1.1000000000000014,0.009565990452187978,0.0024380307366209664,-0.007826014001639903,0.005785557912148402,-0.0015817075271615801,-0.09999999999999998,15441,3.1000000000000014,-11133.32218741301,-3.5,-0.10000000000000009,0.08000000000000007,4.700000000000003,7834,15.051442534715989,-0.021072814808052565,0.0330311396395582,DEMOCRAT,REPUBLICAN,FALSE,0.7935447905526861,0.14342482166818482,0.4505417320992202,NA,-0.02057387050817451
CA,2014,06047,0.013909119205188003,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.700000000000001,-2637.6210172077044,-1.9000000000000057,1.3000000000000007,0.015331703552309006,-0.13601689371423908,-0.005106039246701,-0.005984237999584391,-0.0029007818446276,1.4000000000000004,7053,4.800000000000004,-5762.197265937197,0.9000000000000057,-0.5,-0.15000000000000036,0.5,9575,4.948415624059976,0.007733668873561195,0.0022287983807168198,DEMOCRAT,REPUBLICAN,FALSE,0.5012833064324081,0.027818238410376,0.4505417320992202,NA,0.00240148107168913
CA,2014,06053,0.06348091428507974,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.3999999999999995,-1754.8854695668997,-5.900000000000006,0.9000000000000057,0.00295164512617202,-0.0034153579232709674,-0.0023074600797195997,-8.788539521764963e-4,-0.0076443574576295584,4,-588,0,-8277.723544565408,0.29999999999999716,-0.9999999999999996,0.16999999999999993,-0.5,14662,4.469271542983989,-0.027028361143947688,0.0010352967128439486,DEMOCRAT,REPUBLICAN,FALSE,0.6943279300733364,0.12696182857015959,0.4505417320992202,NA,-0.00402801948561201
CA,2014,06055,0.08225234479280241,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3,5620.0168874058,-0.8000000000000043,1.1999999999999957,0.058286892822493,-0.10369164973859901,0.0018313828478397978,0.010211388626765197,7.5174932054248e-4,-0.6000000000000005,6408,-1.0999999999999943,-2119.6618915869985,4.799999999999997,-0.30000000000000004,0.08000000000000007,-0.9000000000000021,4809,6.4260177231749935,-0.0024195429181499417,0.003304500025837641,DEMOCRAT,REPUBLICAN,FALSE,0.6818625511146287,0.164504689585605,0.4505417320992202,NA,0.006565775619961521
CA,2014,06059,0.04763638437244927,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.2,-822.1734137839958,-1.2000000000000028,1.1000000000000014,0.013817422403445023,0.018238557798407995,-1.429461977748986e-4,0.009897379007113016,6.778904202140003e-4,0.09999999999999998,128101,1.8000000000000043,-65333.42919522105,0.7000000000000028,-0.09999999999999964,0.029999999999999805,1.1000000000000014,126552,160.06306324302977,-1.6443527289033977e-4,-0.005886852177075921,DEMOCRAT,REPUBLICAN,FALSE,0.4443131933656071,0.0952727687448986,0.4505417320992202,NA,-0.002481413711781337
CA,2014,06061,0.0527476026619747,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.2,2280.979370749905,-1.7000000000000028,1.8999999999999986,0.03230233872030003,0.009962684286700996,0.0030575540496387,0.013019660474747903,-0.00495471732386895,-0.09999999999999998,15707,0.6000000000000014,-6945.139111894998,0.7000000000000028,-0.19999999999999996,0.050000000000000266,-0.1999999999999993,21646,15.38651868972002,0.00526343554022668,0.00544893253720642,DEMOCRAT,REPUBLICAN,FALSE,0.4540830342505206,0.10549520532394946,0.4505417320992202,NA,-0.002678368238294109
CA,2014,06065,0.013272216135733261,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.0999999999999996,-2551.7023620866094,-1.8999999999999986,1.0999999999999943,0.004644144861520982,-0.040464941089144,0.0010220520977300002,0.003093481089168598,-3.668764148435401e-4,-0.10000000000000009,88425,4.600000000000001,-66615.57655730506,-0.20000000000000284,0.3999999999999999,0.03999999999999959,0.1999999999999993,125939,17.476167672205975,-0.0037118632653105887,0.0010874432314557907,DEMOCRAT,REPUBLICAN,FALSE,0.4708596163977844,0.02654443227146653,0.4505417320992202,NA,-0.004344553555842911
CA,2014,06067,0.027217706442607348,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.3,-1809.8404384216992,-1.8000000000000043,0.9000000000000057,0.018285723115045005,-0.015277648933263,-2.1092044431000878e-5,0.010956490764274018,-0.00294216482944782,0.20000000000000007,50455,3,-47471.33720825502,1.1000000000000085,-0.2999999999999998,0.07999999999999963,0.3999999999999986,60067,62.24962681664988,0.0026739296958162573,-0.0037606686617263976,DEMOCRAT,REPUBLICAN,FALSE,0.6232825673270559,0.054435412885214696,0.4505417320992202,NA,-0.007331978880559212
