state,year,county_fips,d_inc_vote,d_gas,s_d_gas,d_log_gas,d_unemp,d_income,d_lfpr,d_age,d_edu,d_white,d_black,d_asian,d_native,d_manufacturing,d_edu_health,d_homeowner,d_home_value,d_family_hh,d_married,d_hh_size,d_commute,d_pop,d_pop_density,d_percent_car,d_percent_pt,incumbent_party,lag_incumbent_party,same_party_incumbent,incumbent_vote_pct,d_partisan_lean,d_gas_future,s_d_gas_future,d_percent_pt_future
CA,2014,06071,-0.025642285331363035,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.4000000000000004,-6713.092400144305,-3.3000000000000043,1.0000000000000036,0.002776093321668005,-0.03514050668684998,-0.004646908441703401,0.005063032937808104,-4.326829634112607e-4,-0.20000000000000007,50243,5.100000000000001,-65386.66619305202,-0.8000000000000114,-0.10000000000000009,-0.040000000000000036,1.5,70178,3.4989066830430033,-3.4963665697562707e-4,-0.003058734275173669,DEMOCRAT,REPUBLICAN,FALSE,0.46855599128540304,-0.05128457066272607,0.4505417320992202,NA,-0.00226323117547912
CA,2014,06073,0.041396468526066044,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.4000000000000004,1539.479317576799,0.09999999999999432,0.6999999999999957,0.03357918557647499,-0.006629524862839964,-2.4868934706850226e-4,0.007913536934631996,-0.0010639113202767095,0.09999999999999998,152917,1.6999999999999957,-62305.287777435035,1.6999999999999886,0.19999999999999973,0.04999999999999982,0.8999999999999986,157442,37.42679311215102,-0.015697731129223458,-0.005619080257892529,DEMOCRAT,REPUBLICAN,FALSE,0.510670572158482,0.08279293705213214,0.4505417320992202,NA,-6.901155828143296e-4
CA,2014,06075,0.0645960405013366,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-1.9000000000000004,9575.102364644,1.0999999999999943,0.10000000000000142,0.03378903371670505,-0.04118061569947301,-0.007323383441142001,0.005746268935241994,-0.0021532284924313102,0,46440,-1,-1051.7875516689965,1.5,-0.10000000000000009,-0.020000000000000018,1.3999999999999986,47006,1002.4271932323973,-0.026491959356401085,-6.17348919158156e-4,DEMOCRAT,REPUBLICAN,FALSE,0.8815253576597203,0.1291920810026732,0.4505417320992202,NA,-0.00467906087316311
CA,2014,06077,0.016620055927286437,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-4.2,-3477.2208711135027,-2.299999999999997,1,0.005891177729533986,-0.06157892818263,0.0027134788754683975,0.011515122065874989,-0.00784867638703508,0.7000000000000002,24971,4.200000000000003,-21451.33736225302,-2,0.19999999999999973,0.06000000000000005,2.3000000000000007,27853,20.018320731340964,0.009693432681450398,0.00466921546735685,DEMOCRAT,REPUBLICAN,FALSE,0.5354140835435461,0.033240111854572985,0.4505417320992202,NA,0.0019149620726969206
CA,2014,06079,0.0652710209029409,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.8,6500.79504465629,-2.1000000000000014,-0.6000000000000014,0.03036601718179499,0.048387636217147034,-0.004632440363950999,0.008944682367913799,-0.004235943769706319,-1.0999999999999996,6985,0.5,-5002.7023801014,-3.299999999999997,0.3999999999999999,0,1.1999999999999993,8970,2.7192340577851013,-0.021574274416206296,0.0035000247365533496,DEMOCRAT,REPUBLICAN,FALSE,0.5432441253263708,0.1305420418058818,0.4505417320992202,NA,-0.0035190996099114698
CA,2014,06081,0.07388766358241572,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.8,14942.519027388,-0.5,0.10000000000000142,0.04520279916719,-0.061648869305047094,0.0016781850927902985,0.022854587908037016,-0.0015354056378763703,-0.20000000000000007,36430,0.7000000000000028,-19597.312171194004,1.7999999999999972,0.20000000000000018,0.14000000000000012,3.5,38419,85.66807633346002,-0.02198423274248995,0.02003622267529745,DEMOCRAT,REPUBLICAN,FALSE,0.7522436599018105,0.1477753271648316,0.4505417320992202,NA,0.004934980069597528
CA,2014,06083,0.060965776078713785,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.7,2956.0579122959025,0,0.4000000000000057,0.022564970553005992,-0.008616549820243957,8.311223747580268e-5,-0.0031557679118654966,-0.0033181962154369797,-2.0999999999999996,18636,1.1999999999999957,-9170.059626025191,-0.7999999999999972,0.19999999999999973,0.050000000000000266,-1.6999999999999993,15956,5.8337493563669796,0.011639338561844181,-0.002721706174492765,DEMOCRAT,REPUBLICAN,FALSE,0.5826145492079163,0.12193155215742757,0.4505417320992202,NA,-0.011972386789571087
CA,2014,06085,0.09207940263170877,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.3,7016.606706496008,0.4000000000000057,0.7999999999999972,0.02287964613832799,-0.020435897183615992,-0.001063457730620103,0.022485927996877042,-0.00135171451016192,-0.09999999999999998,115948,1.1000000000000014,-30656.61722189904,0.5,0,0.050000000000000266,2.599999999999998,106911,82.86080589848984,-0.012369468235450154,0.010968575116203427,DEMOCRAT,REPUBLICAN,FALSE,0.7294067122232187,0.18415880526341755,0.4505417320992202,NA,-6.253612623537824e-5
CA,2014,06087,0.052716014819101265,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.0999999999999996,-1210.772976547698,2.3000000000000043,0,0.05801692012668597,0.007081398055270971,6.379025922767893e-4,-0.0018711784478043988,-0.0037608522816478702,-2,14842,2.799999999999997,-5898.105222601691,0.9999999999999929,-0.5999999999999999,0.050000000000000266,0.8999999999999986,8750,19.657464902723063,-0.04782278933114159,6.781898530711199e-4,DEMOCRAT,REPUBLICAN,FALSE,0.786149897897235,0.10543202963820253,0.4505417320992202,NA,-0.0036126235640942805
CA,2014,06089,0.03682474185240908,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.8999999999999995,-1083.5736708723052,0.09999999999999432,1,0.01379054135024399,-0.007772220911892003,0.0037887613774184193,1.654470812450029e-4,-0.0034383351486747017,-1.9,7624,4.299999999999997,-8415.470095751494,-1.5,0.10000000000000009,0,-0.3999999999999986,2513,0.6656284210872982,0.018275789762627115,1.7012617989529012e-4,DEMOCRAT,REPUBLICAN,FALSE,0.38058248991436056,0.07364948370481814,0.4505417320992202,NA,0.0017608160552661997
CA,2014,06095,0.029374392073374334,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.3,-1050.343724957289,-1.8999999999999986,0.6999999999999957,0.02112241601159201,0.015991963719303004,-0.011633086536165987,0.01056235744527001,-3.3332923159344e-4,-0.30000000000000004,11973,4.600000000000001,-14638.109182948,2.5999999999999943,-0.10000000000000009,0.029999999999999805,3,16826,20.475429969285983,-0.012382873544393713,0.004382786352825917,DEMOCRAT,REPUBLICAN,FALSE,0.6457133931360736,0.05874878414674872,0.4505417320992202,NA,0.004209603631394984
CA,2014,06097,0.06532743697791321,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-3.6999999999999993,4889.129874378894,-1.1999999999999886,1.3000000000000043,0.027218222467295994,-0.07914073299926305,-0.0019738716982422005,-0.0011449929830689015,-0.0018525363905157015,0.30000000000000027,20443,1.3000000000000043,-11917.373093120987,1.3000000000000043,-0.6000000000000001,0.010000000000000231,-0.9000000000000021,15172,9.627893966276986,-0.013931613188661873,0.00272730150852514,DEMOCRAT,REPUBLICAN,FALSE,0.7475292003593891,0.1306548739558263,0.4505417320992202,NA,-5.168454419916917e-4
CA,2014,06099,0.04901839388339235,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-2.1999999999999993,-1404.8031826890947,-1.8999999999999986,1,0.009684230455853982,-0.01859897365232399,-0.0027835522313817,0.007312754774205302,-0.002240523070853661,-0.5,11330,4.200000000000003,-18031.111093677013,-2.5,-0.5,0.050000000000000266,-0.09999999999999787,16639,11.133329118440997,0.00219619277763361,-0.003241130213678,DEMOCRAT,REPUBLICAN,FALSE,0.5153842748361962,0.09803678776678465,0.4505417320992202,NA,0.00467519108630056
CA,2014,06107,-0.013954649768570526,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-5.8999999999999995,-5961.7907739906,-6.000000000000007,0.6999999999999993,-0.010918914733831997,0.032148599643055054,0.0011682870651289028,0.0021775777885595995,0.0014998119433901006,3.6999999999999993,6660,1.3999999999999986,-8652.418507805996,-1.8000000000000114,1.7000000000000002,0.020000000000000018,1.8000000000000007,14510,3.007715145346495,0.01715998955553899,-0.00637127738571272,DEMOCRAT,REPUBLICAN,FALSE,0.3842214443147932,-0.027909299537141025,0.4505417320992202,NA,0.0078070624866311104
CA,2014,06111,0.05161601670463756,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-1.7000000000000002,-3379.784499616013,-2.0999999999999943,1,0.008142474396225008,0.05711559829028401,-0.001633811082994898,0.0017130836516009995,0.001237055324180199,0.6000000000000005,14194,0.8999999999999986,-19185.578483724996,0.7000000000000028,-0.6000000000000001,0.040000000000000036,2.1999999999999993,20472,11.107899022554989,0.007393233078413219,0.0020370647026417485,DEMOCRAT,REPUBLICAN,FALSE,0.5307076134868339,0.10323203340927511,0.4505417320992202,NA,-0.005667586525976648
CA,2014,06113,0.030436390278143155,0.04735164655659663,0.0022421784316208494,0.01299909184895065,-4.3,-9023.85663661691,-3.0999999999999943,1.1999999999999993,0.02189357118450297,-0.048775405586243936,0.008176933497436499,0.00894662666858101,-8.00202904668661e-4,-1.4000000000000004,6169,4.100000000000001,-5522.061469343804,-3,1.9,0.06999999999999984,-0.5,6400,6.306966661926992,-0.035700802599132,9.972475927966448e-4,DEMOCRAT,REPUBLICAN,FALSE,0.6911861723182477,0.06087278055628631,0.4505417320992202,NA,0.007907555617808155
CO,2014,08001,-0.319833476986891,0.15026190814933926,0.02257864104068047,0.045689755402901655,-3.8999999999999995,3258.870409208699,-0.29999999999999716,1,0.01595356554017502,0.06635874983291701,-2.2033500318693888e-5,0.005107078568968498,0.0029670465109708014,0.30000000000000004,33555,3.200000000000003,-10528.590904045006,0,0.20000000000000018,0.08000000000000007,0.5999999999999979,37003,31.692291630373006,0.0055653576550189765,-0.002915654247272449,DEMOCRAT,DEMOCRAT,TRUE,0.5301269226719368,-0.639666953973782,-0.09169286119995901,NA,-0.008075579664784949
CO,2014,08005,-0.3319634136913858,0.15026190814933926,0.02257864104068047,0.045689755402901655,-2.8000000000000003,3561.121824095506,-1.5,0.3999999999999986,0.03911930966224897,-0.024168731890468975,0.009163495301989802,0.002617183460306899,-0.0042331737324345494,0.7000000000000001,32029,1.6999999999999957,-15397.333579728991,1.5,0,0.11000000000000032,1.1000000000000014,43799,54.89257280398601,-0.007738245370597752,0.0022665250700248593,DEMOCRAT,DEMOCRAT,TRUE,0.5420609908806949,-0.6639268273827716,-0.09169286119995901,NA,-0.006558387024575119
CO,2014,08013,-0.20475565544866137,0.15026190814933926,0.02257864104068047,0.045689755402901655,-2.2,5853.582358646396,-1,0.5,0.005378168091648927,0.013164714867178073,0.002105227402479889,0.007305708840927898,0.00428643534381149,0.3999999999999999,14901,1.0999999999999943,-6991.500570371994,0.29999999999999716,0.3999999999999999,0.08000000000000007,-0.3999999999999986,18167,25.011528428929978,2.511239925471198e-4,0.005675889582278833,DEMOCRAT,DEMOCRAT,TRUE,0.723696536838713,-0.40951131089732284,-0.09169286119995901,NA,-4.2499566416941137e-4
CO,2014,08031,-0.17229424440916274,0.15026190814933926,0.02257864104068047,0.045689755402901655,-5.1000000000000005,8002.676383607904,0,0.6000000000000014,0.033762893940355976,0.08558209971617003,-0.006319856495036899,0.0054559031362112,-7.528515339945002e-4,0.3999999999999999,58617,2.1999999999999957,-9690.522603030986,0.20000000000000284,-0.19999999999999973,0.04999999999999982,0.7999999999999972,59448,388.4952737698495,-0.013386382885678949,0.011362729371780823,DEMOCRAT,DEMOCRAT,TRUE,0.7741735453634513,-0.3445884888183256,-0.09169286119995901,NA,-0.015102134887971332
CO,2014,08035,-0.39432901200460163,0.15026190814933926,0.02257864104068047,0.045689755402901655,-2.4,296.26044784800615,-2.4000000000000057,1.1999999999999957,0.015206547675134963,-0.019114947475100008,0.003012093404956371,0.003562186011351297,-4.899724761745499e-4,1,17938,2.8000000000000007,-6112.4769367199915,-2.1000000000000085,-0.2999999999999998,0.06999999999999984,0.5,27635,32.889479387538984,-0.020464661749107216,4.5384841676878937e-4,DEMOCRAT,DEMOCRAT,TRUE,0.38976645530386206,-0.7886580240092033,-0.09169286119995901,NA,-0.003897015114913728
CO,2014,08041,-0.31692968245373054,0.15026190814933926,0.02257864104068047,0.045689755402901655,-2.3,4782.6851207775035,-2.299999999999997,-0.29999999999999716,0.023783439032804,-0.021697754420719084,-0.002825349626220497,0.006617362993530603,-0.0015482406177628602,0.19999999999999996,18293,-0.09999999999999432,-8125.981012420001,1.4000000000000057,0.7000000000000002,0.040000000000000036,2.1000000000000014,36591,17.204409476473018,0.018361419796092848,-0.0019671569224245407,DEMOCRAT,DEMOCRAT,TRUE,0.3552901055519002,-0.6338593649074611,-0.09169286119995901,NA,-8.839183144141094e-4
CO,2014,08059,-0.35048567936244024,0.15026190814933926,0.02257864104068047,0.045689755402901655,-3.8999999999999995,1919.6754433525057,-0.29999999999999716,0,0.011665435684655001,-0.001039640040991996,2.669568061043001e-4,5.627779209285977e-4,0.00278820645012134,0.19999999999999996,32599,2.200000000000003,-16576.232710893004,-2.6999999999999957,-0.20000000000000018,0,1.3000000000000007,22970,30.058249172611,-0.009208103126131073,0.007938046186392166,DEMOCRAT,DEMOCRAT,TRUE,0.5322943326492064,-0.7009713587248805,-0.09169286119995901,NA,-0.005115664845229018
CO,2014,08069,-0.29646600995121475,0.15026190814933926,0.02257864104068047,0.045689755402901655,-3,-2919.602201638889,-2.3000000000000114,0.10000000000000142,-0.03130173646363704,-5.161939398299342e-4,8.312791619029952e-5,4.3601610528860163e-4,0.00302016649254209,0.8,15337,3.6000000000000014,-8414.106684704995,-1.3999999999999986,1.6,0.03999999999999959,0.8000000000000007,23485,9.046184031728004,-0.025193677087015365,0.005278141800685139,DEMOCRAT,DEMOCRAT,TRUE,0.5272375803028981,-0.5929320199024295,-0.09169286119995901,NA,-0.00122004278493674
CT,2014,09001,0.014907626911384475,0.13087446619679133,0.017128125902295076,0.03712986858906442,-1.7999999999999998,6261.119810507997,0.7999999999999972,-0.10000000000000142,0.027511574645527004,-0.027098719662769,0.0018011741894979894,0.006846760113030002,0.00149983945870978,0,39009,1.7999999999999972,-25054.54216592299,1.5,0.5,0.020000000000000018,1.5999999999999979,26724,42.76069612454012,-0.03495768684492351,0.01802478174282353,DEMOCRAT,REPUBLICAN,FALSE,0.5001651492366219,0.02981525382276895,-0.15811011463670077,NA,-0.006501855887220659
CT,2014,09003,0.009148201969196634,0.13087446619679133,0.017128125902295076,0.03712986858906442,-2,973.374967820404,-1.0999999999999943,0.10000000000000142,0.026954416614014987,-0.0038022348155609675,0.004837344645210989,0.007822992102749907,0.00111895113811865,-0.2,12066,1.5999999999999943,-37609.90207512898,0.9000000000000057,0.2999999999999998,0.04999999999999982,0.9000000000000021,3507,4.7707629893500325,0.0026821848874394316,-0.007983515507665628,DEMOCRAT,REPUBLICAN,FALSE,0.5408556048177987,0.01829640393839327,-0.15811011463670077,NA,0.0014306627192049517
CT,2014,09009,0.011854607457601918,0.13087446619679133,0.017128125902295076,0.03712986858906442,-1.6000000000000005,-2034.0173807784013,-2.6000000000000085,0.6999999999999957,0.027695113722758957,-0.00649095451466597,0.0016615191052289924,0.001870838014366799,-9.893289390744007e-5,0,-2278,1.3999999999999986,-32967.28642167704,-3.1000000000000014,0.19999999999999996,0,0.3999999999999986,-1712,-2.8321459413398316,-0.015923079239392957,0.0028488562369987716,DEMOCRAT,REPUBLICAN,FALSE,0.5394876230454569,0.023709214915203954,-0.15811011463670077,NA,-0.0069145930469538194
CT,2014,09011,0.022004657407323047,0.13087446619679133,0.017128125902295076,0.03712986858906442,-1.4000000000000004,-2017.272646179801,-0.10000000000000853,1,0.018801163078949024,-0.01575052710620295,-0.0022888235763406026,-0.004214004988881699,-0.0025750140373939794,0.2,3185,1.7000000000000028,-11791.621269414594,2.1000000000000014,0.30000000000000027,0.040000000000000036,-0.3999999999999986,-379,-0.5698850180510249,0.008477306395081596,-0.01678154726494209,DEMOCRAT,REPUBLICAN,FALSE,0.5200667884668901,0.044009314814646025,-0.15811011463670077,NA,-0.006128184801271209
DE,2012,10003,0.03183851592196929,0.3630510777066287,0.13180608502394456,0.10824681316534024,1.0999999999999996,-7307.087694465707,-2.1000000000000085,-0.7999999999999972,0.01844085345103602,-0.04256337754626505,0.012732722555858,0.007981992312431602,-5.934601877145601e-4,-266731.5,263772.9,4.100000000000001,-18051.507198245003,-0.7999999999999972,0.10000000000000009,0.009999999999999787,0.40000000000000213,16435,38.553960376099894,0.00789395279692362,-0.019945583254264675,DEMOCRAT,DEMOCRAT,TRUE,0.7745694449125409,0.06367703184393853,-0.39743427306342305,NA,-7.996793413014153e-4
FL,2014,12001,0.023460149277694242,0.04599841769174251,0.00211585443014401,0.014332592092870966,-0.1999999999999993,1897.6159643516003,-0.7000000000000028,1.0999999999999979,0.010015969514499012,-0.0020386068339860453,-0.010578644112682,8.260246166883964e-4,1.0748886279100985e-4,-0.5,2645,3.0999999999999943,-7364.148589413511,-1.6999999999999957,0.10000000000000009,0.050000000000000266,1,8883,10.15137672948299,0.001051847335572731,2.6629561959379267e-4,REPUBLICAN,REPUBLICAN,TRUE,0.4138045749111765,-0.046920298555388484,-0.16631185635974255,NA,-0.015319736340365861
FL,2014,12009,-0.007535862569003959,0.04599841769174251,0.00211585443014401,0.014332592092870966,-2.4000000000000004,-3056.3965582467063,-3.799999999999997,1.3999999999999986,0.020980915047169035,-0.009152101524487977,0.006046657844176989,0.004965462661675798,-0.0013002355370387102,-0.09999999999999998,2083,5.699999999999999,-32386.670699652983,-1.9000000000000057,0,0.040000000000000036,0.5,13312,13.109908336960984,-0.009643109388235205,0.0014640149432112197,REPUBLICAN,REPUBLICAN,TRUE,0.5616505649254954,0.015071725138007919,-0.16631185635974255,NA,2.879529986135401e-4
FL,2014,12011,-0.03824000115000542,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.6999999999999993,-735.9696485780005,-1.7999999999999972,0.29999999999999716,0.012189871962830001,-0.00912028749667293,0.011142336129516983,0.003944040392508501,-1.4868086832776992e-4,-0.3,89770,4.400000000000006,-81439.52816960006,0.6999999999999957,0,0.1299999999999999,0.9000000000000021,115657,95.8089531088799,-0.008253191936893445,0.0023559985641687306,REPUBLICAN,REPUBLICAN,TRUE,0.30260372935908203,0.0764800023000109,-0.16631185635974255,NA,-0.00629106799194943
FL,2014,12021,0.013910617674179226,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.0000000000000004,1061.7280244350986,0.29999999999999716,1.8000000000000043,0.03650885460133002,-0.005473801949899104,0.0061285556018403076,0.0011347948178460007,0.00400032767632588,2.9,21076,3.099999999999998,-675.6981076920056,0.7999999999999972,-0.19999999999999996,-0.13000000000000034,-0.5,26305,13.162616640472976,-0.03948561922205429,0.02690700501381222,REPUBLICAN,REPUBLICAN,TRUE,0.6810555244173643,-0.027821235348358397,-0.16631185635974255,NA,-0.03591495427447788
FL,2014,12031,0.03717122089152236,0.04599841769174251,0.00211585443014401,0.014332592092870966,-2.8,-5618.51274894541,-2.3999999999999915,0.4000000000000057,0.011952546309050016,-0.009626213639451042,0.002385100315853983,0.0050976007922132055,1.4169766981233026e-4,0,20587,5.899999999999999,-37589.34125170202,-2.3000000000000043,0.20000000000000018,-0.010000000000000231,1.1999999999999993,31822,41.73471811119998,-0.015289728754355636,0.004772316283572159,REPUBLICAN,REPUBLICAN,TRUE,0.5665182078140175,-0.07434244178304489,-0.16631185635974255,NA,-0.005039228904234468
FL,2014,12057,0.0028525293766694104,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.5,991.2674532733945,-1,0.6000000000000014,0.01004107154385303,-0.029902475226056935,-0.0027525770272469885,0.0028685034099208973,-0.00845545175789732,-0.09999999999999987,67171,3.3999999999999986,-30174.329754202976,0.20000000000000284,-0.20000000000000018,0.009999999999999787,1.6000000000000014,82452,80.817201670159875,-0.010794553759127079,-0.0025513413156298924,REPUBLICAN,REPUBLICAN,TRUE,0.4856677942876718,-0.005705058753338883,-0.16631185635974255,NA,-0.0017265243017058583
FL,2014,12071,-0.006781305511864066,0.04599841769174251,0.00211585443014401,0.014332592092870966,-5.000000000000001,1823.0249522172016,-1.2999999999999972,1.5999999999999943,0.031054105402629983,0.010020955323692071,0.005644813701804807,0.0014121951348462,-3.3947620491616e-4,-0.10000000000000009,45777,4,-4731.453031685,-1,0.19999999999999973,-0.08000000000000007,1.1000000000000014,59362,75.67975965571804,0.02530631158576957,-0.0071803987507322,REPUBLICAN,REPUBLICAN,TRUE,0.6055228978829884,0.013562611023728077,-0.16631185635974255,NA,-0.0046498850989335405
FL,2014,12073,0.04424910432155832,0.04599841769174251,0.00211585443014401,0.014332592092870966,0.6000000000000005,-565.6839951440998,4.5,0.3000000000000007,0.01162067214003204,-0.013720162484830989,0.015089133719920989,0.006041463647469599,-0.0021663577036181497,-0.09999999999999998,13013,5.799999999999997,-12742.889239886601,-1.9000000000000057,0.7000000000000002,0,0.5999999999999979,7930,11.89146864459201,-0.011904468687124803,0.0173445330644254,REPUBLICAN,REPUBLICAN,TRUE,0.3645599268766424,-0.08849820864311658,-0.16631185635974255,NA,-0.002685727625682501
FL,2014,12081,-0.009281688910604768,0.04599841769174251,0.00211585443014401,0.014332592092870966,-4.6,4552.9375659936995,-2.3000000000000043,1.7000000000000028,0.04190718368931595,0.017687651926058034,0.005037885359382696,0.0030863224509269996,-9.8167164375005e-4,-0.5,18912,2.799999999999997,-4749.877357103018,5.3999999999999915,0.7000000000000002,-0.009999999999999787,0.6999999999999993,28311,38.102368591627,-0.0075481503739783795,-0.0049643612164617,REPUBLICAN,REPUBLICAN,TRUE,0.5554647801339486,0.018563377821209592,-0.16631185635974255,NA,-7.714618130371899e-4
FL,2014,12086,-0.025107021259141715,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3,-960.5815665770933,0.8999999999999986,1,0.013740574754449009,0.013159889735422037,-0.002532028118183982,4.703290107959876e-5,-6.131448973118799e-4,0,164924,4.299999999999997,-74881.51189644006,-0.3999999999999915,0.10000000000000009,0.0900000000000003,1.3000000000000007,157495,82.98919324994995,0.003863328583484593,2.7368224461202934e-4,REPUBLICAN,REPUBLICAN,TRUE,0.40220073841856013,0.050214042518283486,-0.16631185635974255,NA,-0.004573257351459498
FL,2014,12095,-0.005202342544909422,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.500000000000001,-2570.5141448005015,-2.299999999999997,0.6000000000000014,0.013592280925541989,-0.017059473967572902,0.003296697722037001,0.007371644457161701,-0.0013045148957578799,-0.2,65874,6.100000000000001,-29946.49389909103,-1.6000000000000085,0.2999999999999998,-0.06000000000000005,2,103501,114.59031268780018,-0.01456872209870319,0.00753605606031256,REPUBLICAN,REPUBLICAN,TRUE,0.43752905148606897,0.01040468508981901,-0.16631185635974255,NA,-0.01232081251858437
FL,2014,12099,-0.010183755295627872,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.6000000000000005,-2564.071753460099,-1.5,0.5999999999999943,0.012177146923797011,-0.01542889659900204,0.008518504946257999,0.002666080269426,1.0897324027628005e-4,-0.4999999999999999,61826,4.699999999999999,-55505.909368791035,0,0.40000000000000013,0.040000000000000036,0.8999999999999986,74316,37.731274188367934,-0.020398986465299584,0.00667758720619941,REPUBLICAN,REPUBLICAN,TRUE,0.39399670386080565,0.020367510591255744,-0.16631185635974255,NA,-0.009243784252209961
FL,2014,12101,-0.03477845626645293,0.04599841769174251,0.00211585443014401,0.014332592092870966,-4.2,-626.6153100083029,-5,1.1000000000000014,0.00948251401335301,-0.010155573393630046,0.009217212686066699,0.0010919317166452995,-2.9730777053795e-4,0.20000000000000007,6360,6.5,-28665.375491993007,-0.20000000000000284,0.6000000000000001,0.040000000000000036,1.1000000000000014,19788,26.477928835711964,-0.03073075604269182,-9.99750420975539e-4,REPUBLICAN,REPUBLICAN,TRUE,0.5096859436934648,0.0695569125329058,-0.16631185635974255,NA,-0.0012818001153470301
FL,2014,12103,-0.030803110433273218,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.6999999999999997,-1459.3981086803033,-3,1,0.019601840286513017,-0.01260502238081096,0.0022949083019720012,9.466852972240987e-4,5.098512314390801e-4,-0.2,17506,5.199999999999996,-58244.484942838026,-1.6000000000000014,0.19999999999999996,0.06000000000000005,1.5,21379,78.08402096017971,-0.006880154298241514,0.0014663442144681876,REPUBLICAN,REPUBLICAN,TRUE,0.4395812322326867,0.06160622086654645,-0.16631185635974255,NA,-0.0027402899526862284
FL,2014,12105,-0.0042144778390580395,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.3000000000000007,-2531.6788615121986,-3.6000000000000014,0.3999999999999986,0.017635688890478007,-0.004323139567562029,0.00499999998504802,-0.0013247000978048006,-6.793902057712301e-4,0.3999999999999999,13445,2.6000000000000014,-27899.42359378602,-0.19999999999998863,0.3999999999999999,0.18000000000000016,-0.3000000000000007,31850,17.71659300072497,-0.012498800162698331,-0.0059975677794788,REPUBLICAN,REPUBLICAN,TRUE,0.5527362764131566,0.008428955678116079,-0.16631185635974255,NA,0.00105538712752662
FL,2014,12111,-0.024215852953665573,0.04599841769174251,0.00211585443014401,0.014332592092870966,-4.5,518.2679948791047,-4.599999999999994,2.1999999999999957,-0.007842382074709997,0.01045724978246998,0.005647623995369,7.210502309604998e-4,-0.00577276383916941,-0.9000000000000001,6033,0.5,-5893.832226586004,-5.799999999999997,-1.4999999999999998,0.029999999999999805,-2.200000000000003,12339,21.574302845890998,-0.017732949338691184,-0.0022213769052926197,REPUBLICAN,REPUBLICAN,TRUE,0.4501587151182072,0.048431705907331146,-0.16631185635974255,NA,-2.734943829328998e-5
FL,2014,12115,-0.0070961489320772175,0.04599841769174251,0.00211585443014401,0.014332592092870966,-4.699999999999999,3422.223866797489,-2.8999999999999986,1.5,0.049967207187312956,0.00271730138984394,0.006801076258877402,0.001550251616711601,0.00130389885778273,0.19999999999999996,13892,4.699999999999999,-12190.344067819009,-1.6000000000000014,-0.3999999999999999,-0.07999999999999963,0.3000000000000007,17088,30.748695168624977,0.019697825319308304,-0.008952786294558781,REPUBLICAN,REPUBLICAN,TRUE,0.5163140487190256,0.01419229786415449,-0.16631185635974255,NA,0.0015956141303185194
FL,2014,12117,0.003833632718001856,0.04599841769174251,0.00211585443014401,0.014332592092870966,-2.8999999999999995,-8516.172439823305,-2,0.7999999999999972,0.008121170560666024,-0.022613770867976002,0.01202231415240701,0.0046520219006083025,-9.480370809737198e-4,-0.09999999999999998,15129,5.800000000000001,-16779.245712336997,-4.399999999999999,-0.5,-0.009999999999999787,1.5999999999999979,19008,61.45052484010989,-0.01157941034812926,-0.0046743943929859295,REPUBLICAN,REPUBLICAN,TRUE,0.5388163742002776,-0.007667265436003767,-0.16631185635974255,NA,0.00488604615439582
FL,2014,12127,0.008634260437400787,0.04599841769174251,0.00211585443014401,0.014332592092870966,-3.2,-5689.404640491797,-1.5,1.2000000000000028,0.01569544825594199,0.03156637697040898,-5.373552866820008e-4,0.0016411753366796927,0.0023241466592771797,0,14351,4.599999999999998,-18546.15149618601,-1.2999999999999972,0.20000000000000018,-0.029999999999999805,0.40000000000000213,13004,11.812253181441974,0.0011622187139104234,-3.917713704431388e-4,REPUBLICAN,REPUBLICAN,TRUE,0.5194894101681772,-0.017268520874801577,-0.16631185635974255,NA,-0.0021906237711052804
